patch,champ,role,picks_by,bans_vs
16.06,Ambessa,top,0,4
16.06,Jarvan IV,jng,1,3
16.06,Karma,sup,2,2
16.06,Pantheon,jng,1,3
16.06,Azir,mid,1,1
16.06,Corki,bot,2,0
16.06,Galio,mid,1,1
16.06,Gwen,top,0,2
16.06,Mel,mid,1,1
16.06,Nami,sup,2,0
16.06,Neeko,sup,0,2
16.06,Orianna,mid,0,2
16.06,Renekton,top,1,1
16.06,Sion,top,1,1
16.06,Xin Zhao,jng,2,0
16.06,Anivia,mid,1,0
16.06,Aurora,mid,1,0
16.06,Bard,sup,1,0
16.06,Caitlyn,bot,1,0
16.06,Dr. Mundo,jng,1,0
16.06,Ezreal,bot,1,0
16.06,Gnar,top,1,0
16.06,Jax,top,1,0
16.06,Leona,sup,1,0
16.06,Malphite,jng,1,0
16.06,Nocturne,jng,0,1
16.06,Ornn,top,1,0
16.06,Ryze,mid,1,0
16.06,Seraphine,sup,0,1
16.06,Sivir,bot,1,0
16.06,Sylas,mid,0,1
16.06,Taliyah,mid,0,1
16.06,Varus,bot,0,1
16.06,Viktor,mid,0,1
16.06,Yone,mid,0,1
16.06,Yorick,top,1,0
16.06,Ziggs,bot,1,0
16.07,Nocturne,jng,0,3
16.07,Anivia,mid,1,1
16.07,Bard,sup,2,0
16.07,Caitlyn,bot,2,0
16.07,Elise,sup,1,1
16.07,Ezreal,bot,2,0
16.07,Jarvan IV,jng,0,2
16.07,Karma,sup,0,2
16.07,Nami,sup,0,2
16.07,Skarner,jng,2,0
16.07,Xin Zhao,jng,0,2
16.07,Akali,mid,1,0
16.07,Ambessa,top,0,1
16.07,Heimerdinger,sup,1,0
16.07,K'Sante,top,1,0
16.07,Malphite,jng,0,1
16.07,Mel,mid,0,1
16.07,Neeko,sup,0,1
16.07,Orianna,mid,1,0
16.07,Pantheon,jng,0,1
16.07,Renekton,top,1,0
16.07,Rengar,jng,1,0
16.07,Rumble,top,0,1
16.07,Ryze,mid,1,0
16.07,Vi,jng,0,1
16.07,Wukong,jng,1,0
16.07,Yorick,top,1,0
16.07,Zaahen,top,1,0
16.08,Caitlyn,bot,3,2
16.08,Ryze,mid,1,4
16.08,Jhin,bot,2,2
16.08,Karma,sup,1,3
16.08,Ambessa,top,2,1
16.08,Elise,sup,3,0
16.08,Orianna,mid,2,1
16.08,Sion,top,1,2
16.08,Anivia,mid,1,1
16.08,Bard,sup,0,2
16.08,Galio,mid,2,0
16.08,Jarvan IV,jng,0,2
16.08,K'Sante,top,2,0
16.08,Mel,mid,0,2
16.08,Ornn,top,1,1
16.08,Pantheon,jng,1,1
16.08,Renekton,top,1,1
16.08,Skarner,jng,0,2
16.08,Trundle,jng,2,0
16.08,Wukong,jng,1,1
16.08,Xin Zhao,jng,2,0
16.08,Ahri,mid,1,0
16.08,Anivia,sup,1,0
16.08,Corki,bot,0,1
16.08,Kai'Sa,bot,1,0
16.08,Lee Sin,jng,1,0
16.08,Lulu,sup,0,1
16.08,Neeko,sup,1,0
16.08,Nocturne,jng,0,1
16.08,Olaf,top,0,1
16.08,Renata Glasc,sup,1,0
16.08,Viktor,mid,0,1
16.08,Yorick,top,0,1
16.08,Yunara,bot,1,0
16.08,Zaahen,top,0,1
16.09,Caitlyn,bot,0,2
16.09,Jarvan IV,jng,0,2
16.09,Jhin,bot,0,2
16.09,Bard,sup,1,0
16.09,Jax,top,1,0
16.09,Mel,mid,1,0
16.09,Nautilus,sup,0,1
16.09,Orianna,mid,1,0
16.09,Pantheon,jng,1,0
16.09,Rakan,sup,1,0
16.09,Rell,sup,0,1
16.09,Senna,bot,1,0
16.09,Sivir,bot,0,1
16.09,Trundle,jng,1,0
16.09,Varus,bot,1,0
16.09,Xin Zhao,jng,0,1
16.09,Yorick,top,1,0
