patch,champ,role,picks_vs,bans_vs
16.03,Caitlyn,bot,0,3
16.03,Blitzcrank,sup,0,2
16.03,Galio,mid,0,2
16.03,Nautilus,sup,0,2
16.03,Corki,bot,1,0
16.03,Dr. Mundo,jng,1,0
16.03,Gnar,top,0,1
16.03,Gragas,top,1,0
16.03,Gwen,top,0,1
16.03,Jhin,bot,1,0
16.03,K'Sante,top,0,1
16.03,Lucian,bot,1,0
16.03,Mel,mid,1,0
16.03,Milio,sup,1,0
16.03,Nami,sup,1,0
16.03,Orianna,mid,1,0
16.03,Qiyana,jng,0,1
16.03,Rell,sup,1,0
16.03,Renekton,top,1,0
16.03,Ryze,mid,0,1
16.03,Sejuani,jng,1,0
16.03,Syndra,mid,1,0
16.03,Trundle,jng,0,1
16.03,Wukong,jng,1,0
16.03,Zaahen,top,1,0
16.09,Nocturne,jng,0,5
16.09,Orianna,mid,1,3
16.09,Ashe,bot,0,3
16.09,Ezreal,bot,0,3
16.09,Alistar,sup,1,1
16.09,Lulu,sup,1,1
16.09,Smolder,bot,0,2
16.09,Amumu,sup,1,0
16.09,Aurora,mid,1,0
16.09,Brand,jng,1,0
16.09,Dr. Mundo,jng,1,0
16.09,Gragas,top,1,0
16.09,K'Sante,top,1,0
16.09,Kai'Sa,bot,1,0
16.09,Leona,sup,1,0
16.09,Malphite,top,1,0
16.09,Milio,sup,0,1
16.09,Naafiri,jng,0,1
16.09,Nami,sup,0,1
16.09,Rell,sup,1,0
16.09,Rumble,top,1,0
16.09,Seraphine,sup,0,1
16.09,Shen,jng,1,0
16.09,Sivir,bot,1,0
16.09,Skarner,jng,0,1
16.09,Syndra,mid,1,0
16.09,Tristana,bot,1,0
16.09,Vi,jng,1,0
16.09,Viktor,mid,1,0
16.09,Xayah,bot,0,1
16.09,Xerath,mid,0,1
16.09,Xin Zhao,top,1,0
16.09,Yunara,bot,1,0
16.09,Zaahen,jng,1,0
16.09,Zed,mid,1,0
16.09,Zeri,bot,1,0
