patch,champ,role,picks_by,bans_vs,series_presence
16.06,Ambessa,top,1,1,2
16.06,Jarvan IV,jng,0,2,2
16.06,Karma,sup,1,1,2
16.06,Lulu,sup,2,0,2
16.06,Ryze,mid,1,1,2
16.06,Sion,top,2,0,2
16.06,Xin Zhao,jng,2,0,2
16.06,Aatrox,jng,0,1,1
16.06,Ahri,mid,1,0,1
16.06,Anivia,mid,0,1,1
16.06,Ashe,bot,0,1,1
16.06,Aurora,mid,0,1,1
16.06,Azir,mid,0,1,1
16.06,Caitlyn,bot,0,1,1
16.06,Ezreal,bot,1,0,1
16.06,Jinx,bot,1,0,1
16.06,K'Sante,top,0,1,1
16.06,Mel,mid,1,0,1
16.06,Nautilus,sup,0,1,1
16.06,Orianna,mid,0,1,1
16.06,Pantheon,jng,1,0,1
16.06,Renekton,top,0,1,1
16.06,Yunara,bot,1,0,1
16.07,Ambessa,top,2,0,2
16.07,Ashe,bot,1,1,2
16.07,Aurora,mid,1,1,2
16.07,Jarvan IV,jng,1,1,2
16.07,Aatrox,jng,1,0,1
16.07,Ahri,mid,0,1,1
16.07,Akali,mid,0,1,1
16.07,Anivia,mid,0,1,1
16.07,Annie,mid,1,0,1
16.07,Ezreal,bot,0,1,1
16.07,Galio,mid,1,0,1
16.07,Gnar,top,0,1,1
16.07,Gwen,top,1,0,1
16.07,Kai'Sa,bot,1,0,1
16.07,Karma,sup,0,1,1
16.07,Mel,mid,0,1,1
16.07,Miss Fortune,bot,1,0,1
16.07,Nautilus,sup,1,0,1
16.07,Neeko,sup,1,0,1
16.07,Nocturne,jng,1,0,1
16.07,Orianna,mid,0,1,1
16.07,Renekton,top,0,1,1
16.07,Rumble,top,0,1,1
16.07,Ryze,mid,0,1,1
16.07,Seraphine,sup,1,0,1
16.07,Yunara,bot,0,1,1
16.08,Nocturne,jng,1,4,4
16.08,Jarvan IV,jng,1,3,4
16.08,Ashe,bot,3,0,3
16.08,Ezreal,bot,0,3,2
16.08,Rumble,top,3,0,3
16.08,Seraphine,sup,3,0,3
16.08,Varus,bot,1,2,3
16.08,Aurora,mid,1,1,2
16.08,Bard,sup,1,1,2
16.08,Pantheon,jng,0,2,2
16.08,Aatrox,jng,1,0,1
16.08,Ahri,mid,1,0,1
16.08,Ambessa,top,0,1,1
16.08,Anivia,mid,1,0,1
16.08,Anivia,sup,1,0,1
16.08,Annie,mid,0,1,1
16.08,Caitlyn,bot,1,0,1
16.08,Gnar,top,0,1,1
16.08,Hwei,mid,1,0,1
16.08,Jayce,top,0,1,1
16.08,Jhin,bot,0,1,1
16.08,Orianna,mid,0,1,1
16.08,Ornn,top,1,0,1
16.08,Renekton,top,0,1,1
16.08,Sion,top,0,1,1
16.08,Syndra,mid,0,1,1
16.08,Vi,jng,1,0,1
16.08,Viktor,mid,1,0,1
16.08,Xin Zhao,jng,1,0,1
16.08,Yorick,top,1,0,1
