patch,champ,role,picks_by,bans_vs
16.01,Azir,mid,2,3
16.01,Neeko,sup,2,3
16.01,Yunara,bot,2,2
16.01,Ezreal,bot,0,3
16.01,Kai'Sa,bot,2,1
16.01,Pantheon,jng,2,1
16.01,Taliyah,mid,3,0
16.01,Corki,bot,0,2
16.01,Jarvan IV,jng,1,1
16.01,Leona,sup,0,2
16.01,Lucian,bot,1,1
16.01,Orianna,mid,0,2
16.01,Poppy,sup,1,1
16.01,Rumble,top,2,0
16.01,Sivir,bot,1,1
16.01,Sylas,mid,0,2
16.01,Wukong,jng,2,0
16.01,Akali,mid,1,0
16.01,Alistar,sup,0,1
16.01,Ambessa,jng,1,0
16.01,Ambessa,top,0,1
16.01,Aphelios,bot,1,0
16.01,Galio,mid,0,1
16.01,Gnar,top,0,1
16.01,Gwen,top,1,0
16.01,Jayce,jng,1,0
16.01,Jayce,top,0,1
16.01,K'Sante,top,1,0
16.01,Lulu,sup,0,1
16.01,Malphite,jng,0,1
16.01,Nami,sup,1,0
16.01,Nautilus,sup,1,0
16.01,Qiyana,jng,0,1
16.01,Rek'Sai,top,1,0
16.01,Renekton,top,1,0
16.01,Sion,top,1,0
16.01,Syndra,mid,1,0
16.01,Thresh,sup,1,0
16.01,Varus,bot,0,1
16.01,Vi,jng,0,1
16.01,Yuumi,sup,1,0
16.02,Neeko,sup,1,6
16.02,Varus,bot,1,6
16.02,Rumble,top,3,3
16.02,Azir,mid,1,4
16.02,Orianna,mid,2,3
16.02,Akali,mid,1,2
16.02,Ambessa,top,1,2
16.02,Bard,sup,1,2
16.02,Nami,sup,2,1
16.02,Pantheon,jng,1,2
16.02,Wukong,jng,3,0
16.02,Alistar,sup,0,2
16.02,Aphelios,bot,1,1
16.02,Gnar,top,1,1
16.02,K'Sante,top,2,0
16.02,Kai'Sa,bot,2,0
16.02,Lucian,bot,2,0
16.02,Miss Fortune,bot,0,2
16.02,Qiyana,jng,0,2
16.02,Syndra,mid,0,2
16.02,Taliyah,mid,1,1
16.02,Xin Zhao,jng,2,0
16.02,Yunara,bot,1,1
16.02,Aatrox,jng,1,0
16.02,Anivia,mid,1,0
16.02,Caitlyn,bot,1,0
16.02,Cassiopeia,mid,1,0
16.02,Corki,bot,0,1
16.02,Dr. Mundo,jng,0,1
16.02,Ezreal,bot,1,0
16.02,Galio,mid,1,0
16.02,Gwen,top,0,1
16.02,Janna,sup,1,0
16.02,Jarvan IV,jng,1,0
16.02,Jayce,top,0,1
16.02,Jayce,jng,1,0
16.02,Karma,sup,1,0
16.02,Lulu,sup,1,0
16.02,Mel,mid,1,0
16.02,Nautilus,sup,0,1
16.02,Poppy,sup,1,0
16.02,Rek'Sai,top,1,0
16.02,Rell,sup,1,0
16.02,Renekton,top,1,0
16.02,Ryze,mid,1,0
16.02,Sion,top,1,0
16.02,Sivir,bot,1,0
16.02,Sylas,mid,0,1
16.02,Thresh,sup,1,0
16.02,Trundle,jng,1,0
16.02,Vi,jng,0,1
16.03,Azir,mid,0,4
16.03,Ryze,mid,1,2
16.03,Varus,bot,0,3
16.03,Bard,sup,0,2
16.03,Nautilus,sup,0,2
16.03,Vi,jng,1,1
16.03,Akali,mid,1,0
16.03,Alistar,sup,1,0
16.03,Ambessa,jng,1,0
16.03,Aphelios,bot,0,1
16.03,Ashe,bot,1,0
16.03,Aurora,mid,1,0
16.03,Ezreal,bot,1,0
16.03,Gwen,top,0,1
