patch,champ,role,picks_by,bans_vs,series_presence
16.04,Yasuo,mid,0,3,1
16.04,Ezreal,bot,1,1,1
16.04,Neeko,sup,0,2,1
16.04,Varus,bot,0,2,1
16.04,Ahri,mid,1,0,1
16.04,Akali,mid,0,1,1
16.04,Annie,mid,0,1,1
16.04,Ashe,bot,1,0,1
16.04,Gwen,top,1,0,1
16.04,K'Sante,top,0,1,1
16.04,Karma,sup,1,0,1
16.04,Kennen,top,1,0,1
16.04,Lucian,bot,1,0,1
16.04,Maokai,jng,1,0,1
16.04,Nami,sup,1,0,1
16.04,Orianna,mid,0,1,1
16.04,Qiyana,jng,1,0,1
16.04,Rell,sup,0,1,1
16.04,Renekton,top,0,1,1
16.04,Rumble,top,1,0,1
16.04,Ryze,mid,1,0,1
16.04,Seraphine,sup,1,0,1
16.04,Viktor,mid,1,0,1
16.04,Wukong,jng,1,0,1
16.04,Yone,mid,0,1,1
16.05,Ambessa,top,1,3,3
16.05,Azir,mid,0,4,3
16.05,Ezreal,bot,2,1,3
16.05,Pantheon,jng,1,2,2
16.05,Rumble,top,1,2,2
16.05,Bard,sup,1,1,2
16.05,Corki,bot,2,0,2
16.05,Karma,sup,1,1,2
16.05,Mel,mid,2,0,2
16.05,Nami,sup,2,0,2
16.05,Orianna,mid,0,2,1
16.05,Ryze,mid,1,1,2
16.05,Sion,top,1,1,1
16.05,Taliyah,mid,1,1,2
16.05,Varus,bot,0,2,1
16.05,Vi,jng,1,1,2
16.05,Akali,mid,1,0,1
16.05,Alistar,sup,0,1,1
16.05,Ashe,bot,1,0,1
16.05,Galio,mid,0,1,1
16.05,Jarvan IV,jng,0,1,1
16.05,Jhin,bot,0,1,1
16.05,K'Sante,top,1,0,1
16.05,Kai'Sa,bot,1,0,1
16.05,Lee Sin,jng,1,0,1
16.05,Leona,sup,0,1,1
16.05,Neeko,sup,1,0,1
16.05,Renekton,top,1,0,1
16.05,Seraphine,sup,1,0,1
16.05,Skarner,jng,1,0,1
16.05,Sylas,mid,0,1,1
16.05,Syndra,mid,0,1,1
16.05,Viktor,mid,1,0,1
16.05,Wukong,jng,0,1,1
16.05,Xin Zhao,jng,1,0,1
16.05,Zaahen,top,1,0,1
16.05,Zaahen,jng,1,0,1
16.06,Ambessa,top,0,3,2
16.06,Orianna,mid,1,2,2
16.06,Sivir,bot,2,1,2
16.06,Yunara,bot,1,2,2
16.06,Jinx,bot,1,1,2
16.06,Lulu,sup,2,0,2
16.06,Nautilus,sup,0,2,1
16.06,Nocturne,jng,0,2,1
16.06,Rumble,top,2,0,2
16.06,Sion,top,2,0,2
16.06,Wukong,jng,1,1,2
16.06,Xin Zhao,jng,2,0,2
16.06,Yasuo,mid,1,1,2
16.06,Aatrox,jng,0,1,1
16.06,Azir,mid,1,0,1
16.06,Bard,sup,1,0,1
16.06,Caitlyn,bot,1,0,1
16.06,Dr. Mundo,jng,0,1,1
16.06,Ezreal,bot,0,1,1
16.06,Jarvan IV,jng,1,0,1
16.06,Karma,sup,0,1,1
16.06,Malphite,jng,1,0,1
16.06,Mel,mid,1,0,1
16.06,Nami,sup,1,0,1
16.06,Neeko,sup,0,1,1
16.06,Ornn,top,0,1,1
16.06,Poppy,sup,0,1,1
16.06,Rakan,sup,1,0,1
16.06,Renekton,top,0,1,1
16.06,Taliyah,mid,1,0,1
16.06,Varus,bot,0,1,1
16.06,Volibear,top,1,0,1
16.06,Yone,mid,0,1,1
16.07,Rumble,top,0,4,2
16.07,Lulu,sup,1,2,2
16.07,Ashe,bot,0,2,1
16.07,Gwen,top,0,2,1
16.07,Jarvan IV,jng,2,0,2
16.07,K'Sante,top,2,0,2
16.07,LeBlanc,mid,2,0,2
16.07,Mel,mid,0,2,1
16.07,Pantheon,jng,0,2,1
16.07,Ryze,mid,2,0,2
16.07,Wukong,jng,0,2,2
16.07,Yunara,bot,2,0,2
16.07,Aatrox,jng,1,0,1
16.07,Anivia,sup,1,0,1
16.07,Azir,mid,0,1,1
16.07,Bard,sup,1,0,1
16.07,Caitlyn,bot,1,0,1
16.07,Corki,bot,1,0,1
16.07,Nami,sup,0,1,1
16.07,Nautilus,sup,1,0,1
16.07,Renekton,top,1,0,1
16.07,Sion,top,0,1,1
16.07,Viego,jng,1,0,1
16.07,Xin Zhao,jng,0,1,1
16.07,Yorick,top,1,0,1
16.09,Lulu,sup,0,3,1
16.09,Pantheon,jng,0,3,1
16.09,Naafiri,jng,1,1,1
16.09,Nocturne,jng,0,2,1
16.09,Aatrox,top,1,0,1
16.09,Azir,mid,0,1,1
16.09,Bard,sup,1,0,1
16.09,Corki,bot,1,0,1
16.09,Ezreal,bot,1,0,1
16.09,Gragas,top,1,0,1
16.09,Gwen,top,0,1,1
16.09,K'Sante,top,0,1,1
16.09,LeBlanc,mid,1,0,1
16.09,Lee Sin,jng,1,0,1
16.09,Lucian,bot,1,0,1
16.09,Milio,sup,1,0,1
16.09,Neeko,sup,1,0,1
16.09,Ornn,top,1,0,1
16.09,Ryze,mid,1,0,1
16.09,Sivir,bot,0,1,1
16.09,Sylas,mid,0,1,1
16.09,Vi,jng,1,0,1
16.09,Viktor,mid,1,0,1
16.09,Yorick,top,0,1,1
