patch,champ,role,picks_by,bans_vs,series_presence
16.01,Ahri,mid,0,1,1
16.01,Ambessa,top,0,1,1
16.01,Bard,sup,0,1,1
16.01,Naafiri,jng,1,0,1
16.01,Nocturne,jng,0,1,1
16.01,Orianna,mid,1,0,1
16.01,Rell,sup,1,0,1
16.01,Rumble,top,1,0,1
16.01,Tristana,bot,1,0,1
16.01,Wukong,jng,0,1,1
16.02,Ahri,mid,2,2,4
16.02,Jayce,top,0,4,4
16.02,Rumble,top,2,2,4
16.02,Yunara,bot,2,2,4
16.02,K'Sante,top,2,1,3
16.02,Rell,sup,3,0,3
16.02,Caitlyn,bot,1,1,2
16.02,Jarvan IV,jng,1,1,2
16.02,Jinx,bot,1,1,2
16.02,Nautilus,sup,2,0,2
16.02,Ryze,mid,2,0,2
16.02,Wukong,jng,2,0,2
16.02,Zoe,mid,1,1,2
16.02,Aatrox,jng,0,1,1
16.02,Aatrox,top,1,0,1
16.02,Alistar,sup,0,1,1
16.02,Dr. Mundo,jng,1,0,1
16.02,Ezreal,bot,0,1,1
16.02,Gnar,top,0,1,1
16.02,Gwen,top,0,1,1
16.02,Neeko,sup,0,1,1
16.02,Orianna,mid,0,1,1
16.02,Rakan,sup,0,1,1
16.02,Renekton,top,0,1,1
16.02,Sivir,bot,1,0,1
16.02,Tristana,bot,0,1,1
16.02,Vi,jng,1,0,1
16.03,Ahri,mid,0,4,4
16.03,Jarvan IV,jng,1,3,4
16.03,Nautilus,sup,1,3,4
16.03,Orianna,mid,1,2,3
16.03,Rell,sup,1,2,3
16.03,Yunara,bot,0,3,3
16.03,Zoe,mid,1,2,3
16.03,Alistar,sup,1,1,2
16.03,Caitlyn,bot,1,1,2
16.03,Cassiopeia,mid,0,2,2
16.03,Kai'Sa,bot,1,1,2
16.03,Ornn,top,2,0,2
16.03,Rakan,sup,2,0,2
16.03,Rumble,top,1,1,2
16.03,Ryze,mid,1,1,2
16.03,Vi,jng,1,1,2
16.03,Akali,mid,1,0,1
16.03,Ambessa,top,1,0,1
16.03,Aurora,mid,1,0,1
16.03,Corki,bot,0,1,1
16.03,Dr. Mundo,jng,0,1,1
16.03,Jayce,jng,1,0,1
16.03,Jinx,bot,1,0,1
16.03,K'Sante,top,1,0,1
16.03,Karma,sup,1,0,1
16.03,Lee Sin,jng,1,0,1
16.03,Malphite,jng,1,0,1
16.03,Nocturne,jng,1,0,1
16.03,Sion,top,1,0,1
16.03,Sivir,bot,1,0,1
16.03,Syndra,mid,1,0,1
16.03,Varus,bot,1,0,1
16.03,Xayah,bot,1,0,1
16.07,Ashe,bot,3,0,3
16.07,Karma,sup,1,2,3
16.07,Orianna,mid,1,2,3
16.07,Ryze,mid,3,0,3
16.07,Seraphine,sup,3,0,3
16.07,Wukong,jng,3,0,3
16.07,Akali,mid,0,2,2
16.07,Ambessa,top,0,2,2
16.07,Gwen,top,1,1,2
16.07,Jarvan IV,jng,1,1,2
16.07,K'Sante,top,2,0,2
16.07,Nocturne,jng,0,2,2
16.07,Aatrox,jng,0,1,1
16.07,Aurora,mid,0,1,1
16.07,Dr. Mundo,jng,0,1,1
16.07,Elise,sup,0,1,1
16.07,Ezreal,bot,1,0,1
16.07,Lulu,sup,0,1,1
16.07,Nautilus,sup,0,1,1
16.07,Rumble,top,1,0,1
16.07,Varus,bot,0,1,1
16.07,Xin Zhao,jng,0,1,1
16.08,Ryze,mid,0,4,4
16.08,Ashe,bot,2,1,3
16.08,Jarvan IV,jng,0,3,3
16.08,Orianna,mid,1,2,3
16.08,Xin Zhao,jng,2,1,3
16.08,Jax,top,2,0,2
16.08,Kai'Sa,bot,2,0,2
16.08,Karma,sup,0,2,2
16.08,Rell,sup,2,0,2
16.08,Ahri,mid,0,1,1
16.08,Akali,top,1,0,1
16.08,Akali,mid,0,1,1
16.08,Annie,mid,1,0,1
16.08,Aurora,mid,0,1,1
16.08,Braum,sup,1,0,1
16.08,Cassiopeia,mid,0,1,1
16.08,Ezreal,bot,0,1,1
16.08,Galio,mid,1,0,1
16.08,Pantheon,jng,1,0,1
16.08,Renekton,top,1,0,1
16.08,Rumble,top,0,1,1
16.08,Seraphine,sup,1,0,1
16.08,Syndra,mid,1,0,1
16.08,Vi,jng,1,0,1
16.08,Wukong,jng,0,1,1
16.09,K'Sante,top,3,1,4
16.09,Nocturne,jng,0,3,3
16.09,Orianna,mid,0,3,3
16.09,Ryze,mid,2,1,3
16.09,Seraphine,sup,1,2,3
16.09,Xin Zhao,jng,2,1,3
16.09,Akali,mid,0,2,2
16.09,Ashe,bot,1,1,2
16.09,Nautilus,sup,2,0,2
16.09,Pantheon,jng,1,1,2
16.09,Varus,bot,2,0,2
16.09,Viktor,mid,1,1,2
16.09,Ahri,mid,1,0,1
16.09,Corki,bot,1,0,1
16.09,Ezreal,bot,0,1,1
16.09,LeBlanc,mid,0,1,1
16.09,Nami,sup,1,0,1
16.09,Renekton,top,1,0,1
16.09,Sion,top,0,1,1
