patch,champ,role,picks_by,bans_vs
16.01,Rumble,top,0,5
16.01,Vi,jng,2,3
16.01,Alistar,sup,4,0
16.01,Ambessa,top,0,4
16.01,Azir,mid,1,3
16.01,Lulu,sup,1,3
16.01,Yunara,bot,4,0
16.01,Jarvan IV,jng,1,2
16.01,Jayce,top,0,3
16.01,K'Sante,top,3,0
16.01,Kai'Sa,bot,1,2
16.01,Malphite,jng,0,3
16.01,Nautilus,sup,2,1
16.01,Neeko,sup,0,3
16.01,Renekton,top,2,1
16.01,Taliyah,mid,3,0
16.01,Aphelios,bot,1,1
16.01,Diana,mid,2,0
16.01,Ezreal,bot,0,2
16.01,Orianna,mid,1,1
16.01,Poppy,sup,0,2
16.01,Rell,sup,1,1
16.01,Varus,bot,1,1
16.01,Xin Zhao,jng,2,0
16.01,Aatrox,jng,1,0
16.01,Akali,mid,0,1
16.01,Akali,top,1,0
16.01,Ashe,bot,1,0
16.01,Braum,sup,1,0
16.01,Gwen,top,1,0
16.01,Jayce,jng,1,0
16.01,Lucian,bot,1,0
16.01,Miss Fortune,bot,0,1
16.01,Qiyana,jng,1,0
16.01,Rakan,sup,0,1
16.01,Ryze,mid,1,0
16.01,Sejuani,top,1,0
16.01,Sion,top,0,1
16.01,Syndra,mid,1,0
16.01,Wukong,jng,1,0
16.01,Yasuo,top,1,0
16.02,Corki,bot,3,2
16.02,Jayce,top,0,5
16.02,Orianna,mid,2,3
16.02,Rumble,top,2,2
16.02,Akali,mid,0,3
16.02,Gwen,top,1,2
16.02,Jarvan IV,jng,0,3
16.02,K'Sante,top,2,1
16.02,Nami,sup,2,1
16.02,Poppy,sup,0,3
16.02,Qiyana,jng,2,1
16.02,Ryze,mid,3,0
16.02,Ambessa,top,1,1
16.02,Aphelios,bot,1,1
16.02,Aurora,mid,2,0
16.02,Azir,mid,1,1
16.02,Bard,sup,0,2
16.02,Gnar,top,1,1
16.02,Kai'Sa,bot,1,1
16.02,Lucian,bot,1,1
16.02,Malphite,jng,0,2
16.02,Neeko,sup,2,0
16.02,Vi,jng,1,1
16.02,Wukong,jng,2,0
16.02,Yone,mid,0,2
16.02,Ahri,mid,0,1
16.02,Ezreal,bot,1,0
16.02,Lee Sin,jng,1,0
16.02,Leona,sup,1,0
16.02,Lulu,sup,1,0
16.02,Nocturne,jng,1,0
16.02,Pantheon,jng,1,0
16.02,Rell,sup,1,0
16.02,Renekton,top,1,0
16.02,Thresh,sup,1,0
16.02,Yunara,bot,1,0
16.06,Orianna,mid,1,3
16.06,Vi,jng,1,3
16.06,Nocturne,jng,0,3
16.06,Pantheon,jng,1,2
16.06,Rumble,top,1,2
16.06,Annie,mid,0,2
16.06,Corki,bot,1,1
16.06,Karma,sup,0,2
16.06,Lucian,bot,1,1
16.06,Mel,mid,2,0
16.06,Seraphine,sup,1,1
16.06,Wukong,jng,2,0
16.06,Akali,mid,0,1
16.06,Ambessa,top,1,0
16.06,Aphelios,bot,1,0
16.06,Ashe,bot,1,0
16.06,Aurora,mid,0,1
16.06,Azir,mid,1,0
16.06,Ezreal,bot,0,1
16.06,Gnar,top,1,0
16.06,Gwen,top,1,0
16.06,Jarvan IV,jng,1,0
16.06,Jayce,top,0,1
16.06,Kai'Sa,bot,1,0
16.06,Kennen,top,0,1
16.06,Milio,sup,1,0
16.06,Nami,sup,1,0
16.06,Nautilus,sup,0,1
16.06,Neeko,sup,1,0
16.06,Olaf,jng,1,0
16.06,Qiyana,jng,0,1
16.06,Rakan,sup,1,0
16.06,Rell,sup,0,1
16.06,Renekton,top,1,0
16.06,Ryze,mid,1,0
16.06,Sejuani,jng,0,1
16.06,Sion,top,1,0
16.06,Sivir,bot,0,1
16.06,Thresh,sup,1,0
16.06,Viktor,mid,1,0
16.06,Xayah,bot,1,0
16.07,Nocturne,jng,2,6
16.07,Rumble,top,1,6
16.07,Seraphine,sup,1,4
16.07,K'Sante,top,3,1
16.07,Lulu,sup,2,2
16.07,Ryze,mid,1,3
16.07,Ambessa,top,1,2
16.07,Annie,mid,2,1
16.07,Neeko,sup,3,0
16.07,Orianna,mid,1,2
16.07,Sion,top,2,1
16.07,Yunara,bot,3,0
16.07,Anivia,mid,0,2
16.07,Ashe,bot,1,1
16.07,Azir,mid,2,0
16.07,Caitlyn,bot,0,2
16.07,Gnar,top,1,1
16.07,Jarvan IV,jng,1,1
16.07,Jayce,top,1,1
16.07,Kai'Sa,bot,1,1
16.07,Karma,sup,0,2
16.07,Vi,jng,2,0
16.07,Wukong,jng,1,1
16.07,Xin Zhao,jng,2,0
16.07,Ahri,mid,1,0
16.07,Aphelios,bot,1,0
16.07,Aurora,mid,0,1
16.07,Bard,sup,0,1
16.07,Cassiopeia,mid,0,1
16.07,Corki,bot,1,0
16.07,Galio,mid,0,1
16.07,Irelia,top,1,0
16.07,Kennen,top,0,1
16.07,Lucian,bot,1,0
16.07,Mel,mid,1,0
16.07,Milio,sup,1,0
16.07,Miss Fortune,bot,0,1
16.07,Nami,sup,1,0
16.07,Nautilus,sup,0,1
16.07,Pantheon,jng,1,0
16.07,Qiyana,jng,1,0
16.07,Rakan,sup,1,0
16.07,Renekton,top,0,1
16.07,Sivir,bot,1,0
16.07,Taliyah,mid,1,0
16.07,Thresh,sup,1,0
16.07,Varus,bot,0,1
16.07,Vayne,top,0,1
16.07,Viktor,mid,1,0
16.07,Xayah,bot,1,0
16.08,Rumble,top,1,5
16.08,Varus,bot,1,5
16.08,Seraphine,sup,3,2
16.08,Vi,jng,1,3
16.08,Ashe,bot,2,1
16.08,Azir,mid,2,1
16.08,Jarvan IV,jng,2,1
16.08,Jhin,bot,2,1
16.08,Nocturne,jng,1,2
16.08,Orianna,mid,1,2
16.08,Ryze,mid,0,3
16.08,Vayne,top,2,1
16.08,Ambessa,top,1,1
16.08,Aurora,mid,2,0
16.08,K'Sante,top,2,0
16.08,Karma,sup,0,2
16.08,Lulu,sup,1,1
16.08,Nautilus,sup,1,1
16.08,Pantheon,jng,2,0
16.08,Renekton,top,2,0
16.08,Anivia,mid,1,0
16.08,Annie,mid,0,1
16.08,Bard,sup,1,0
16.08,Cassiopeia,mid,1,0
16.08,Corki,bot,1,0
16.08,Dr. Mundo,jng,0,1
16.08,Ezreal,bot,1,0
16.08,Gnar,top,0,1
16.08,Jayce,top,0,1
16.08,Lee Sin,jng,1,0
16.08,Lucian,bot,0,1
16.08,Mel,mid,0,1
16.08,Nami,sup,1,0
16.08,Neeko,sup,0,1
16.08,Rell,sup,1,0
16.08,Sion,top,0,1
16.08,Syndra,mid,1,0
16.08,Wukong,jng,1,0
16.08,Xayah,bot,1,0
16.09,Ashe,bot,2,4
16.09,Nocturne,jng,2,4
16.09,Rumble,top,0,6
16.09,Orianna,mid,1,4
16.09,Jarvan IV,jng,3,1
16.09,Karma,sup,0,4
16.09,Lucian,bot,1,3
16.09,Ambessa,top,2,1
16.09,Aurora,mid,3,0
16.09,Bard,sup,3,0
16.09,Gnar,top,2,1
16.09,Jhin,bot,2,1
16.09,Varus,bot,0,3
16.09,Anivia,mid,0,2
16.09,Aphelios,bot,2,0
16.09,Caitlyn,bot,2,0
16.09,Jayce,top,1,1
16.09,Lulu,sup,2,0
16.09,Mel,mid,2,0
16.09,Milio,sup,2,0
16.09,Renekton,top,2,0
16.09,Sion,top,0,2
16.09,Vayne,top,0,2
16.09,Vi,jng,1,1
16.09,Wukong,jng,2,0
16.09,Aatrox,top,1,0
16.09,Ahri,mid,0,1
16.09,Akali,mid,0,1
16.09,Anivia,sup,1,0
16.09,Annie,mid,1,0
16.09,Cassiopeia,mid,0,1
16.09,Corki,bot,0,1
16.09,Gwen,top,0,1
16.09,Irelia,top,1,0
16.09,Jayce,mid,1,0
16.09,K'Sante,top,1,0
16.09,Maokai,jng,1,0
16.09,Miss Fortune,bot,0,1
16.09,Nautilus,sup,0,1
16.09,Pantheon,jng,1,0
16.09,Seraphine,sup,1,0
16.09,Skarner,jng,0,1
16.09,Syndra,mid,1,0
16.09,Taliyah,mid,1,0
16.09,Thresh,sup,1,0
16.09,Twisted Fate,mid,0,1
16.09,Xayah,bot,0,1
16.09,Yunara,bot,1,0
16.10,Orianna,mid,0,3
16.10,Rumble,top,0,3
16.10,Anivia,mid,1,1
16.10,Bard,sup,1,1
16.10,Cassiopeia,mid,0,2
16.10,Jarvan IV,jng,1,1
16.10,Nocturne,jng,0,2
16.10,Vi,jng,2,0
16.10,Zeri,bot,2,0
16.10,Ahri,mid,0,1
16.10,Ashe,bot,1,0
16.10,Caitlyn,bot,1,0
16.10,Gnar,top,1,0
16.10,Jayce,top,1,0
16.10,Karma,sup,0,1
16.10,Lucian,bot,0,1
16.10,Lulu,sup,1,0
16.10,Mel,mid,1,0
16.10,Renekton,top,1,0
16.10,Ryze,mid,0,1
16.10,Seraphine,sup,1,0
16.10,Sion,top,1,0
16.10,Taliyah,mid,0,1
16.10,Twisted Fate,mid,1,0
16.10,Varus,bot,0,1
16.10,Vayne,top,0,1
16.10,Viktor,mid,1,0
16.10,Wukong,jng,1,0
16.10,Yuumi,sup,1,0
