patch,champ,role,picks_vs,bans_vs
16.02,Gwen,top,1,4
16.02,Orianna,mid,4,1
16.02,Jayce,top,0,4
16.02,Ryze,mid,2,2
16.02,Sion,top,3,1
16.02,Varus,bot,2,2
16.02,Yunara,bot,1,3
16.02,Ambessa,top,0,3
16.02,Lee Sin,jng,1,2
16.02,Braum,sup,0,2
16.02,Caitlyn,bot,1,1
16.02,Jarvan IV,jng,1,1
16.02,Kai'Sa,bot,2,0
16.02,Leona,sup,1,1
16.02,Lulu,sup,0,2
16.02,Nautilus,sup,1,1
16.02,Neeko,sup,1,1
16.02,Qiyana,jng,1,1
16.02,Rakan,sup,1,1
16.02,Rumble,top,2,0
16.02,Wukong,jng,2,0
16.02,Aatrox,top,1,0
16.02,Alistar,sup,1,0
16.02,Aphelios,bot,1,0
16.02,Corki,bot,1,0
16.02,Galio,mid,0,1
16.02,Hecarim,jng,0,1
16.02,Karma,sup,1,0
16.02,Kassadin,mid,1,0
16.02,Kayle,top,1,0
16.02,Lucian,bot,0,1
16.02,Naafiri,jng,0,1
16.02,Nocturne,jng,1,0
16.02,Poppy,sup,1,0
16.02,Rell,sup,1,0
16.02,Skarner,jng,1,0
16.02,Taliyah,mid,1,0
16.02,Vi,jng,0,1
16.02,Viego,jng,1,0
16.02,Xin Zhao,jng,0,1
16.02,Zilean,sup,0,1
16.03,Qiyana,jng,2,2
16.03,Ahri,mid,2,1
16.03,Ambessa,top,0,3
16.03,Nocturne,jng,0,3
16.03,Orianna,mid,1,2
16.03,Rumble,top,2,1
16.03,Varus,bot,2,1
16.03,Yunara,bot,1,2
16.03,Aphelios,bot,1,1
16.03,Gwen,top,2,0
16.03,Jarvan IV,jng,1,1
16.03,Lulu,sup,0,2
16.03,Neeko,sup,0,2
16.03,Vi,jng,0,2
16.03,Alistar,sup,1,0
16.03,Ambessa,jng,1,0
16.03,Anivia,mid,1,0
16.03,Braum,sup,1,0
16.03,Caitlyn,bot,1,0
16.03,Hecarim,jng,0,1
16.03,K'Sante,top,1,0
16.03,Kai'Sa,bot,0,1
16.03,Lee Sin,jng,0,1
16.03,Leona,sup,1,0
16.03,Mel,mid,1,0
16.03,Naafiri,jng,0,1
16.03,Nautilus,sup,1,0
16.03,Rell,sup,1,0
16.03,Ryze,mid,1,0
16.03,Senna,bot,1,0
16.03,Sion,top,1,0
16.03,Viego,jng,0,1
16.03,Viktor,mid,0,1
16.03,Wukong,jng,1,0
16.03,Zaahen,jng,1,0
16.03,Zaahen,top,0,1
16.03,Zyra,sup,1,0
16.04,Lee Sin,jng,1,3
16.04,Orianna,mid,1,3
16.04,Yunara,bot,2,2
16.04,Ambessa,top,1,1
16.04,Aphelios,bot,0,2
16.04,Hecarim,jng,0,2
16.04,Lulu,sup,0,2
16.04,Ryze,mid,1,1
16.04,Sylas,mid,1,1
16.04,Varus,bot,1,1
16.04,Vi,jng,2,0
16.04,Ahri,mid,1,0
16.04,Ashe,bot,1,0
16.04,Corki,bot,1,0
16.04,Galio,mid,0,1
16.04,Gnar,top,1,0
16.04,Jax,top,1,0
16.04,Kai'Sa,bot,0,1
16.04,Kalista,bot,0,1
16.04,Karma,sup,1,0
16.04,Kindred,jng,1,0
16.04,Nautilus,sup,1,0
16.04,Neeko,sup,1,0
16.04,Olaf,top,1,0
16.04,Poppy,sup,1,0
16.04,Rell,sup,1,0
16.04,Renekton,top,0,1
16.04,Sion,top,0,1
16.04,Sivir,bot,0,1
16.04,Swain,mid,0,1
16.04,Taliyah,mid,1,0
16.04,Xin Zhao,jng,1,0
16.04,Zaahen,top,1,0
16.07,Rumble,top,2,2
16.07,Lee Sin,jng,1,2
16.07,Orianna,mid,0,3
16.07,Xin Zhao,jng,1,2
16.07,Ambessa,top,0,2
16.07,Anivia,mid,0,2
16.07,Aurora,mid,0,2
16.07,Caitlyn,bot,2,0
16.07,Gnar,top,0,2
16.07,Karma,sup,1,1
16.07,Lulu,sup,0,2
16.07,Nautilus,sup,2,0
16.07,Ryze,mid,2,0
16.07,Sion,top,2,0
16.07,Yunara,bot,0,2
16.07,Ahri,mid,1,0
16.07,Ambessa,jng,1,0
16.07,Aphelios,bot,1,0
16.07,Bard,sup,1,0
16.07,Corki,bot,1,0
16.07,Elise,sup,1,0
16.07,Ezreal,bot,1,0
16.07,Galio,mid,0,1
16.07,Graves,jng,0,1
16.07,Gwen,top,0,1
16.07,Jarvan IV,jng,1,0
16.07,Jayce,mid,1,0
16.07,Lissandra,mid,1,0
16.07,Mel,mid,1,0
16.07,Naafiri,jng,1,0
16.07,Nami,sup,0,1
16.07,Nocturne,jng,0,1
16.07,Rakan,sup,1,0
16.07,Renekton,top,1,0
16.07,Shen,top,1,0
16.07,Sivir,bot,1,0
16.07,Taliyah,jng,1,0
16.07,Varus,bot,0,1
16.07,Vi,jng,0,1
16.07,Viego,jng,0,1
16.08,Orianna,mid,3,5
16.08,Lee Sin,jng,1,4
16.08,Ezreal,bot,3,1
16.08,Lucian,bot,2,2
16.08,Naafiri,jng,0,4
16.08,Viktor,mid,1,3
16.08,Ambessa,top,0,3
16.08,Ashe,bot,2,1
16.08,Jarvan IV,jng,3,0
16.08,Karma,sup,1,2
16.08,Lulu,sup,1,2
16.08,Nami,sup,2,1
16.08,Rumble,top,1,2
16.08,Aatrox,top,2,0
16.08,Annie,mid,1,1
16.08,Aurora,mid,2,0
16.08,Braum,sup,2,0
16.08,Gnar,top,1,1
16.08,Nautilus,sup,2,0
16.08,Nocturne,jng,2,0
16.08,Seraphine,sup,1,1
16.08,Tristana,bot,0,2
16.08,Varus,bot,0,2
16.08,Vi,jng,0,2
16.08,Ahri,mid,0,1
16.08,Akali,mid,1,0
16.08,Aphelios,bot,1,0
16.08,Azir,mid,1,0
16.08,Caitlyn,bot,0,1
16.08,Dr. Mundo,top,1,0
16.08,Gwen,top,1,0
16.08,Hwei,mid,0,1
16.08,Irelia,top,1,0
16.08,Jayce,top,0,1
16.08,K'Sante,top,1,0
16.08,Kennen,top,0,1
16.08,Lissandra,mid,0,1
16.08,Miss Fortune,bot,1,0
16.08,Mordekaiser,top,1,0
16.08,Neeko,sup,1,0
16.08,Ornn,top,1,0
16.08,Pantheon,jng,1,0
16.08,Skarner,jng,1,0
16.08,Swain,mid,0,1
16.08,Syndra,mid,0,1
16.08,Taliyah,mid,0,1
16.08,Wukong,jng,1,0
16.08,Xayah,bot,1,0
16.08,Xin Zhao,jng,1,0
16.08,Yone,mid,1,0
16.08,Yorick,top,0,1
16.08,Yunara,bot,0,1
16.09,Ambessa,top,0,5
16.09,Rumble,top,2,2
16.09,Aurora,mid,1,2
16.09,Karma,sup,2,1
16.09,Naafiri,jng,0,3
16.09,Nocturne,jng,0,3
16.09,Olaf,top,0,3
16.09,Orianna,mid,2,1
16.09,Bard,sup,2,0
16.09,Caitlyn,bot,1,1
16.09,Gwen,top,1,1
16.09,Kennen,top,0,2
16.09,Nami,sup,1,1
16.09,Neeko,sup,1,1
16.09,Varus,bot,1,1
16.09,Vayne,top,0,2
16.09,Wukong,jng,2,0
16.09,Xin Zhao,jng,2,0
16.09,Annie,mid,1,0
16.09,Ashe,bot,1,0
16.09,Azir,mid,1,0
16.09,Ezreal,bot,1,0
16.09,Gnar,top,1,0
16.09,Gragas,top,0,1
16.09,Hecarim,jng,0,1
16.09,Jax,top,1,0
16.09,K'Sante,top,1,0
16.09,Kindred,jng,1,0
16.09,Lee Sin,jng,1,0
16.09,Lulu,sup,0,1
16.09,Miss Fortune,bot,1,0
16.09,Nautilus,sup,0,1
16.09,Pantheon,jng,0,1
16.09,Ryze,mid,1,0
16.09,Seraphine,sup,1,0
16.09,Sion,top,1,0
16.09,Sivir,bot,1,0
16.09,Tristana,bot,0,1
16.09,Vi,jng,1,0
16.09,Viktor,mid,1,0
16.09,Yunara,bot,1,0
16.1,Ezreal,bot,0,2
16.1,Lee Sin,jng,1,1
16.1,Sion,top,0,2
16.1,Annie,mid,1,0
