patch,champ,role,picks_by,bans_vs,series_presence,picks_by_g1,bans_vs_g1,series_presence_g1
16.04,Ryze,mid,0,2,1,0,1,1
16.04,Ambessa,top,0,1,1,0,1,1
16.04,Ashe,bot,1,0,1,0,0,0
16.04,Aurora,mid,1,0,1,1,0,1
16.04,Dr. Mundo,jng,1,0,1,0,0,0
16.04,Gnar,top,1,0,1,0,0,0
16.04,Jayce,top,0,1,1,0,0,0
16.04,K'Sante,top,1,0,1,1,0,1
16.04,Neeko,sup,1,0,1,1,0,1
16.04,Orianna,mid,0,1,1,0,1,1
16.04,Renekton,top,0,1,1,0,0,0
16.04,Rumble,top,0,1,1,0,0,0
16.04,Seraphine,sup,1,0,1,0,0,0
16.04,Sion,top,0,1,1,0,0,0
16.04,Sylas,mid,1,0,1,0,0,0
16.04,Taliyah,mid,0,1,1,0,1,1
16.04,Varus,bot,0,1,1,0,1,1
16.04,Wukong,jng,1,0,1,1,0,1
16.04,Yunara,bot,1,0,1,1,0,1
16.05,Aurora,mid,1,3,3,0,2,2
16.05,Pantheon,jng,1,3,3,0,1,1
16.05,Jarvan IV,jng,1,2,2,1,1,2
16.05,Azir,mid,1,1,2,0,1,1
16.05,Ezreal,bot,2,0,2,2,0,2
16.05,Gwen,top,0,2,2,0,1,1
16.05,Jhin,bot,1,1,1,0,0,0
16.05,Malphite,jng,0,2,1,0,1,1
16.05,Orianna,mid,0,2,2,0,1,1
16.05,Renekton,top,1,1,2,0,1,1
16.05,Sion,top,1,1,2,0,0,0
16.05,Wukong,jng,1,1,2,0,1,1
16.05,Akali,mid,0,1,1,0,0,0
16.05,Alistar,sup,1,0,1,0,0,0
16.05,Ambessa,top,1,0,1,0,0,0
16.05,Aphelios,bot,1,0,1,0,0,0
16.05,Bard,sup,1,0,1,1,0,1
16.05,Galio,mid,1,0,1,1,0,1
16.05,Gnar,top,1,0,1,1,0,1
16.05,Jayce,jng,1,0,1,1,0,1
16.05,K'Sante,top,1,0,1,1,0,1
16.05,Kai'Sa,bot,0,1,1,0,0,0
16.05,Leona,sup,0,1,1,0,0,0
16.05,Lulu,sup,1,0,1,0,0,0
16.05,Milio,sup,0,1,1,0,0,0
16.05,Nautilus,sup,0,1,1,0,0,0
16.05,Neeko,sup,1,0,1,1,0,1
16.05,Rell,sup,1,0,1,0,0,0
16.05,Ryze,mid,1,0,1,0,0,0
16.05,Sivir,bot,1,0,1,0,0,0
16.05,Smolder,mid,1,0,1,1,0,1
16.05,Varus,bot,0,1,1,0,0,0
16.05,Xin Zhao,jng,1,0,1,0,0,0
16.06,Ambessa,top,0,3,2,0,1,1
16.06,Aurora,mid,1,2,2,1,1,2
16.06,Orianna,mid,0,3,2,0,1,1
16.06,Gnar,top,2,0,2,1,0,1
16.06,Jarvan IV,jng,1,1,1,0,1,1
16.06,Ryze,mid,0,2,1,0,1,1
16.06,Wukong,jng,1,1,2,1,1,2
16.06,Ahri,mid,1,0,1,1,0,1
16.06,Akali,mid,0,1,1,0,1,1
16.06,Azir,mid,1,0,1,0,0,0
16.06,Caitlyn,bot,1,0,1,1,0,1
16.06,Dr. Mundo,jng,0,1,1,0,1,1
16.06,Ezreal,bot,0,1,1,0,0,0
16.06,Fiora,top,1,0,1,0,0,0
16.06,Galio,sup,1,0,1,1,0,1
16.06,Gwen,top,0,1,1,0,0,0
16.06,Kai'Sa,bot,1,0,1,0,0,0
16.06,Karma,sup,1,0,1,0,0,0
16.06,Leona,sup,1,0,1,0,0,0
16.06,Master Yi,jng,1,0,1,1,0,1
16.06,Nautilus,sup,0,1,1,0,1,1
16.06,Neeko,sup,1,0,1,1,0,1
16.06,Ornn,top,1,0,1,1,0,1
16.06,Renekton,top,0,1,1,0,0,0
16.06,Sejuani,jng,1,0,1,0,0,0
16.06,Varus,bot,1,0,1,1,0,1
16.06,Xin Zhao,jng,0,1,1,0,1,1
16.06,Yone,mid,1,0,1,0,0,0
16.06,Yunara,bot,0,1,1,0,0,0
16.06,Zeri,bot,1,0,1,0,0,0
16.07,Akali,mid,1,2,2,0,1,1
16.07,Gwen,top,1,2,2,1,1,2
16.07,Varus,bot,1,2,2,0,1,1
16.07,Ambessa,top,0,2,1,0,1,1
16.07,Karma,sup,0,2,1,0,1,1
16.07,Nami,sup,1,1,2,1,0,1
16.07,Orianna,mid,0,2,1,0,1,1
16.07,Seraphine,sup,2,0,2,1,0,1
16.07,Ahri,mid,1,0,1,1,0,1
16.07,Ahri,top,1,0,1,1,0,1
16.07,Ambessa,jng,1,0,1,1,0,1
16.07,Ashe,bot,1,0,1,1,0,1
16.07,Bard,sup,1,0,1,0,0,0
16.07,Corki,bot,1,0,1,1,0,1
16.07,Ezreal,bot,1,0,1,0,0,0
16.07,Gnar,top,1,0,1,0,0,0
16.07,Jayce,top,0,1,1,0,0,0
16.07,Kennen,top,0,1,1,0,0,0
16.07,Maokai,jng,1,0,1,0,0,0
16.07,Rakan,sup,0,1,1,0,0,0
16.07,Rumble,top,1,0,1,0,0,0
16.07,Ryze,mid,0,1,1,0,1,1
16.07,Taliyah,mid,0,1,1,0,1,1
16.07,Vi,jng,1,0,1,1,0,1
16.07,Vladimir,mid,1,0,1,1,0,1
16.07,Yasuo,mid,1,0,1,0,0,0
16.07,Zac,jng,1,0,1,0,0,0
16.08,Varus,bot,0,3,1,0,1,1
16.08,Aatrox,jng,0,2,1,0,1,1
16.08,Galio,mid,0,2,1,0,1,1
16.08,Jayce,top,0,2,1,0,0,0
16.08,Nocturne,jng,0,2,1,0,1,1
16.08,Renekton,top,1,1,1,0,1,1
16.08,Ambessa,top,1,0,1,1,0,1
16.08,Aurora,mid,1,0,1,0,0,0
16.08,Azir,mid,0,1,1,0,0,0
16.08,Bard,sup,1,0,1,1,0,1
16.08,Camille,top,1,0,1,0,0,0
16.08,Corki,bot,1,0,1,0,0,0
