patch,champ,role,picks_by,bans_vs,series_presence
16.04,Ashe,bot,2,0,2
16.04,Rumble,top,2,0,2
16.04,Sivir,bot,2,0,2
16.04,Taliyah,mid,2,0,2
16.04,Vi,jng,2,0,2
16.04,Xin Zhao,jng,2,0,2
16.04,Aatrox,top,1,0,1
16.04,Ahri,mid,1,0,1
16.04,Ambessa,top,1,0,1
16.04,Azir,mid,1,0,1
16.04,Braum,sup,1,0,1
16.04,Corki,bot,1,0,1
16.04,Gnar,top,1,0,1
16.04,Leona,sup,1,0,1
16.04,Lulu,sup,1,0,1
16.04,Maokai,jng,1,0,1
16.04,Nautilus,sup,1,0,1
16.04,Rakan,sup,1,0,1
16.04,Syndra,mid,1,0,1
16.10,Ambessa,top,2,0,2
16.10,Caitlyn,bot,2,0,2
16.10,Cassiopeia,mid,2,0,2
16.10,Draven,bot,2,0,2
16.10,Nautilus,sup,2,0,2
16.10,Neeko,sup,2,0,2
16.10,Pantheon,jng,2,0,2
16.10,Aurora,mid,1,0,1
16.10,Bard,sup,1,0,1
16.10,Braum,sup,1,0,1
16.10,Ezreal,bot,1,0,1
16.10,Jarvan IV,jng,1,0,1
16.10,Jayce,top,1,0,1
16.10,Jhin,bot,1,0,1
16.10,Lee Sin,jng,1,0,1
16.10,Mel,mid,1,0,1
16.10,Nocturne,jng,1,0,1
16.10,Olaf,top,1,0,1
16.10,Ornn,top,1,0,1
16.10,Pyke,sup,1,0,1
16.10,Renekton,top,1,0,1
16.10,Rumble,top,1,0,1
16.10,Sivir,bot,1,0,1
16.10,Skarner,jng,1,0,1
16.10,Syndra,mid,1,0,1
16.10,Vi,jng,1,0,1
16.10,Viktor,mid,1,0,1
16.10,Zoe,mid,1,0,1
