patch,champ,role,picks_vs,bans_vs
16.01,Jayce,top,0,3
16.01,Ambessa,top,0,2
16.01,Nautilus,sup,2,0
16.01,Ryze,mid,1,1
16.01,Yunara,bot,2,0
16.01,Ahri,mid,1,0
16.01,Caitlyn,bot,0,1
16.01,Camille,top,1,0
16.01,Cho'Gath,jng,1,0
16.01,Dr. Mundo,top,1,0
16.01,Gragas,top,1,0
16.01,Gwen,top,0,1
16.01,Jax,top,0,1
16.01,Jhin,bot,1,0
16.01,Lulu,sup,1,0
16.01,Neeko,sup,0,1
16.01,Orianna,mid,0,1
16.01,Rakan,sup,0,1
16.01,Rell,sup,0,1
16.01,Renekton,top,0,1
16.01,Rumble,top,0,1
16.01,Vi,jng,1,0
16.01,Viktor,mid,1,0
16.01,Xin Zhao,jng,1,0
16.02,Ryze,mid,2,0
16.02,Varus,bot,0,2
16.02,Wukong,jng,1,1
16.02,Braum,sup,1,0
16.02,Corki,bot,1,0
16.02,Galio,mid,0,1
16.02,Jax,top,0,1
16.02,Jinx,bot,1,0
16.02,K'Sante,top,1,0
16.02,Lulu,sup,0,1
16.02,Nautilus,sup,1,0
16.02,Orianna,mid,0,1
16.02,Ornn,top,1,0
16.02,Tristana,bot,0,1
16.02,Vi,jng,1,0
16.02,Viego,jng,0,1
16.02,Xayah,bot,0,1
16.03,Azir,mid,0,2
16.03,Nautilus,sup,2,0
16.03,Rumble,top,1,1
16.03,Alistar,sup,0,1
16.03,Braum,sup,0,1
16.03,Corki,bot,1,0
16.03,Ezreal,bot,0,1
16.03,Gnar,top,1,0
16.03,Hwei,mid,1,0
16.03,Orianna,mid,0,1
16.03,Pantheon,jng,1,0
16.03,Taliyah,mid,1,0
16.03,Vi,jng,1,0
16.03,Wukong,jng,0,1
16.03,Xayah,bot,1,0
16.03,Xin Zhao,jng,0,1
16.03,Yunara,bot,0,1
16.04,Ahri,mid,2,1
16.04,Varus,bot,0,3
16.04,Akali,mid,0,2
16.04,Ambessa,top,1,1
16.04,Ashe,bot,0,2
16.04,Azir,mid,1,1
16.04,Caitlyn,bot,0,2
16.04,Dr. Mundo,jng,2,0
16.04,Nami,sup,0,2
16.04,Orianna,mid,0,2
16.04,Renekton,top,2,0
16.04,Rumble,top,1,1
16.04,Yunara,bot,2,0
16.04,Blitzcrank,sup,1,0
16.04,Braum,sup,1,0
16.04,Corki,bot,0,1
16.04,Ezreal,bot,0,1
16.04,Gnar,top,1,0
16.04,Jarvan IV,jng,1,0
16.04,Jhin,bot,1,0
16.04,Jinx,bot,1,0
16.04,Karma,sup,1,0
16.04,Lulu,sup,0,1
16.04,Nautilus,sup,1,0
16.04,Neeko,sup,1,0
16.04,Pantheon,jng,1,0
16.04,Renata Glasc,sup,0,1
16.04,Ryze,mid,0,1
16.04,Sivir,bot,1,0
16.04,Sylas,mid,0,1
16.04,Syndra,mid,1,0
16.04,Taliyah,mid,1,0
16.04,Vi,jng,1,0
16.04,Xin Zhao,jng,0,1
16.04,Yorick,top,0,1
