patch,champ,role,picks_vs,bans_vs
16.04,Naafiri,jng,0,2
16.04,Orianna,mid,0,2
16.04,Varus,bot,0,2
16.04,Aatrox,top,1,0
16.04,Akali,mid,1,0
16.04,Aphelios,bot,1,0
16.04,Ashe,bot,0,1
16.04,Caitlyn,bot,1,0
16.04,Corki,bot,0,1
16.04,Lulu,sup,1,0
16.04,Malphite,jng,0,1
16.04,Nautilus,sup,1,0
16.04,Renekton,top,1,0
16.04,Ryze,mid,1,0
16.04,Volibear,jng,1,0
16.04,Xin Zhao,jng,1,0
16.04,Yone,mid,0,1
16.05,Ambessa,top,1,3
16.05,Varus,bot,1,3
16.05,Bard,sup,1,2
16.05,Pantheon,jng,2,1
16.05,Renekton,top,2,1
16.05,Aphelios,bot,2,0
16.05,Ashe,bot,1,1
16.05,Jarvan IV,jng,1,1
16.05,Jax,top,2,0
16.05,Jayce,top,0,2
16.05,Karma,sup,1,1
16.05,Nautilus,sup,1,1
16.05,Nocturne,jng,1,1
16.05,Orianna,mid,0,2
16.05,Rumble,top,0,2
16.05,Aatrox,jng,0,1
16.05,Ahri,mid,1,0
16.05,Alistar,sup,0,1
16.05,Aurora,mid,1,0
16.05,Azir,mid,1,0
16.05,Braum,sup,0,1
16.05,Corki,bot,1,0
16.05,Dr. Mundo,jng,0,1
16.05,Gwen,top,0,1
16.05,Jayce,jng,1,0
16.05,Kai'Sa,bot,1,0
16.05,Lee Sin,jng,1,0
16.05,Leona,sup,0,1
16.05,Lulu,sup,0,1
16.05,Nami,sup,1,0
16.05,Neeko,sup,1,0
16.05,Rakan,sup,1,0
16.05,Ryze,mid,1,0
16.05,Sion,top,1,0
16.05,Sylas,mid,1,0
16.05,Taliyah,mid,1,0
16.05,Vi,jng,0,1
16.05,Yone,mid,0,1
16.06,Orianna,mid,0,5
16.06,Gwen,top,0,3
16.06,Jarvan IV,jng,0,3
16.06,Vi,jng,1,2
16.06,Akali,mid,0,2
16.06,Azir,mid,1,1
16.06,Ezreal,bot,2,0
16.06,Fiora,top,0,2
16.06,Jinx,bot,2,0
16.06,Sion,top,1,1
16.06,Ahri,mid,1,0
16.06,Aurora,mid,1,0
16.06,Bard,sup,1,0
16.06,Braum,sup,1,0
16.06,Cassiopeia,mid,1,0
16.06,Dr. Mundo,jng,1,0
16.06,Gangplank,top,1,0
16.06,Hwei,mid,0,1
16.06,Jax,top,0,1
16.06,K'Sante,top,0,1
16.06,Karma,sup,1,0
16.06,Lulu,sup,1,0
16.06,Mordekaiser,top,1,0
16.06,Ornn,top,0,1
16.06,Pantheon,jng,0,1
16.06,Renekton,top,1,0
16.06,Rumble,top,1,0
16.06,Ryze,mid,0,1
16.06,Seraphine,sup,1,0
16.06,Syndra,mid,1,0
16.06,Wukong,jng,1,0
16.06,Xin Zhao,jng,1,0
16.06,Yunara,bot,1,0
16.06,Zaahen,jng,1,0
16.07,LeBlanc,mid,0,5
16.07,Orianna,mid,1,2
16.07,Akali,mid,0,2
16.07,Ambessa,top,1,1
16.07,Galio,mid,0,2
16.07,Nami,sup,1,1
16.07,Nautilus,sup,1,1
16.07,Neeko,sup,1,1
16.07,Rumble,top,2,0
16.07,Xin Zhao,jng,1,1
16.07,Yunara,bot,2,0
16.07,Zaahen,top,0,2
16.07,Ahri,mid,1,0
16.07,Camille,top,0,1
16.07,Corki,bot,1,0
16.07,Ezreal,bot,0,1
16.07,Jhin,bot,1,0
16.07,K'Sante,top,1,0
16.07,Karma,sup,1,0
16.07,Lucian,bot,1,0
16.07,Lulu,sup,1,0
16.07,Malphite,jng,1,0
16.07,Pantheon,jng,1,0
16.07,Ryze,mid,1,0
16.07,Seraphine,sup,0,1
16.07,Singed,top,1,0
16.07,Sion,top,0,1
16.07,Skarner,jng,1,0
16.07,Sylas,mid,1,0
16.07,Taliyah,mid,0,1
16.07,Twisted Fate,mid,0,1
16.07,Varus,bot,0,1
16.07,Vi,jng,1,0
16.07,Viktor,mid,1,0
