patch,champ,role,picks_vs,bans_vs
16.01,Akali,mid,0,5
16.01,Malphite,jng,1,4
16.01,Neeko,sup,1,3
16.01,Alistar,sup,2,1
16.01,Kai'Sa,bot,2,1
16.01,Nautilus,sup,2,1
16.01,Sylas,mid,0,3
16.01,Varus,bot,1,2
16.01,Azir,mid,2,0
16.01,Bard,sup,0,2
16.01,Corki,bot,2,0
16.01,Jayce,jng,2,0
16.01,K'Sante,top,2,0
16.01,Orianna,mid,1,1
16.01,Poppy,sup,0,2
16.01,Rakan,sup,0,2
16.01,Renekton,top,1,1
16.01,Rumble,top,1,1
16.01,Aatrox,top,1,0
16.01,Ambessa,jng,1,0
16.01,Ambessa,top,0,1
16.01,Aurora,mid,0,1
16.01,Braum,sup,0,1
16.01,Gwen,top,0,1
16.01,LeBlanc,mid,1,0
16.01,Lee Sin,jng,1,0
16.01,Lulu,sup,0,1
16.01,Nidalee,sup,1,0
16.01,Nocturne,jng,0,1
16.01,Qiyana,jng,1,0
16.01,Ryze,mid,1,0
16.01,Sion,top,1,0
16.01,Sion,mid,1,0
16.01,Taliyah,mid,1,0
16.01,Taric,sup,1,0
16.01,Vayne,top,1,0
16.01,Yunara,bot,1,0
16.01,Ziggs,bot,1,0
16.01,Zyra,jng,1,0
16.02,Jarvan IV,jng,3,3
16.02,Neeko,sup,0,6
16.02,Varus,bot,3,3
16.02,Malphite,jng,0,5
16.02,Nocturne,jng,0,5
16.02,Rumble,top,1,4
16.02,Bard,sup,1,3
16.02,Azir,mid,3,0
16.02,Orianna,mid,0,3
16.02,Rell,sup,3,0
16.02,Sion,top,2,1
16.02,Wukong,jng,1,2
16.02,Ahri,mid,1,1
16.02,Alistar,sup,2,0
16.02,Ambessa,top,1,1
16.02,Ashe,bot,1,1
16.02,Corki,bot,2,0
16.02,Galio,mid,2,0
16.02,Gnar,top,1,1
16.02,Jayce,jng,2,0
16.02,K'Sante,top,2,0
16.02,Kai'Sa,bot,1,1
16.02,Poppy,sup,1,1
16.02,Ryze,mid,2,0
16.02,Xin Zhao,jng,2,0
16.02,Akali,mid,1,0
16.02,Aurora,mid,0,1
16.02,Blitzcrank,sup,1,0
16.02,Dr. Mundo,jng,1,0
16.02,Ezreal,bot,1,0
16.02,Galio,top,1,0
16.02,Gwen,top,0,1
16.02,Kennen,top,0,1
16.02,Lucian,bot,1,0
16.02,Nami,sup,0,1
16.02,Nautilus,sup,0,1
16.02,Pantheon,jng,0,1
16.02,Qiyana,jng,1,0
16.02,Rakan,sup,1,0
16.02,Renekton,top,1,0
16.02,Seraphine,sup,1,0
16.02,Sivir,bot,0,1
16.02,Taliyah,mid,1,0
16.02,Vi,jng,0,1
16.02,Volibear,top,1,0
16.02,Yunara,bot,1,0
16.02,Ziggs,bot,0,1
16.03,Aurora,mid,0,3
16.03,Poppy,sup,0,3
16.03,Ryze,mid,1,2
16.03,Ambessa,top,0,2
16.03,Jarvan IV,jng,0,2
16.03,Ahri,mid,1,0
16.03,Akali,mid,1,0
16.03,Alistar,sup,1,0
16.03,Aphelios,bot,1,0
16.03,Bard,sup,1,0
16.03,Corki,bot,1,0
16.03,Lee Sin,jng,1,0
16.03,Malphite,jng,0,1
16.03,Miss Fortune,bot,1,0
16.03,Nocturne,jng,0,1
16.03,Pantheon,jng,1,0
16.03,Rakan,sup,0,1
16.03,Rumble,top,1,0
16.03,Sion,top,1,0
16.03,Thresh,sup,1,0
16.03,Vi,jng,1,0
16.03,Zaahen,top,1,0
16.07,Karma,sup,0,3
16.07,Lulu,sup,1,2
16.07,Xin Zhao,jng,1,2
16.07,Annie,mid,2,0
16.07,Ezreal,bot,1,1
16.07,Gnar,top,1,1
16.07,Nocturne,jng,0,2
16.07,Pantheon,jng,2,0
16.07,Rumble,top,0,2
16.07,Varus,bot,1,1
16.07,Aatrox,jng,1,0
16.07,Akali,mid,0,1
16.07,Ambessa,top,1,0
16.07,Anivia,sup,1,0
16.07,Ashe,bot,0,1
16.07,Aurora,mid,1,0
16.07,Bard,sup,1,0
16.07,Galio,mid,1,0
16.07,Jarvan IV,jng,0,1
16.07,Lee Sin,jng,0,1
16.07,Leona,sup,1,0
16.07,Lucian,bot,1,0
16.07,Milio,sup,1,0
16.07,Miss Fortune,bot,0,1
16.07,Naafiri,jng,1,0
16.07,Nautilus,sup,0,1
16.07,Neeko,sup,0,1
16.07,Orianna,mid,0,1
16.07,Ornn,top,1,0
16.07,Poppy,sup,0,1
16.07,Renekton,top,1,0
16.07,Ryze,mid,1,0
16.07,Sivir,bot,0,1
16.07,Skarner,jng,0,1
16.07,Yorick,top,1,0
16.07,Yunara,bot,1,0
16.07,Ziggs,bot,1,0
16.08,Ashe,bot,1,3
16.08,Varus,bot,0,4
16.08,Bard,sup,1,2
16.08,Ryze,mid,1,2
16.08,Ambessa,top,2,0
16.08,Corki,bot,2,0
16.08,Jarvan IV,jng,0,2
16.08,Jayce,top,0,2
16.08,Pantheon,jng,0,2
16.08,Vayne,top,0,2
16.08,Xin Zhao,jng,2,0
16.08,Ahri,mid,1,0
16.08,Azir,mid,1,0
16.08,Caitlyn,bot,1,0
16.08,Cassiopeia,mid,1,0
16.08,Ezreal,bot,0,1
16.08,Galio,mid,1,0
16.08,Gnar,top,0,1
16.08,Karma,sup,1,0
16.08,Lucian,bot,0,1
16.08,Lux,sup,1,0
16.08,Nami,sup,1,0
16.08,Nocturne,jng,1,0
16.08,Orianna,mid,0,1
16.08,Pyke,sup,0,1
16.08,Renekton,top,1,0
16.08,Rumble,top,1,0
16.08,Seraphine,sup,1,0
16.08,Sivir,bot,1,0
16.08,Sylas,top,1,0
16.08,Talon,jng,1,0
16.08,Twisted Fate,mid,0,1
16.08,Vi,jng,1,0
16.09,Rumble,top,2,6
16.09,Orianna,mid,1,6
16.09,Pantheon,jng,1,6
16.09,Caitlyn,bot,0,5
16.09,Jarvan IV,jng,4,1
16.09,Milio,sup,2,3
16.09,Nocturne,jng,0,5
16.09,Annie,mid,4,0
16.09,Ashe,bot,1,3
16.09,Lucian,bot,2,2
16.09,Pyke,sup,0,4
16.09,Akali,mid,1,2
16.09,Aurora,mid,1,2
16.09,Bard,sup,2,1
16.09,Ezreal,bot,3,0
16.09,Jayce,top,1,2
16.09,Karma,sup,1,2
16.09,Varus,bot,1,2
16.09,Vayne,top,2,1
16.09,Xin Zhao,jng,3,0
16.09,Ahri,mid,1,1
16.09,Anivia,mid,2,0
16.09,Braum,sup,1,1
16.09,Corki,bot,2,0
16.09,Jax,top,2,0
16.09,Jhin,bot,2,0
16.09,K'Sante,top,2,0
16.09,Kalista,bot,2,0
16.09,Lee Sin,jng,1,1
16.09,Nautilus,sup,1,1
16.09,Rell,sup,2,0
16.09,Twisted Fate,mid,2,0
16.09,Wukong,jng,2,0
16.09,Yorick,top,2,0
16.09,Yunara,bot,0,2
16.09,Alistar,sup,1,0
16.09,Ambessa,top,0,1
16.09,Azir,mid,1,0
16.09,Blitzcrank,sup,1,0
16.09,Cassiopeia,mid,1,0
16.09,Elise,sup,1,0
16.09,Galio,mid,0,1
16.09,Gnar,top,0,1
16.09,Lissandra,mid,0,1
16.09,Lulu,sup,1,0
16.09,Olaf,jng,1,0
16.09,Ornn,top,1,0
16.09,Poppy,jng,1,0
16.09,Poppy,sup,0,1
16.09,Renata Glasc,sup,1,0
16.09,Renekton,top,1,0
16.09,Ryze,mid,1,0
16.09,Seraphine,sup,1,0
16.09,Shen,top,1,0
16.09,Sion,top,1,0
16.09,Sivir,bot,1,0
16.09,Taliyah,mid,0,1
16.09,Trundle,jng,1,0
16.09,Vi,jng,1,0
16.09,Xayah,bot,1,0
16.1,Varus,bot,1,7
16.1,Nocturne,jng,0,6
16.1,Jarvan IV,jng,2,3
16.1,Rumble,top,2,2
16.1,Ryze,mid,0,4
16.1,Ambessa,top,0,3
16.1,Aurora,mid,3,0
16.1,Bard,sup,0,3
16.1,Cassiopeia,mid,3,0
16.1,Ezreal,bot,2,1
16.1,Naafiri,jng,3,0
16.1,Annie,mid,0,2
16.1,Caitlyn,bot,1,1
16.1,Gnar,top,0,2
16.1,Jayce,jng,2,0
16.1,Lucian,bot,2,0
16.1,Mel,mid,1,1
16.1,Milio,sup,2,0
16.1,Sion,top,2,0
16.1,Trundle,jng,1,1
16.1,Twisted Fate,mid,1,1
16.1,Wukong,jng,0,2
16.1,Aatrox,jng,0,1
16.1,Ahri,mid,1,0
16.1,Ashe,bot,1,0
16.1,Camille,sup,1,0
16.1,Galio,mid,0,1
16.1,K'Sante,top,0,1
16.1,Karma,sup,1,0
16.1,Kha'Zix,jng,0,1
16.1,LeBlanc,sup,1,0
16.1,Malphite,top,1,0
16.1,Maokai,top,1,0
16.1,Miss Fortune,bot,1,0
16.1,Nautilus,sup,1,0
16.1,Neeko,sup,1,0
16.1,Ornn,top,1,0
16.1,Pantheon,jng,0,1
16.1,Renekton,top,1,0
16.1,Seraphine,sup,1,0
16.1,Shen,top,1,0
16.1,Sivir,bot,1,0
16.1,Skarner,sup,1,0
16.1,Xin Zhao,jng,1,0
16.1,Ziggs,bot,0,1
