patch,champ,role,picks_by,bans_vs,series_presence,picks_by_g1,bans_vs_g1,series_presence_g1
16.01,Azir,mid,1,0,1,1,0,1
16.01,Bel'Veth,jng,0,1,1,0,1,1
16.01,Caitlyn,bot,1,0,1,1,0,1
16.01,Jarvan IV,jng,0,1,1,0,1,1
16.01,Leona,sup,1,0,1,1,0,1
16.01,Malphite,jng,0,1,1,0,1,1
16.01,Nunu & Willump,jng,0,1,1,0,1,1
16.01,Taliyah,jng,1,0,1,1,0,1
16.01,Varus,bot,0,1,1,0,1,1
16.01,Yorick,top,1,0,1,1,0,1
16.02,Malphite,jng,0,5,2,0,2,2
16.02,Yunara,bot,1,3,2,1,1,2
16.02,Fiora,top,0,3,1,0,1,1
16.02,Azir,mid,2,0,2,2,0,2
16.02,Gnar,top,1,1,2,1,0,1
16.02,Hwei,mid,2,0,2,0,0,0
16.02,Lucian,bot,2,0,2,1,0,1
16.02,Lulu,sup,1,1,2,0,1,1
16.02,Nami,sup,1,1,2,1,0,1
16.02,Nunu & Willump,jng,0,2,1,0,1,1
16.02,Rakan,sup,1,1,2,0,1,1
16.02,Twitch,bot,1,1,2,0,1,1
16.02,Zaahen,top,2,0,2,0,0,0
16.02,Alistar,sup,0,1,1,0,0,0
16.02,Ambessa,top,0,1,1,0,1,1
16.02,Aphelios,bot,1,0,1,0,0,0
16.02,Dr. Mundo,jng,1,0,1,1,0,1
16.02,Draven,bot,0,1,1,0,1,1
16.02,Ezreal,bot,1,0,1,1,0,1
16.02,Galio,mid,1,0,1,0,0,0
16.02,Gwen,top,1,0,1,0,0,0
16.02,Kindred,jng,1,0,1,1,0,1
16.02,Milio,sup,0,1,1,0,0,0
16.02,Mordekaiser,top,1,0,1,1,0,1
16.02,Nautilus,sup,1,0,1,0,0,0
16.02,Orianna,mid,0,1,1,0,1,1
16.02,Rell,sup,1,0,1,1,0,1
16.02,Renekton,top,0,1,1,0,1,1
16.02,Sejuani,jng,1,0,1,0,0,0
16.02,Seraphine,sup,1,0,1,1,0,1
16.02,Thresh,sup,0,1,1,0,0,0
16.02,Varus,bot,0,1,1,0,1,1
16.02,Vel'Koz,mid,1,0,1,1,0,1
16.02,Vi,jng,1,0,1,0,0,0
16.02,Wukong,jng,0,1,1,0,0,0
16.02,Xin Zhao,jng,0,1,1,0,0,0
16.02,Zac,jng,1,0,1,1,0,1
16.02,Zac,top,1,0,1,1,0,1
16.02,Zyra,jng,1,0,1,0,0,0
