patch,champ,role,picks_by,bans_vs
16.01,Aatrox,jng,0,7
16.01,Azir,mid,3,4
16.01,Neeko,sup,2,4
16.01,Orianna,mid,2,4
16.01,Corki,bot,3,2
16.01,Sion,top,3,2
16.01,Ambessa,top,3,1
16.01,Syndra,mid,2,2
16.01,Braum,sup,2,1
16.01,Sivir,bot,3,0
16.01,Wukong,jng,3,0
16.01,Yunara,bot,2,1
16.01,Gwen,top,0,2
16.01,Karma,sup,1,1
16.01,Lulu,sup,1,1
16.01,Malphite,jng,0,2
16.01,Naafiri,jng,2,0
16.01,Nami,sup,1,1
16.01,Nautilus,sup,0,2
16.01,Ryze,mid,1,1
16.01,Tristana,bot,0,2
16.01,Aatrox,top,1,0
16.01,Dr. Mundo,jng,1,0
16.01,Gwen,jng,1,0
16.01,Jarvan IV,jng,1,0
16.01,Jax,top,0,1
16.01,K'Sante,top,1,0
16.01,Kai'Sa,bot,0,1
16.01,Leona,sup,1,0
16.01,Ornn,top,1,0
16.01,Rakan,sup,0,1
16.01,Rell,sup,1,0
16.01,Sejuani,jng,1,0
16.01,Smolder,bot,1,0
16.01,Sylas,mid,1,0
16.01,Varus,bot,0,1
16.01,Viktor,mid,0,1
16.02,Ambessa,top,1,3
16.02,Azir,mid,1,3
16.02,Dr. Mundo,jng,2,1
16.02,Jayce,top,0,3
16.02,Ryze,mid,1,2
16.02,Varus,bot,0,3
16.02,Alistar,sup,1,1
16.02,Jhin,bot,2,0
16.02,Nautilus,sup,1,1
16.02,Rell,sup,0,2
16.02,Syndra,mid,2,0
16.02,Yunara,bot,2,0
16.02,Aatrox,top,1,0
16.02,Braum,sup,1,0
16.02,Corki,bot,1,0
16.02,Gnar,top,1,0
16.02,Gwen,top,0,1
16.02,Jarvan IV,jng,0,1
16.02,Jayce,jng,1,0
16.02,K'Sante,top,1,0
16.02,Leona,sup,1,0
16.02,Naafiri,jng,0,1
16.02,Neeko,sup,0,1
16.02,Seraphine,sup,1,0
16.02,Sion,top,0,1
16.02,Sylas,mid,1,0
16.02,Thresh,sup,0,1
16.02,Volibear,jng,1,0
16.02,Wukong,jng,1,0
16.02,Zaahen,top,1,0
16.06,Aurora,mid,0,2
16.06,Swain,mid,0,2
16.06,Ambessa,jng,1,0
16.06,Ashe,bot,1,0
16.06,Aurelion Sol,mid,0,1
16.06,Braum,sup,1,0
16.06,Dr. Mundo,jng,0,1
16.06,Draven,bot,1,0
16.06,Galio,mid,1,0
16.06,Gwen,top,1,0
16.06,Leona,sup,0,1
16.06,Nautilus,sup,0,1
16.06,Rumble,top,1,0
16.06,Sivir,bot,0,1
16.06,Smolder,bot,0,1
16.06,Syndra,mid,1,0
16.06,Thresh,sup,1,0
16.06,Xin Zhao,jng,1,0
16.07,Orianna,mid,0,4
16.07,Swain,mid,0,4
16.07,Nautilus,sup,0,3
16.07,Rumble,top,1,2
16.07,Ambessa,top,2,0
16.07,Aurora,mid,2,0
16.07,Dr. Mundo,jng,0,2
16.07,Ryze,mid,2,0
16.07,Sejuani,jng,2,0
16.07,Yasuo,bot,2,0
16.07,Alistar,sup,0,1
16.07,Ashe,bot,1,0
16.07,Blitzcrank,sup,1,0
16.07,Draven,bot,0,1
16.07,Fiora,top,1,0
16.07,Gwen,top,0,1
16.07,Jayce,top,0,1
16.07,Lulu,sup,1,0
16.07,Neeko,sup,1,0
16.07,Seraphine,sup,0,1
16.07,Sivir,bot,1,0
16.07,Thresh,sup,1,0
16.07,Wukong,jng,1,0
16.07,Xin Zhao,jng,1,0
16.08,Orianna,mid,0,5
16.08,Draven,bot,0,4
16.08,Yasuo,mid,0,4
16.08,Zoe,mid,0,3
16.08,Ambessa,top,0,2
16.08,Aurora,mid,2,0
16.08,Karma,sup,1,1
16.08,Lulu,sup,0,2
16.08,Rakan,sup,2,0
16.08,Rumble,top,2,0
16.08,Taliyah,mid,0,2
16.08,Varus,bot,1,1
16.08,Xayah,bot,2,0
16.08,Xin Zhao,jng,2,0
16.08,Ahri,mid,1,0
16.08,Alistar,sup,1,0
16.08,Ambessa,jng,1,0
16.08,Annie,mid,1,0
16.08,Corki,bot,1,0
16.08,Dr. Mundo,jng,1,0
16.08,Ezreal,bot,1,0
16.08,Gwen,top,0,1
16.08,Jarvan IV,jng,1,0
16.08,Jax,top,1,0
16.08,Jayce,top,1,0
16.08,Lux,mid,1,0
16.08,Lux,sup,0,1
16.08,Nami,sup,0,1
16.08,Nautilus,sup,1,0
16.08,Pantheon,jng,1,0
16.08,Sion,top,1,0
16.08,Sivir,bot,0,1
16.08,Smolder,bot,0,1
16.08,Syndra,mid,1,0
16.08,Thresh,sup,1,0
16.08,Tristana,bot,1,0
16.08,Vayne,top,1,0
16.08,Yunara,bot,0,1
16.09,Draven,bot,0,4
16.09,Zoe,mid,1,3
16.09,Karma,sup,0,3
16.09,Yasuo,mid,0,3
16.09,Ahri,mid,1,1
16.09,Alistar,sup,1,1
16.09,Dr. Mundo,jng,0,2
16.09,Nautilus,sup,1,1
16.09,Orianna,mid,1,1
16.09,Pantheon,jng,1,1
16.09,Aatrox,top,1,0
16.09,Akali,mid,0,1
16.09,Ambessa,jng,1,0
16.09,Annie,mid,1,0
16.09,Ashe,bot,1,0
16.09,Ezreal,bot,1,0
16.09,Gnar,top,1,0
16.09,Jarvan IV,jng,1,0
16.09,Jayce,top,1,0
16.09,Jhin,bot,0,1
16.09,K'Sante,top,1,0
16.09,Lulu,sup,1,0
16.09,Lux,sup,0,1
16.09,Mel,bot,1,0
16.09,Naafiri,jng,1,0
16.09,Renekton,top,1,0
16.09,Rumble,top,0,1
16.09,Seraphine,sup,1,0
16.09,Smolder,bot,1,0
16.09,Syndra,mid,1,0
16.09,Tristana,bot,0,1
16.09,Varus,bot,1,0
16.09,Xin Zhao,jng,1,0
16.09,Yuumi,sup,1,0
16.1,Ambessa,top,0,2
16.1,Orianna,mid,0,2
16.1,Zoe,mid,0,2
16.1,Aatrox,jng,0,1
16.1,Aurora,mid,1,0
16.1,Ezreal,bot,1,0
16.1,Galio,top,1,0
16.1,Gnar,top,1,0
16.1,Jarvan IV,jng,1,0
16.1,Lux,sup,0,1
16.1,Nautilus,sup,1,0
16.1,Pantheon,jng,1,0
16.1,Poppy,sup,0,1
16.1,Rell,sup,1,0
16.1,Ryze,mid,1,0
16.1,Taliyah,mid,0,1
16.1,Tristana,bot,1,0
