patch,champ,role,picks_by,bans_vs,series_presence
16.01,Braum,sup,0,1,1
16.01,Jarvan IV,jng,1,0,1
16.01,Karma,sup,0,1,1
16.01,Orianna,mid,0,1,1
16.01,Rakan,sup,1,0,1
16.01,Renekton,top,1,0,1
16.01,Sion,top,0,1,1
16.01,Taliyah,mid,1,0,1
16.01,Xayah,bot,1,0,1
16.01,Yunara,bot,0,1,1
16.02,Aphelios,bot,0,4,2
16.02,Aatrox,jng,1,2,2
16.02,Ambessa,top,1,2,3
16.02,Braum,sup,1,2,2
16.02,Rakan,sup,0,3,2
16.02,Fiora,top,0,2,1
16.02,Jayce,top,0,2,2
16.02,Nautilus,sup,2,0,2
16.02,Orianna,mid,2,0,2
16.02,Ryze,mid,1,1,2
16.02,Taliyah,mid,0,2,1
16.02,Viktor,mid,2,0,2
16.02,Xayah,bot,2,0,2
16.02,Aatrox,top,1,0,1
16.02,Ashe,bot,1,0,1
16.02,Dr. Mundo,jng,1,0,1
16.02,Jarvan IV,jng,0,1,1
16.02,Karma,sup,1,0,1
16.02,Neeko,sup,0,1,1
16.02,Nocturne,jng,0,1,1
16.02,Pantheon,top,1,0,1
16.02,Poppy,sup,0,1,1
16.02,Renekton,top,1,0,1
16.02,Sejuani,jng,1,0,1
16.02,Sion,top,1,0,1
16.02,Sivir,bot,1,0,1
16.02,Thresh,sup,1,0,1
16.02,Varus,bot,1,0,1
16.02,Vi,jng,1,0,1
16.02,Xin Zhao,jng,1,0,1
16.02,Yunara,bot,0,1,1
16.08,Ambessa,top,1,7,4
16.08,Orianna,mid,2,6,4
16.08,Vi,jng,1,6,4
16.08,Pantheon,jng,1,4,3
16.08,Seraphine,sup,2,3,3
16.08,Jarvan IV,jng,2,2,3
16.08,Aphelios,bot,2,1,3
16.08,Ezreal,bot,3,0,3
16.08,Karma,sup,3,0,3
16.08,Nocturne,jng,1,2,2
16.08,Renekton,top,3,0,3
16.08,Sivir,bot,3,0,3
16.08,Taliyah,mid,1,2,3
16.08,Viktor,mid,3,0,3
16.08,Yunara,bot,1,2,2
16.08,Ashe,bot,0,2,1
16.08,Fiora,top,1,1,2
16.08,Galio,mid,1,1,2
16.08,Mel,mid,2,0,2
16.08,Nautilus,sup,2,0,2
16.08,Sion,top,2,0,2
16.08,Thresh,sup,0,2,2
16.08,Wukong,jng,1,1,2
16.08,Aatrox,top,1,0,1
16.08,Akali,mid,0,1,1
16.08,Amumu,jng,1,0,1
16.08,Aurora,mid,1,0,1
16.08,Azir,mid,0,1,1
16.08,Bard,sup,0,1,1
16.08,Bel'Veth,jng,0,1,1
16.08,Corki,bot,1,0,1
16.08,Dr. Mundo,jng,1,0,1
16.08,Gnar,top,0,1,1
16.08,Illaoi,top,0,1,1
16.08,Lulu,sup,1,0,1
16.08,Mordekaiser,top,1,0,1
16.08,Naafiri,jng,0,1,1
16.08,Nami,sup,0,1,1
16.08,Rakan,sup,1,0,1
16.08,Rumble,top,1,0,1
16.08,Skarner,jng,1,0,1
16.08,Taliyah,sup,1,0,1
16.08,Xin Zhao,jng,1,0,1
16.09,Ambessa,top,0,5,2
16.09,Ezreal,bot,3,2,3
16.09,Vi,jng,2,3,3
16.09,Akali,mid,2,2,3
16.09,Bard,sup,1,2,3
16.09,Karma,sup,0,3,2
16.09,Nautilus,sup,2,1,2
16.09,Seraphine,sup,2,1,3
16.09,Taliyah,mid,2,1,3
16.09,Ahri,mid,1,1,2
16.09,Fiora,top,0,2,1
16.09,Sion,top,0,2,2
16.09,Wukong,jng,2,0,2
16.09,Yunara,bot,0,2,1
16.09,Ashe,bot,1,0,1
16.09,Braum,sup,0,1,1
16.09,Cho'Gath,top,1,0,1
16.09,Darius,top,1,0,1
16.09,Dr. Mundo,top,1,0,1
16.09,Garen,top,1,0,1
16.09,Jarvan IV,jng,1,0,1
16.09,Jinx,bot,1,0,1
16.09,Kindred,jng,1,0,1
16.09,Leona,sup,0,1,1
16.09,Lulu,sup,0,1,1
16.09,Milio,sup,0,1,1
16.09,Mordekaiser,top,1,0,1
16.09,Orianna,mid,1,0,1
16.09,Ornn,top,0,1,1
16.09,Rakan,sup,0,1,1
16.09,Renekton,top,1,0,1
16.09,Ryze,mid,1,0,1
16.09,Samira,bot,1,0,1
16.09,Sylas,sup,1,0,1
16.09,Syndra,mid,0,1,1
16.09,Thresh,sup,1,0,1
16.09,Viego,jng,1,0,1
16.09,Viktor,mid,0,1,1
16.09,Xayah,bot,1,0,1
16.09,Xin Zhao,top,1,0,1
