patch,champ,role,picks_by,bans_vs,series_presence,picks_by_g1,bans_vs_g1,series_presence_g1
16.08,Caitlyn,bot,1,1,2,1,1,2
16.08,K'Sante,top,2,0,2,2,0,2
16.08,Neeko,sup,2,0,2,2,0,2
16.08,Ryze,mid,2,0,2,2,0,2
16.08,Gnar,top,0,1,1,0,1,1
16.08,Gwen,top,0,1,1,0,1,1
16.08,Jarvan IV,jng,0,1,1,0,1,1
16.08,Karma,sup,0,1,1,0,1,1
16.08,Nautilus,sup,0,1,1,0,1,1
16.08,Nocturne,jng,1,0,1,1,0,1
16.08,Olaf,jng,1,0,1,1,0,1
16.08,Pantheon,jng,0,1,1,0,1,1
16.08,Qiyana,jng,0,1,1,0,1,1
16.08,Rumble,top,0,1,1,0,1,1
16.08,Sion,top,0,1,1,0,1,1
16.08,Smolder,bot,1,0,1,1,0,1
16.09,Smolder,bot,3,2,5,3,2,5
16.09,K'Sante,top,4,0,4,4,0,4
16.09,Ahri,mid,2,1,3,2,1,3
16.09,Bard,sup,1,2,3,1,2,3
16.09,Jhin,bot,2,1,3,2,1,3
16.09,Karma,sup,2,1,3,2,1,3
16.09,Ambessa,top,0,2,2,0,2,2
16.09,Nami,sup,1,1,2,1,1,2
16.09,Syndra,mid,1,1,2,1,1,2
16.09,Vladimir,mid,1,1,2,1,1,2
16.09,Akali,mid,0,1,1,0,1,1
16.09,Ambessa,jng,1,0,1,1,0,1
16.09,Annie,mid,0,1,1,0,1,1
16.09,Aurora,mid,0,1,1,0,1,1
16.09,Dr. Mundo,top,1,0,1,1,0,1
16.09,Graves,jng,0,1,1,0,1,1
16.09,Gwen,top,0,1,1,0,1,1
16.09,Hecarim,jng,1,0,1,1,0,1
16.09,Jarvan IV,jng,1,0,1,1,0,1
16.09,Kog'Maw,mid,1,0,1,1,0,1
16.09,Naafiri,jng,0,1,1,0,1,1
16.09,Nautilus,sup,0,1,1,0,1,1
16.09,Neeko,sup,0,1,1,0,1,1
16.09,Orianna,mid,0,1,1,0,1,1
16.09,Pantheon,jng,0,1,1,0,1,1
16.09,Rakan,sup,1,0,1,1,0,1
16.09,Riven,top,0,1,1,0,1,1
16.09,Seraphine,sup,0,1,1,0,1,1
16.09,Vi,jng,0,1,1,0,1,1
16.09,Wukong,jng,1,0,1,1,0,1
16.09,Xin Zhao,jng,1,0,1,1,0,1
