patch,champ,role,picks_by,bans_vs,series_presence,picks_by_g1,bans_vs_g1,series_presence_g1
16.01,Rumble,top,1,6,4,0,3,3
16.01,Malphite,jng,1,5,3,1,2,3
16.01,Ambessa,top,3,2,4,2,1,3
16.01,Jayce,top,0,5,3,0,2,2
16.01,Nautilus,sup,3,2,3,1,1,2
16.01,Orianna,mid,2,3,4,2,1,3
16.01,Miss Fortune,bot,2,2,4,2,0,2
16.01,Renekton,top,3,1,4,2,0,2
16.01,Alistar,sup,3,0,3,2,0,2
16.01,Gwen,top,1,2,3,0,1,1
16.01,Ryze,mid,2,1,3,0,1,1
16.01,Taliyah,mid,3,0,3,1,0,1
16.01,Varus,bot,3,0,3,2,0,2
16.01,Braum,sup,1,1,2,0,1,1
16.01,Corki,bot,1,1,2,0,0,0
16.01,K'Sante,top,1,1,2,0,1,1
16.01,Neeko,sup,0,2,2,0,2,2
16.01,Qiyana,jng,1,1,2,0,0,0
16.01,Rek'Sai,top,0,2,2,0,1,1
16.01,Vi,jng,2,0,2,0,0,0
16.01,Wukong,jng,2,0,2,1,0,1
16.01,Yunara,bot,2,0,2,0,0,0
16.01,Ahri,mid,0,1,1,0,0,0
16.01,Aphelios,bot,0,1,1,0,1,1
16.01,Aurora,mid,0,1,1,0,0,0
16.01,Azir,mid,1,0,1,1,0,1
16.01,Jarvan IV,jng,1,0,1,1,0,1
16.01,Jhin,bot,1,0,1,0,0,0
16.01,Kai'Sa,bot,0,1,1,0,1,1
16.01,LeBlanc,mid,0,1,1,0,1,1
16.01,Leona,sup,0,1,1,0,0,0
16.01,Nami,sup,1,0,1,0,0,0
16.01,Nocturne,jng,1,0,1,0,0,0
16.01,Pantheon,jng,0,1,1,0,0,0
16.01,Rell,sup,1,0,1,1,0,1
16.01,Syndra,mid,1,0,1,0,0,0
16.01,Xin Zhao,jng,1,0,1,1,0,1
16.01,Ziggs,bot,0,1,1,0,0,0
16.02,Ambessa,top,0,6,3,0,3,3
16.02,Nautilus,sup,1,4,3,0,1,1
16.02,Orianna,mid,0,5,3,0,2,2
16.02,Malphite,jng,0,4,3,0,2,2
16.02,Nocturne,jng,1,2,2,0,1,1
16.02,Ryze,mid,3,0,3,2,0,2
16.02,Varus,bot,1,2,1,0,1,1
16.02,Alistar,sup,2,0,2,1,0,1
16.02,Ashe,bot,1,1,2,0,0,0
16.02,Gwen,top,2,0,2,0,0,0
16.02,Jarvan IV,jng,2,0,2,1,0,1
16.02,Jax,top,1,1,2,0,1,1
16.02,Jayce,top,0,2,2,0,0,0
16.02,K'Sante,top,1,1,2,1,1,2
16.02,Lulu,sup,0,2,2,0,2,2
16.02,Miss Fortune,bot,2,0,2,1,0,1
16.02,Rakan,sup,1,1,2,1,0,1
16.02,Xin Zhao,jng,2,0,2,2,0,2
16.02,Ahri,mid,1,0,1,0,0,0
16.02,Akali,mid,1,0,1,0,0,0
16.02,Aphelios,bot,1,0,1,0,0,0
16.02,Azir,mid,1,0,1,1,0,1
16.02,Bard,sup,0,1,1,0,1,1
16.02,Corki,bot,1,0,1,1,0,1
16.02,Gnar,top,1,0,1,0,0,0
16.02,Kennen,top,1,0,1,1,0,1
16.02,Naafiri,jng,1,0,1,0,0,0
16.02,Nami,sup,1,0,1,1,0,1
16.02,Qiyana,jng,0,1,1,0,0,0
16.02,Rumble,top,0,1,1,0,0,0
16.02,Seraphine,sup,1,0,1,0,0,0
16.02,Taliyah,mid,1,0,1,0,0,0
16.02,Thresh,sup,1,0,1,0,0,0
16.02,Vi,jng,1,0,1,0,0,0
16.02,Yasuo,top,1,0,1,1,0,1
16.02,Yunara,bot,1,0,1,1,0,1
16.02,Ziggs,bot,0,1,1,0,0,0
16.07,Karma,sup,0,4,2,0,2,2
16.07,Orianna,mid,0,4,2,0,2,2
16.07,Ryze,mid,1,3,2,1,1,2
16.07,Annie,mid,0,3,2,0,0,0
16.07,Ashe,bot,1,1,2,0,0,0
16.07,Gnar,top,2,0,2,0,0,0
16.07,Lucian,bot,1,1,2,1,1,2
16.07,Nautilus,sup,0,2,1,0,1,1
16.07,Sivir,bot,2,0,2,0,0,0
16.07,Xin Zhao,jng,2,0,2,1,0,1
16.07,Yunara,bot,1,1,2,1,1,2
16.07,Ahri,mid,1,0,1,0,0,0
16.07,Ambessa,top,1,0,1,1,0,1
16.07,Aurora,mid,1,0,1,0,0,0
16.07,Azir,mid,1,0,1,1,0,1
16.07,Bard,sup,1,0,1,0,0,0
16.07,Ezreal,bot,0,1,1,0,1,1
16.07,Jarvan IV,jng,1,0,1,1,0,1
16.07,K'Sante,top,1,0,1,0,0,0
16.07,Lee Sin,jng,1,0,1,0,0,0
16.07,Lulu,sup,1,0,1,1,0,1
16.07,Mel,mid,0,1,1,0,0,0
16.07,Milio,sup,1,0,1,1,0,1
16.07,Naafiri,jng,0,1,1,0,0,0
16.07,Neeko,sup,1,0,1,0,0,0
16.07,Nocturne,jng,0,1,1,0,1,1
16.07,Pantheon,jng,0,1,1,0,0,0
16.07,Rumble,top,1,0,1,1,0,1
16.07,Seraphine,sup,1,0,1,0,0,0
16.07,Sylas,mid,1,0,1,0,0,0
16.07,Vi,jng,1,0,1,0,0,0
16.07,Yorick,top,0,1,1,0,0,0
16.08,Jarvan IV,jng,1,2,1,0,1,1
16.08,Ambessa,top,1,1,1,0,0,0
16.08,Karma,sup,0,2,1,0,0,0
16.08,Lucian,bot,1,1,1,0,1,1
16.08,Nautilus,sup,1,1,1,0,1,1
16.08,Sivir,bot,0,2,1,0,1,1
16.08,Vi,jng,0,2,1,0,0,0
16.08,Annie,mid,1,0,1,0,0,0
16.08,Ashe,bot,1,0,1,1,0,1
16.08,Aurora,mid,1,0,1,0,0,0
16.08,Jayce,top,1,0,1,1,0,1
16.08,Jinx,bot,1,0,1,0,0,0
16.08,K'Sante,top,1,0,1,0,0,0
16.08,Kalista,bot,0,1,1,0,0,0
16.08,Lee Sin,jng,0,1,1,0,0,0
16.08,Milio,sup,1,0,1,0,0,0
16.08,Naafiri,jng,1,0,1,0,0,0
16.08,Orianna,mid,0,1,1,0,0,0
16.08,Pantheon,jng,1,0,1,1,0,1
16.08,Ryze,mid,1,0,1,1,0,1
16.08,Seraphine,sup,1,0,1,1,0,1
16.08,Varus,bot,0,1,1,0,1,1
16.09,Ambessa,top,0,5,2,0,2,2
16.09,Orianna,mid,0,4,2,0,2,2
16.09,Azir,mid,1,2,2,0,1,1
16.09,Ryze,mid,1,2,2,0,2,2
16.09,Seraphine,sup,2,1,2,1,1,2
16.09,Varus,bot,0,3,1,0,1,1
16.09,Ashe,bot,2,0,2,1,0,1
16.09,Bard,sup,1,1,2,1,0,1
16.09,Jarvan IV,jng,2,0,2,1,0,1
16.09,Jayce,top,2,0,2,1,0,1
16.09,K'Sante,top,2,0,2,1,0,1
16.09,Nautilus,sup,0,2,1,0,0,0
16.09,Pantheon,jng,1,1,2,0,1,1
16.09,Vi,jng,0,2,1,0,0,0
16.09,Akali,mid,1,0,1,0,0,0
16.09,Anivia,sup,1,0,1,0,0,0
16.09,Annie,mid,1,0,1,1,0,1
16.09,Aurora,mid,1,0,1,1,0,1
16.09,Corki,bot,1,0,1,0,0,0
16.09,Ezreal,bot,1,0,1,1,0,1
16.09,Gnar,top,1,0,1,0,0,0
16.09,Jax,top,0,1,1,0,0,0
16.09,Jhin,bot,1,0,1,0,0,0
16.09,Karma,sup,0,1,1,0,0,0
16.09,Lulu,sup,0,1,1,0,0,0
16.09,Maokai,jng,1,0,1,0,0,0
16.09,Naafiri,jng,0,1,1,0,0,0
16.09,Nami,sup,1,0,1,0,0,0
16.09,Nidalee,top,1,0,1,0,0,0
16.09,Nocturne,jng,1,0,1,0,0,0
16.09,Sivir,bot,0,1,1,0,0,0
16.09,Skarner,jng,0,1,1,0,0,0
16.09,Taliyah,mid,1,0,1,0,0,0
16.09,Vayne,top,0,1,1,0,0,0
16.09,Xin Zhao,jng,1,0,1,1,0,1
16.09,Yuumi,sup,1,0,1,0,0,0
16.09,Zeri,bot,1,0,1,0,0,0
16.10,Bard,sup,0,3,1,0,1,1
16.10,Seraphine,sup,1,2,1,0,1,1
16.10,Akali,mid,1,1,1,0,1,1
16.10,Ambessa,top,1,1,1,0,0,0
16.10,Nautilus,sup,1,1,1,0,1,1
16.10,Varus,bot,0,2,1,0,1,1
16.10,Annie,mid,1,0,1,0,0,0
16.10,Draven,bot,0,1,1,0,0,0
16.10,Ezreal,bot,1,0,1,1,0,1
16.10,Jayce,top,1,0,1,0,0,0
16.10,Jhin,bot,1,0,1,0,0,0
16.10,Kalista,bot,0,1,1,0,0,0
16.10,Lee Sin,jng,1,0,1,1,0,1
16.10,Nami,sup,1,0,1,1,0,1
16.10,Nidalee,jng,0,1,1,0,0,0
16.10,Pantheon,jng,0,1,1,0,0,0
16.10,Rumble,top,1,0,1,1,0,1
16.10,Ryze,mid,1,0,1,1,0,1
16.10,Senna,bot,1,0,1,0,0,0
16.10,Vi,jng,0,1,1,0,0,0
16.10,Wukong,jng,1,0,1,0,0,0
16.10,Xin Zhao,jng,1,0,1,0,0,0
