patch,champ,role,picks_vs,bans_vs
16.01,Jayce,top,0,5
16.01,Orianna,mid,0,4
16.01,Ryze,mid,2,2
16.01,Sion,top,0,4
16.01,Malphite,jng,0,3
16.01,Neeko,sup,2,1
16.01,Rumble,top,1,2
16.01,Wukong,jng,3,0
16.01,Yunara,bot,3,0
16.01,Ahri,mid,2,0
16.01,Akali,mid,1,1
16.01,Alistar,sup,0,2
16.01,Blitzcrank,sup,2,0
16.01,Dr. Mundo,jng,2,0
16.01,Kai'Sa,bot,2,0
16.01,Nautilus,sup,1,1
16.01,Poppy,sup,0,2
16.01,Rakan,sup,2,0
16.01,Renekton,top,1,1
16.01,Xin Zhao,jng,1,1
16.01,Aatrox,top,1,0
16.01,Ambessa,top,1,0
16.01,Anivia,mid,0,1
16.01,Aphelios,bot,0,1
16.01,Azir,mid,0,1
16.01,Gwen,top,1,0
16.01,Jarvan IV,jng,1,0
16.01,LeBlanc,mid,1,0
16.01,Miss Fortune,bot,1,0
16.01,Nocturne,jng,0,1
16.01,Olaf,top,1,0
16.01,Ornn,top,1,0
16.01,Sylas,mid,0,1
16.01,Varus,bot,1,0
16.01,Vi,jng,0,1
16.01,Yone,mid,1,0
16.02,Jayce,top,0,5
16.02,Orianna,mid,1,4
16.02,Ryze,mid,3,2
16.02,Ambessa,top,2,2
16.02,Pantheon,jng,2,2
16.02,Poppy,sup,2,2
16.02,Akali,mid,1,2
16.02,Aphelios,bot,0,3
16.02,Jarvan IV,jng,0,3
16.02,Lee Sin,jng,1,2
16.02,Renekton,top,1,2
16.02,Sivir,bot,3,0
16.02,Varus,bot,0,3
16.02,Wukong,jng,2,1
16.02,Yunara,bot,2,1
16.02,Azir,mid,1,1
16.02,Gnar,top,2,0
16.02,K'Sante,top,2,0
16.02,Kai'Sa,bot,0,2
16.02,Nami,sup,1,1
16.02,Ziggs,bot,2,0
16.02,Aatrox,jng,1,0
16.02,Ahri,mid,0,1
16.02,Alistar,sup,1,0
16.02,Anivia,mid,0,1
16.02,Aurora,mid,1,0
16.02,Bard,sup,1,0
16.02,Caitlyn,bot,0,1
16.02,Corki,bot,0,1
16.02,Dr. Mundo,jng,1,0
16.02,Ezreal,bot,1,0
16.02,Gwen,top,1,0
16.02,Jayce,jng,1,0
16.02,Jayce,mid,1,0
16.02,LeBlanc,mid,0,1
16.02,Leona,sup,1,0
16.02,Lucian,bot,1,0
16.02,Mel,mid,1,0
16.02,Nautilus,sup,1,0
16.02,Neeko,sup,0,1
16.02,Rakan,sup,1,0
16.02,Rumble,top,1,0
16.02,Seraphine,sup,1,0
16.02,Sion,top,0,1
16.02,Xin Zhao,jng,1,0
16.03,Varus,bot,1,8
16.03,Bard,sup,0,7
16.03,Jarvan IV,jng,1,5
16.03,Akali,mid,1,4
16.03,Aphelios,bot,1,4
16.03,Nautilus,sup,4,1
16.03,Ryze,mid,0,5
16.03,Taliyah,mid,1,4
16.03,Ashe,bot,1,3
16.03,Dr. Mundo,jng,2,2
16.03,Kai'Sa,bot,2,2
16.03,Neeko,sup,2,2
16.03,Nocturne,jng,0,4
16.03,Orianna,mid,3,1
16.03,Renekton,top,3,1
16.03,Rumble,top,0,4
16.03,Xin Zhao,jng,4,0
16.03,Yunara,bot,4,0
16.03,Azir,mid,1,2
16.03,Lulu,sup,3,0
16.03,Wukong,jng,3,0
16.03,Aatrox,top,2,0
16.03,Aurora,mid,2,0
16.03,Caitlyn,bot,1,1
16.03,Corki,bot,1,1
16.03,Ezreal,bot,2,0
16.03,Galio,mid,2,0
16.03,Gnar,top,2,0
16.03,Jax,top,2,0
16.03,K'Sante,top,2,0
16.03,Lee Sin,jng,1,1
16.03,Leona,sup,2,0
16.03,Malphite,jng,0,2
16.03,Mel,mid,2,0
16.03,Rakan,sup,0,2
16.03,Sion,top,0,2
16.03,Sivir,bot,1,1
16.03,Sylas,mid,2,0
16.03,Vi,jng,2,0
16.03,Aatrox,jng,1,0
16.03,Ahri,mid,1,0
16.03,Alistar,sup,0,1
16.03,Ambessa,top,1,0
16.03,Anivia,mid,1,0
16.03,Braum,sup,1,0
16.03,Cho'Gath,top,1,0
16.03,Gwen,top,1,0
16.03,Kalista,bot,1,0
16.03,Karma,sup,0,1
16.03,Kennen,top,0,1
16.03,Kha'Zix,jng,0,1
16.03,LeBlanc,mid,0,1
16.03,Lucian,bot,0,1
16.03,Maokai,jng,1,0
16.03,Miss Fortune,bot,1,0
16.03,Naafiri,jng,1,0
16.03,Olaf,top,1,0
16.03,Pantheon,jng,0,1
16.03,Poppy,sup,0,1
16.03,Rell,sup,1,0
16.03,Renata Glasc,sup,1,0
