patch,champ,role,picks_vs,bans_vs
16.03,Jayce,top,0,5
16.03,Varus,bot,0,5
16.03,K'Sante,top,1,2
16.03,Orianna,mid,0,3
16.03,Alistar,sup,2,0
16.03,Bard,sup,0,2
16.03,Nautilus,sup,1,1
16.03,Neeko,sup,1,1
16.03,Rumble,top,2,0
16.03,Syndra,mid,2,0
16.03,Wukong,jng,2,0
16.03,Yunara,bot,2,0
16.03,Aatrox,jng,0,1
16.03,Ambessa,top,1,0
16.03,Aurora,mid,1,0
16.03,Azir,mid,1,0
16.03,Braum,sup,0,1
16.03,Gwen,top,1,0
16.03,Jarvan IV,jng,1,0
16.03,Kai'Sa,bot,1,0
16.03,Karma,sup,0,1
16.03,Lucian,bot,1,0
16.03,Lulu,sup,0,1
16.03,Nocturne,jng,0,1
16.03,Pantheon,jng,1,0
16.03,Poppy,jng,1,0
16.03,Rell,sup,1,0
16.03,Renekton,top,0,1
16.03,Sivir,bot,1,0
16.03,Yone,mid,1,0
16.05,Orianna,mid,1,4
16.05,Nami,sup,3,1
16.05,Pantheon,jng,0,4
16.05,Bard,sup,0,3
16.05,Dr. Mundo,jng,0,3
16.05,Corki,bot,2,0
16.05,Jarvan IV,jng,1,1
16.05,Jhin,bot,2,0
16.05,Karma,sup,2,0
16.05,Nautilus,sup,1,1
16.05,Rumble,top,2,0
16.05,Ryze,mid,1,1
16.05,Taliyah,mid,0,2
16.05,Yunara,bot,0,2
16.05,Ahri,mid,1,0
16.05,Akali,mid,0,1
16.05,Ambessa,top,1,0
16.05,Anivia,top,1,0
16.05,Aurora,mid,1,0
16.05,Cassiopeia,mid,0,1
16.05,Ezreal,bot,1,0
16.05,Gnar,top,1,0
16.05,Jayce,mid,1,0
16.05,Leona,sup,0,1
16.05,Lucian,bot,1,0
16.05,Maokai,jng,1,0
16.05,Mel,mid,0,1
16.05,Nocturne,jng,1,0
16.05,Pyke,sup,0,1
16.05,Seraphine,sup,0,1
16.05,Shen,jng,1,0
16.05,Sion,top,1,0
16.05,Syndra,mid,0,1
16.05,Vi,jng,1,0
16.05,Wukong,jng,0,1
16.05,Zaahen,jng,1,0
16.05,Zoe,mid,1,0
16.06,Jarvan IV,jng,0,3
16.06,Lulu,sup,2,1
16.06,Nautilus,sup,0,3
16.06,Ryze,mid,1,2
16.06,Ahri,mid,1,1
16.06,Orianna,mid,0,2
16.06,Pantheon,jng,1,1
16.06,Sylas,mid,0,2
16.06,Varus,bot,0,2
16.06,Aatrox,top,1,0
16.06,Akali,mid,0,1
16.06,Ambessa,top,1,0
16.06,Ambessa,jng,1,0
16.06,Ashe,bot,1,0
16.06,Aurora,mid,1,0
16.06,Azir,mid,0,1
