patch,champ,role,picks_by,bans_vs
16.01,Aurelion Sol,mid,2,6
16.01,Dr. Mundo,jng,2,6
16.01,Rengar,jng,0,8
16.01,Vayne,top,1,5
16.01,Nautilus,sup,3,2
16.01,Tristana,bot,0,5
16.01,Alistar,sup,3,1
16.01,Ambessa,jng,4,0
16.01,Aphelios,bot,3,1
16.01,Corki,bot,4,0
16.01,Fiora,top,1,3
16.01,Syndra,mid,3,1
16.01,Jax,top,1,2
16.01,Olaf,top,1,2
16.01,Rell,sup,2,1
16.01,Wukong,jng,3,0
16.01,Gwen,top,2,0
16.01,LeBlanc,mid,2,0
16.01,Orianna,mid,1,1
16.01,Ornn,top,2,0
16.01,Sivir,bot,2,0
16.01,Zoe,mid,0,2
16.01,Galio,mid,0,1
16.01,Karma,sup,1,0
16.01,Kayle,top,0,1
16.01,Poppy,sup,0,1
16.01,Rakan,sup,1,0
16.01,Ryze,mid,1,0
16.01,Sion,top,1,0
16.01,Sylas,jng,1,0
16.01,Thresh,sup,0,1
16.01,Viktor,mid,1,0
16.01,Vladimir,top,1,0
16.01,Yunara,bot,1,0
16.02,Ambessa,top,0,3
16.02,Aurelion Sol,mid,1,2
16.02,Dr. Mundo,jng,1,2
16.02,Nautilus,sup,2,1
16.02,Rengar,jng,0,3
16.02,Syndra,mid,2,1
16.02,Ornn,top,2,0
16.02,Sion,top,0,2
16.02,Yunara,bot,2,0
16.02,Akali,mid,1,0
16.02,Alistar,sup,0,1
16.02,Ambessa,jng,1,0
16.02,Anivia,mid,0,1
16.02,Braum,sup,1,0
16.02,Corki,bot,1,0
16.02,Fiora,top,0,1
16.02,Garen,top,1,0
16.02,Gwen,top,0,1
16.02,Jarvan IV,jng,0,1
16.02,Kennen,top,0,1
16.02,LeBlanc,mid,0,1
16.02,Leona,sup,1,0
16.02,Malphite,jng,0,1
16.02,Poppy,sup,0,1
16.02,Rell,sup,1,0
16.02,Sion,jng,1,0
16.02,Sylas,mid,0,1
16.02,Tristana,bot,1,0
16.02,Varus,top,1,0
16.02,Vayne,bot,1,0
16.02,Veigar,mid,1,0
16.02,Viego,jng,1,0
16.02,Vladimir,top,1,0
16.02,Wukong,jng,1,0
16.02,Zoe,mid,0,1
16.03,Rengar,jng,0,8
16.03,Aurelion Sol,mid,2,5
16.03,Fiora,top,1,5
16.03,Dr. Mundo,jng,0,5
16.03,Ryze,mid,1,3
16.03,Sion,top,1,3
16.03,Varus,bot,0,4
16.03,Gwen,top,1,2
16.03,Jax,jng,3,0
16.03,LeBlanc,mid,0,3
16.03,Syndra,mid,1,2
16.03,Vayne,top,1,2
16.03,Zoe,mid,3,0
16.03,Alistar,sup,1,1
16.03,Ambessa,top,0,2
16.03,Ambessa,jng,2,0
16.03,Ashe,bot,2,0
16.03,Galio,mid,1,1
16.03,Leona,sup,2,0
16.03,Lulu,sup,0,2
16.03,Nautilus,sup,2,0
16.03,Orianna,mid,0,2
16.03,Rell,sup,2,0
16.03,Seraphine,sup,2,0
16.03,Sivir,bot,2,0
16.03,Tryndamere,top,2,0
16.03,Yunara,bot,2,0
16.03,Ahri,mid,1,0
16.03,Aphelios,bot,1,0
16.03,Corki,bot,1,0
16.03,Dr. Mundo,top,1,0
16.03,Gangplank,top,0,1
16.03,Kai'Sa,bot,1,0
16.03,Karma,sup,0,1
16.03,Kassadin,top,1,0
16.03,Kayle,top,1,0
16.03,Kindred,jng,1,0
16.03,Lillia,jng,1,0
16.03,Milio,sup,1,0
16.03,Olaf,top,0,1
16.03,Rakan,sup,1,0
16.03,Sion,jng,1,0
16.03,Sylas,mid,1,0
16.03,Thresh,sup,0,1
16.03,Tristana,bot,1,0
16.03,Urgot,jng,1,0
16.03,Vayne,bot,1,0
16.03,Viego,jng,1,0
16.03,Vladimir,top,1,0
16.03,Vladimir,mid,0,1
16.03,Wukong,jng,1,0
16.03,Yone,mid,1,0
16.03,Zaahen,top,1,0
16.05,Aurelion Sol,mid,0,5
16.05,Dr. Mundo,jng,0,5
16.05,Ambessa,top,0,3
16.05,Annie,mid,2,1
16.05,Ahri,mid,1,1
16.05,Ashe,bot,1,1
16.05,Azir,mid,1,1
16.05,Karma,sup,1,1
16.05,Kayle,top,2,0
16.05,Alistar,sup,1,0
16.05,Blitzcrank,sup,1,0
16.05,Braum,sup,0,1
16.05,Ezreal,bot,1,0
16.05,Gwen,top,0,1
16.05,Jax,jng,1,0
16.05,Kassadin,mid,0,1
16.05,Nautilus,sup,1,0
16.05,Ornn,top,1,0
16.05,Rakan,sup,1,0
16.05,Renekton,top,0,1
16.05,Rengar,jng,1,0
16.05,Seraphine,sup,0,1
16.05,Sion,jng,1,0
16.05,Sivir,bot,1,0
16.05,Sylas,mid,0,1
16.05,Syndra,mid,0,1
16.05,Tryndamere,top,1,0
16.05,Vayne,bot,1,0
16.05,Veigar,mid,1,0
16.05,Wukong,jng,1,0
16.05,Yunara,bot,1,0
16.05,Zaahen,top,1,0
16.05,Zaahen,jng,1,0
16.06,Aurelion Sol,mid,0,2
16.06,Dr. Mundo,jng,0,2
16.06,Akali,mid,0,1
16.06,Ambessa,jng,1,0
16.06,Anivia,mid,1,0
16.06,Ashe,bot,1,0
16.06,Caitlyn,bot,0,1
16.06,Ezreal,bot,0,1
16.06,Fiora,top,1,0
16.06,Gwen,top,0,1
16.06,Lissandra,mid,1,0
16.06,Lulu,sup,1,0
16.06,Seraphine,sup,1,0
16.06,Syndra,mid,0,1
16.06,Vayne,top,0,1
16.06,Vayne,bot,1,0
16.06,Vladimir,top,1,0
16.06,Xin Zhao,jng,1,0
16.07,Nautilus,sup,0,3
16.07,Ambessa,top,0,2
16.07,Ashe,bot,2,0
16.07,Aurelion Sol,mid,0,2
16.07,Dr. Mundo,jng,1,1
16.07,Orianna,mid,1,1
16.07,Rengar,jng,0,2
16.07,Syndra,mid,0,2
16.07,Vayne,top,0,2
16.07,Wukong,jng,2,0
16.07,Anivia,mid,1,0
16.07,Bard,sup,0,1
16.07,Braum,sup,0,1
16.07,Ezreal,bot,1,0
16.07,Garen,top,1,0
16.07,Gwen,top,0,1
16.07,Jax,jng,1,0
16.07,Jax,top,0,1
16.07,Karma,sup,1,0
16.07,Leona,sup,1,0
16.07,Lissandra,mid,1,0
16.07,Lulu,sup,0,1
16.07,Poppy,sup,1,0
16.07,Rakan,sup,1,0
16.07,Sion,top,1,0
16.07,Tryndamere,top,1,0
16.07,Urgot,top,1,0
16.07,Yunara,bot,1,0
16.07,Zoe,mid,1,0
16.08,Aurelion Sol,mid,0,4
16.08,Olaf,top,1,2
16.08,Dr. Mundo,jng,0,2
16.08,Nautilus,sup,1,1
16.08,Ornn,top,2,0
16.08,Shen,top,0,2
16.08,Syndra,mid,2,0
16.08,Ambessa,jng,1,0
16.08,Corki,bot,1,0
16.08,Dr. Mundo,top,1,0
16.08,Ezreal,bot,1,0
16.08,Fiora,top,0,1
16.08,Gwen,top,0,1
16.08,Jarvan IV,jng,1,0
16.08,Jax,jng,1,0
16.08,Karma,sup,0,1
16.08,Leona,sup,0,1
16.08,Lulu,sup,1,0
16.08,Nami,sup,1,0
16.08,Nocturne,jng,0,1
16.08,Orianna,mid,1,0
16.08,Pantheon,jng,1,0
16.08,Rell,sup,1,0
16.08,Tristana,bot,1,0
16.08,Tryndamere,top,0,1
16.08,Vayne,top,0,1
16.08,Viktor,mid,1,0
16.08,Vladimir,mid,0,1
16.08,Yunara,bot,1,0
16.08,Zaahen,top,0,1
16.09,Aurelion Sol,mid,0,5
16.09,Ezreal,bot,2,2
16.09,Yunara,bot,1,3
16.09,Ashe,bot,1,2
16.09,Ahri,mid,2,0
16.09,Fiora,top,1,1
16.09,Leona,sup,1,1
16.09,Nautilus,sup,2,0
16.09,Orianna,mid,0,2
16.09,Vayne,top,1,1
16.09,Wukong,jng,2,0
16.09,Xin Zhao,jng,2,0
16.09,Anivia,mid,0,1
16.09,Azir,mid,0,1
16.09,Bard,sup,0,1
16.09,Corki,bot,1,0
16.09,Gwen,top,1,0
16.09,Jarvan IV,jng,0,1
16.09,Karma,sup,1,0
16.09,LeBlanc,mid,0,1
16.09,Lulu,sup,1,0
16.09,Ornn,top,0,1
16.09,Rakan,sup,0,1
16.09,Ryze,mid,1,0
16.09,Sion,jng,1,0
16.09,Sivir,bot,0,1
16.09,Syndra,mid,1,0
16.09,Tryndamere,top,1,0
16.09,Viktor,mid,1,0
16.09,Vladimir,top,1,0
16.10,Aurelion Sol,mid,0,2
16.10,Dr. Mundo,jng,0,2
16.10,Anivia,mid,0,1
16.10,Cassiopeia,mid,1,0
16.10,Jax,top,0,1
16.10,Karma,sup,1,0
16.10,Nautilus,sup,0,1
16.10,Ornn,top,1,0
16.10,Rakan,sup,1,0
16.10,Sion,top,1,0
16.10,Urgot,jng,1,0
16.10,Varus,bot,0,1
16.10,Vayne,top,0,1
16.10,Vayne,bot,1,0
16.10,Viktor,mid,1,0
16.10,Wukong,jng,1,0
16.10,Yunara,bot,1,0
16.10,Zaahen,top,0,1
