patch,champ,role,picks_by,bans_vs,series_presence
16.01,Alistar,sup,1,0,1
16.01,Corki,bot,1,0,1
16.01,Dr. Mundo,jng,1,0,1
16.01,Jayce,top,0,1,1
16.01,Orianna,mid,0,1,1
16.01,Renekton,top,0,1,1
16.01,Riven,top,0,1,1
16.01,Rumble,top,0,1,1
16.01,Syndra,mid,1,0,1
16.01,Yorick,top,1,0,1
16.02,Orianna,mid,3,2,5
16.02,Wukong,jng,4,1,5
16.02,Azir,mid,0,4,4
16.02,Neeko,sup,2,2,4
16.02,Rumble,top,2,2,4
16.02,Jayce,top,0,3,3
16.02,Bard,sup,1,1,2
16.02,Ezreal,bot,1,1,2
16.02,Kai'Sa,bot,1,1,2
16.02,Karma,sup,2,0,2
16.02,Renekton,top,2,0,2
16.02,Sivir,bot,1,1,2
16.02,Vi,jng,0,2,2
16.02,Caitlyn,bot,1,0,1
16.02,Camille,top,1,0,1
16.02,Jhin,bot,1,0,1
16.02,Malphite,jng,1,0,1
16.02,Nautilus,sup,0,1,1
16.02,Pantheon,jng,0,1,1
16.02,Rek'Sai,top,0,1,1
16.02,Ryze,mid,1,0,1
16.02,Taliyah,mid,1,0,1
16.02,Varus,bot,0,1,1
16.02,Xin Zhao,jng,0,1,1
16.03,Orianna,mid,1,6,7
16.03,Rumble,top,3,4,7
16.03,Yunara,bot,2,4,6
16.03,Pantheon,jng,3,2,5
16.03,Ambessa,top,1,2,3
16.03,Caitlyn,bot,0,3,3
16.03,Malphite,jng,1,2,3
16.03,Wukong,jng,1,2,3
16.03,Ahri,mid,2,0,2
16.03,Alistar,sup,2,0,2
16.03,Aphelios,bot,1,1,2
16.03,Azir,mid,1,1,2
16.03,Jax,top,1,1,2
16.03,Neeko,sup,0,2,2
16.03,Sivir,bot,1,1,2
16.03,Syndra,mid,1,1,2
16.03,Taliyah,mid,2,0,2
16.03,Varus,bot,2,0,2
16.03,Zaahen,jng,2,0,2
16.03,Bard,sup,1,0,1
16.03,Braum,sup,1,0,1
16.03,Dr. Mundo,jng,0,1,1
16.03,Ezreal,bot,0,1,1
16.03,Gwen,top,0,1,1
16.03,Jarvan IV,jng,0,1,1
16.03,Jhin,bot,0,1,1
16.03,Kai'Sa,bot,0,1,1
16.03,Karma,sup,1,0,1
16.03,Lucian,bot,1,0,1
16.03,Nautilus,sup,1,0,1
16.03,Ornn,top,1,0,1
16.03,Pantheon,sup,1,0,1
16.03,Rek'Sai,top,1,0,1
16.03,Rell,sup,0,1,1
16.03,Renekton,top,0,1,1
16.03,Ryze,mid,1,0,1
16.03,Smolder,bot,1,0,1
16.03,Thresh,sup,1,0,1
16.03,Vi,jng,1,0,1
16.03,Zaahen,top,1,0,1
16.04,Dr. Mundo,jng,0,5,1
16.04,Orianna,mid,0,3,1
16.04,Ahri,mid,1,1,1
16.04,Jax,top,1,1,1
16.04,Malphite,jng,0,2,1
16.04,Neeko,sup,0,2,1
16.04,Rakan,sup,0,2,1
16.04,Ryze,mid,1,1,1
16.04,Sion,top,0,2,1
16.04,Ambessa,top,0,1,1
16.04,Ambessa,jng,1,0,1
16.04,Anivia,mid,0,1,1
16.04,Aphelios,bot,1,0,1
16.04,Azir,mid,1,0,1
16.04,Bard,sup,1,0,1
16.04,Corki,bot,1,0,1
16.04,Fiora,top,1,0,1
16.04,Gangplank,top,0,1,1
16.04,Gnar,top,1,0,1
16.04,Jarvan IV,jng,1,0,1
16.04,Jayce,jng,1,0,1
16.04,Jinx,bot,1,0,1
16.04,Kai'Sa,bot,1,0,1
16.04,Leona,sup,1,0,1
16.04,Milio,sup,1,0,1
16.04,Nautilus,sup,1,0,1
16.04,Ornn,top,1,0,1
16.04,Pantheon,jng,1,0,1
16.04,Pyke,sup,1,0,1
16.04,Seraphine,sup,0,1,1
16.04,Singed,top,1,0,1
16.04,Syndra,mid,1,0,1
16.04,Taliyah,mid,1,0,1
16.04,Varus,bot,1,0,1
16.04,Viego,jng,0,1,1
16.04,Wukong,jng,1,0,1
16.04,Yunara,bot,0,1,1
16.07,Karma,sup,0,5,5
16.07,Corki,bot,1,3,4
16.07,Ambessa,top,1,2,3
16.07,Ashe,bot,1,2,3
16.07,Azir,mid,2,1,3
16.07,Ezreal,bot,1,2,3
16.07,Orianna,mid,0,3,3
16.07,Rumble,top,2,1,3
16.07,Xin Zhao,jng,3,0,3
16.07,Ahri,mid,2,0,2
16.07,Jarvan IV,jng,1,1,2
16.07,Nami,sup,2,0,2
16.07,Pantheon,jng,2,0,2
16.07,Seraphine,sup,1,1,2
16.07,Taliyah,mid,2,0,2
16.07,Vi,jng,0,2,2
16.07,Anivia,mid,0,1,1
16.07,Aurora,mid,0,1,1
16.07,Bard,sup,1,0,1
16.07,Caitlyn,bot,1,0,1
16.07,Jax,top,1,0,1
16.07,Jayce,top,0,1,1
16.07,Jhin,bot,1,0,1
16.07,Leona,sup,1,0,1
16.07,Nautilus,sup,1,0,1
16.07,Renekton,top,0,1,1
16.07,Sivir,bot,1,0,1
16.07,Syndra,mid,0,1,1
16.07,Varus,top,1,0,1
16.07,Wukong,jng,0,1,1
16.07,Yunara,bot,0,1,1
16.07,Zaahen,top,1,0,1
16.08,Ambessa,top,3,0,3
16.08,Azir,mid,2,1,3
16.08,Ahri,mid,0,2,2
16.08,Ashe,bot,2,0,2
16.08,Aurora,mid,1,1,2
16.08,Karma,sup,0,2,2
16.08,Varus,bot,0,2,2
16.08,Xin Zhao,jng,1,1,2
16.08,Aatrox,jng,1,0,1
16.08,Akali,mid,0,1,1
16.08,Caitlyn,bot,1,0,1
16.08,Ezreal,bot,0,1,1
16.08,Jarvan IV,jng,1,0,1
16.08,Jayce,top,0,1,1
16.08,Lulu,sup,1,0,1
16.08,Nautilus,sup,0,1,1
16.08,Neeko,sup,1,0,1
16.08,Orianna,mid,0,1,1
16.08,Ryze,mid,0,1,1
16.08,Seraphine,sup,1,0,1
