patch,champ,role,picks_by,bans_vs
16.01,Hecarim,jng,0,13
16.01,Sion,top,3,8
16.01,Malphite,jng,1,9
16.01,Xin Zhao,jng,5,4
16.01,Akali,mid,3,4
16.01,Jarvan IV,jng,3,3
16.01,K'Sante,top,3,3
16.01,Mel,mid,3,3
16.01,Yunara,bot,5,1
16.01,Zoe,mid,5,1
16.01,Ambessa,top,2,3
16.01,Braum,sup,4,1
16.01,LeBlanc,mid,1,4
16.01,Orianna,mid,3,2
16.01,Caitlyn,bot,1,3
16.01,Leona,sup,2,2
16.01,Udyr,top,4,0
16.01,Alistar,sup,0,3
16.01,Bard,sup,2,1
16.01,Corki,bot,3,0
16.01,Ezreal,bot,2,1
16.01,Kai'Sa,bot,2,1
16.01,Rakan,sup,2,1
16.01,Rell,sup,3,0
16.01,Trundle,jng,2,1
16.01,Wukong,jng,2,1
16.01,Camille,top,2,0
16.01,Lucian,bot,2,0
16.01,Nautilus,sup,2,0
16.01,Neeko,sup,1,1
16.01,Ornn,top,1,1
16.01,Renekton,top,0,2
16.01,Sejuani,jng,1,1
16.01,Sylas,mid,0,2
16.01,Tristana,bot,1,1
16.01,Ahri,mid,1,0
16.01,Aphelios,bot,0,1
16.01,Aurora,mid,1,0
16.01,Cho'Gath,top,1,0
16.01,Dr. Mundo,jng,1,0
16.01,Gnar,top,1,0
16.01,Hwei,mid,0,1
16.01,Jax,jng,1,0
16.01,Lulu,sup,1,0
16.01,Sivir,bot,1,0
16.01,Xayah,bot,0,1
16.01,Zac,jng,1,0
16.02,Hecarim,jng,0,3
16.02,Udyr,top,0,3
16.02,Zoe,mid,0,3
16.02,K'Sante,top,0,2
16.02,Leona,sup,1,1
16.02,Sion,top,1,1
16.02,Ahri,mid,1,0
16.02,Akali,mid,1,0
16.02,Braum,sup,0,1
16.02,Ezreal,bot,1,0
16.02,Gnar,top,1,0
16.02,Jarvan IV,jng,1,0
16.02,LeBlanc,mid,1,0
16.02,Lulu,sup,1,0
16.02,Nautilus,sup,1,0
16.02,Ornn,top,1,0
16.02,Renekton,top,0,1
16.02,Varus,bot,1,0
16.02,Wukong,jng,1,0
16.02,Xin Zhao,jng,1,0
16.02,Yunara,bot,1,0
16.03,Orianna,mid,0,10
16.03,Zoe,mid,1,9
16.03,LeBlanc,mid,1,5
16.03,Varus,bot,1,5
16.03,Yunara,bot,5,1
16.03,Ahri,mid,2,3
16.03,Akali,mid,1,4
16.03,Leona,sup,5,0
16.03,Sion,top,4,1
16.03,Ambessa,top,1,3
16.03,Ezreal,bot,3,1
16.03,Hecarim,jng,0,4
16.03,Lulu,sup,1,3
16.03,Nautilus,sup,2,2
16.03,Alistar,sup,1,2
16.03,Braum,sup,1,2
16.03,Camille,top,3,0
16.03,Corki,bot,1,2
16.03,Karma,sup,1,2
16.03,Mel,mid,2,1
16.03,Ryze,mid,3,0
16.03,Vi,jng,2,1
16.03,Xin Zhao,jng,3,0
16.03,Zaahen,jng,3,0
16.03,Aurora,mid,1,1
16.03,Gnar,top,2,0
16.03,Nami,sup,2,0
16.03,Wukong,jng,2,0
16.03,Ambessa,jng,1,0
16.03,Caitlyn,bot,1,0
16.03,Dr. Mundo,top,1,0
16.03,Hwei,mid,1,0
16.03,Jarvan IV,jng,1,0
16.03,Jinx,bot,1,0
16.03,K'Sante,top,1,0
16.03,Kai'Sa,bot,1,0
16.03,Kennen,top,1,0
16.03,Lee Sin,jng,1,0
16.03,Ornn,top,0,1
16.03,Poppy,sup,0,1
16.03,Sivir,bot,0,1
16.03,Taliyah,mid,1,0
16.05,Zoe,mid,0,4
16.05,Caitlyn,bot,0,3
16.05,Leona,sup,1,2
16.05,Yunara,bot,0,3
16.05,Corki,bot,1,1
16.05,Ezreal,bot,2,0
16.05,Orianna,mid,2,0
16.05,Sion,top,1,1
16.05,Ahri,mid,1,0
16.05,Akali,mid,0,1
16.05,Ambessa,jng,1,0
16.05,Braum,sup,1,0
16.05,Camille,top,1,0
16.05,Jarvan IV,jng,0,1
16.05,K'Sante,top,1,0
16.05,Kai'Sa,bot,1,0
16.05,LeBlanc,mid,0,1
16.05,Lee Sin,jng,1,0
16.05,Malphite,top,1,0
16.05,Mel,mid,1,0
16.05,Nami,sup,1,0
16.05,Nautilus,sup,1,0
16.05,Nocturne,jng,0,1
16.05,Pantheon,jng,0,1
16.05,Vi,jng,0,1
16.05,Wukong,jng,1,0
16.05,Xin Zhao,jng,1,0
16.07,Rell,sup,1,16
16.07,Nautilus,sup,5,5
16.07,Akali,mid,3,6
16.07,Varus,bot,1,8
16.07,Wukong,jng,6,2
16.07,Pantheon,jng,1,6
16.07,Yunara,bot,7,0
16.07,Ambessa,top,2,4
16.07,Ryze,mid,2,4
16.07,Gnar,top,2,3
16.07,Jarvan IV,jng,2,3
16.07,LeBlanc,mid,1,4
16.07,Viktor,mid,2,3
16.07,Xin Zhao,jng,5,0
16.07,Ahri,mid,2,2
16.07,Aurora,mid,3,1
16.07,Nami,sup,3,1
16.07,Sion,top,2,2
16.07,Kai'Sa,bot,2,1
16.07,Lee Sin,jng,2,1
16.07,Lissandra,mid,1,2
16.07,Yorick,top,2,1
16.07,Bard,sup,1,1
16.07,Braum,sup,1,1
16.07,Corki,bot,2,0
16.07,Malphite,top,2,0
16.07,Milio,sup,2,0
16.07,Neeko,sup,1,1
16.07,Ornn,top,2,0
16.07,Rakan,sup,1,1
16.07,Renekton,top,0,2
16.07,Seraphine,sup,1,1
16.07,Sivir,bot,2,0
16.07,Sylas,mid,1,1
16.07,Syndra,mid,1,1
16.07,Vi,jng,0,2
16.07,Aatrox,top,1,0
16.07,Alistar,sup,1,0
16.07,Aphelios,bot,1,0
16.07,Ashe,bot,1,0
16.07,Galio,top,1,0
16.07,Gragas,top,1,0
16.07,Jhin,bot,0,1
16.07,K'Sante,top,0,1
16.07,Kha'Zix,jng,1,0
16.07,Leona,sup,0,1
16.07,Lulu,sup,1,0
16.07,Mel,bot,1,0
16.07,Nocturne,jng,0,1
16.07,Rek'Sai,top,1,0
16.07,Shen,top,1,0
16.07,Smolder,mid,1,0
16.07,Trundle,jng,1,0
16.07,Udyr,top,1,0
16.07,Xayah,bot,1,0
16.07,Yone,mid,1,0
16.09,Rell,sup,0,13
16.09,Akali,mid,2,5
16.09,Nautilus,sup,3,4
16.09,Anivia,mid,0,5
16.09,Caitlyn,bot,3,2
16.09,LeBlanc,mid,0,5
16.09,Kai'Sa,bot,3,1
16.09,Neeko,sup,2,2
16.09,Pantheon,jng,0,4
16.09,Sion,top,3,1
16.09,Aurora,mid,2,1
