patch,champ,role,picks_by,bans_vs
16.01,Ambessa,top,0,1
16.01,Galio,mid,1,0
16.01,Gnar,top,1,0
16.01,Lee Sin,jng,1,0
16.01,Neeko,sup,1,0
16.01,Pantheon,jng,0,1
16.01,Varus,bot,1,0
16.01,Vi,jng,0,1
16.01,Viego,jng,0,1
16.01,Xin Zhao,jng,0,1
16.02,Lee Sin,jng,1,4
16.02,Akali,mid,0,4
16.02,Lulu,sup,2,2
16.02,Viego,jng,1,3
16.02,Galio,mid,2,1
16.02,Jayce,top,0,3
16.02,Ryze,mid,1,2
16.02,Varus,bot,2,1
16.02,Aphelios,bot,2,0
16.02,K'Sante,top,2,0
16.02,Karma,sup,0,2
16.02,Neeko,sup,0,2
16.02,Pantheon,jng,0,2
16.02,Rakan,sup,2,0
16.02,Aatrox,top,1,0
16.02,Ahri,mid,1,0
16.02,Aurelion Sol,mid,1,0
16.02,Bard,sup,0,1
16.02,Diana,jng,1,0
16.02,Jarvan IV,jng,1,0
16.02,Leona,sup,1,0
16.02,Lucian,bot,1,0
16.02,Malphite,jng,0,1
16.02,Nautilus,sup,0,1
16.02,Ornn,top,1,0
16.02,Rell,sup,1,0
16.02,Sion,top,1,0
16.02,Syndra,mid,1,0
16.02,Vi,jng,0,1
16.02,Volibear,jng,1,0
16.02,Xin Zhao,jng,1,0
16.02,Yunara,bot,1,0
16.02,Zaahen,top,1,0
16.03,Galio,mid,1,5
16.03,Jarvan IV,jng,0,5
16.03,Viego,jng,0,5
16.03,Ryze,mid,0,4
16.03,Ahri,mid,1,2
16.03,Aphelios,bot,1,2
16.03,Lee Sin,jng,2,1
16.03,Varus,bot,1,2
16.03,Xin Zhao,jng,1,2
16.03,Corki,bot,2,0
16.03,Karma,sup,2,0
16.03,Kennen,top,1,1
16.03,LeBlanc,mid,2,0
16.03,Sion,top,2,0
16.03,Vi,jng,2,0
16.03,Akali,mid,1,0
16.03,Aurelion Sol,mid,1,0
16.03,Aurora,mid,1,0
16.03,Braum,sup,1,0
16.03,Ezreal,bot,0,1
16.03,Gnar,top,1,0
16.03,Jayce,top,1,0
16.03,Jhin,bot,1,0
16.03,K'Sante,top,1,0
16.03,Kai'Sa,bot,1,0
16.03,Leona,sup,1,0
16.03,Lulu,sup,1,0
16.03,Malphite,jng,0,1
16.03,Mel,mid,0,1
16.03,Nami,sup,1,0
16.03,Pantheon,jng,0,1
16.03,Pantheon,top,1,0
16.03,Rell,sup,1,0
16.03,Taliyah,mid,0,1
16.03,Trundle,jng,1,0
16.03,Wukong,jng,1,0
16.03,Yunara,bot,1,0
16.04,Viego,jng,0,9
16.04,Galio,mid,1,6
16.04,Lee Sin,jng,2,4
16.04,Jarvan IV,jng,1,3
16.04,LeBlanc,mid,1,3
16.04,Zaahen,top,0,4
16.04,Lulu,sup,1,2
16.04,Aatrox,top,2,0
16.04,Akali,mid,0,2
16.04,Aurelion Sol,mid,2,0
16.04,Braum,sup,2,0
16.04,Corki,bot,2,0
16.04,Gnar,top,2,0
16.04,Jayce,top,0,2
16.04,Karma,sup,2,0
16.04,Leona,sup,1,1
16.04,Nami,sup,1,1
16.04,Ornn,top,2,0
16.04,Pantheon,jng,1,1
16.04,Rakan,sup,2,0
16.04,Ryze,mid,2,0
16.04,Trundle,jng,2,0
16.04,Varus,bot,1,1
16.04,Vi,jng,2,0
16.04,Wukong,jng,1,1
16.04,Xayah,bot,2,0
16.04,Akali,top,1,0
16.04,Alistar,sup,0,1
16.04,Ambessa,top,0,1
