patch,champ,role,picks_vs,bans_vs
16.02,Ezreal,bot,1,2
16.02,Akali,mid,1,1
16.02,Jayce,top,0,2
16.02,Pantheon,jng,2,0
16.02,Poppy,sup,1,1
16.02,Renekton,top,2,0
16.02,Rumble,top,1,1
16.02,Taliyah,mid,1,1
16.02,Ambessa,top,0,1
16.02,Aphelios,bot,1,0
16.02,Azir,mid,0,1
16.02,Bard,sup,1,0
16.02,Gnar,top,0,1
16.02,Gwen,top,0,1
16.02,Jarvan IV,jng,1,0
16.02,Jhin,bot,0,1
16.02,Kai'Sa,bot,1,0
16.02,Lulu,sup,1,0
16.02,Malphite,jng,0,1
16.02,Nami,sup,0,1
16.02,Neeko,sup,0,1
16.02,Nocturne,jng,1,0
16.02,Olaf,top,0,1
16.02,Orianna,mid,1,0
16.02,Rakan,sup,1,0
16.02,Ryze,mid,1,0
16.02,Sion,top,1,0
16.02,Varus,bot,0,1
16.02,Yunara,bot,1,0
16.02,Zaahen,top,0,1
16.02,Ziggs,bot,0,1
16.03,Nocturne,jng,0,2
16.03,Pantheon,jng,0,2
16.03,Renekton,top,0,2
16.03,Ryze,mid,2,0
16.03,Varus,bot,1,1
16.03,Akali,mid,1,0
16.03,Ambessa,top,1,0
16.03,Aurora,mid,0,1
16.03,Braum,sup,1,0
16.03,Ezreal,bot,1,0
16.03,Gwen,top,0,1
16.03,Jarvan IV,jng,1,0
16.03,K'Sante,top,1,0
16.03,Kai'Sa,bot,0,1
16.03,Lucian,bot,1,0
16.03,Lulu,sup,0,1
16.03,Nami,sup,1,0
16.03,Nautilus,sup,0,1
16.03,Neeko,sup,1,0
16.03,Poppy,sup,0,1
16.03,Qiyana,jng,1,0
16.03,Rumble,top,0,1
16.03,Sion,top,1,0
16.03,Vi,jng,1,0
16.03,Wukong,jng,0,1
16.07,Jarvan IV,jng,1,5
16.07,Karma,sup,0,5
16.07,Ambessa,top,1,3
16.07,Caitlyn,bot,3,1
16.07,Pantheon,jng,2,2
16.07,Seraphine,sup,0,4
16.07,Azir,mid,1,2
16.07,K'Sante,top,3,0
16.07,Nautilus,sup,0,3
16.07,Neeko,sup,2,1
16.07,Varus,bot,0,3
16.07,Xin Zhao,jng,1,2
16.07,Bard,sup,1,1
16.07,Corki,bot,2,0
16.07,Galio,mid,2,0
16.07,Gnar,top,2,0
16.07,Jayce,top,1,1
16.07,Lulu,sup,2,0
16.07,Nami,sup,2,0
16.07,Nocturne,jng,2,0
16.07,Orianna,mid,0,2
16.07,Ryze,mid,2,0
16.07,Yunara,bot,2,0
16.07,Anivia,mid,0,1
16.07,Annie,mid,1,0
16.07,Aurora,mid,0,1
16.07,Cassiopeia,mid,0,1
16.07,Ezreal,bot,1,0
16.07,Hwei,mid,1,0
16.07,Jhin,bot,0,1
16.07,Lucian,bot,0,1
16.07,Lux,sup,1,0
16.07,Malphite,jng,0,1
16.07,Miss Fortune,bot,0,1
16.07,Rakan,sup,1,0
16.07,Rumble,top,1,0
16.07,Sion,top,0,1
16.07,Sivir,bot,1,0
16.07,Skarner,jng,0,1
16.07,Sylas,mid,1,0
16.07,Trundle,jng,1,0
16.07,Vayne,top,1,0
16.07,Vi,jng,1,0
16.07,Wukong,jng,1,0
16.07,Yorick,top,0,1
16.07,Ziggs,mid,1,0
16.08,Nautilus,sup,1,3
16.08,Anivia,mid,0,3
16.08,Neeko,sup,0,3
16.08,Varus,bot,2,1
16.08,Ezreal,bot,1,1
16.08,Jarvan IV,jng,1,1
16.08,Jayce,top,0,2
16.08,LeBlanc,mid,0,2
16.08,Pantheon,jng,2,0
16.08,Renekton,top,1,1
16.08,Sion,top,2,0
16.08,Aatrox,jng,1,0
16.08,Ahri,mid,1,0
16.08,Ambessa,top,1,0
16.08,Annie,mid,1,0
16.08,Aurora,mid,1,0
16.08,Azir,mid,1,0
16.08,Bard,sup,1,0
16.08,Galio,mid,0,1
16.08,Gnar,top,1,0
16.08,Gwen,top,0,1
16.08,Hwei,mid,1,0
16.08,Jhin,bot,0,1
16.08,Karma,sup,0,1
16.08,Lucian,bot,1,0
16.08,Milio,sup,1,0
16.08,Orianna,mid,0,1
16.08,Poppy,sup,0,1
16.08,Rakan,sup,1,0
16.08,Rell,sup,0,1
16.08,Seraphine,sup,1,0
16.08,Shen,jng,1,0
16.08,Sivir,bot,0,1
16.08,Xayah,bot,1,0
16.09,Anivia,mid,0,3
16.09,Karma,sup,0,3
16.09,Varus,bot,0,3
16.09,Azir,mid,0,2
16.09,Cassiopeia,mid,1,1
16.09,Gnar,top,1,1
16.09,Jarvan IV,jng,1,1
16.09,Pantheon,jng,0,2
16.09,Akali,mid,1,0
16.09,Alistar,sup,1,0
16.09,Annie,mid,1,0
16.09,Aurora,mid,0,1
16.09,Bard,sup,0,1
16.09,Caitlyn,bot,1,0
16.09,Corki,bot,1,0
16.09,Ezreal,bot,1,0
16.09,Galio,mid,1,0
16.09,Gwen,top,0,1
16.09,LeBlanc,mid,0,1
16.09,Lucian,bot,0,1
16.09,Lulu,sup,1,0
16.09,Naafiri,jng,0,1
16.09,Nami,sup,1,0
16.09,Nautilus,sup,0,1
16.09,Neeko,sup,1,0
16.09,Nocturne,jng,1,0
16.09,Orianna,mid,0,1
16.09,Ornn,top,1,0
16.09,Rumble,top,1,0
16.09,Ryze,mid,1,0
16.09,Sejuani,jng,1,0
16.09,Seraphine,sup,1,0
16.09,Sion,top,1,0
16.09,Smolder,bot,1,0
16.09,Syndra,mid,0,1
16.09,Varus,top,1,0
16.09,Wukong,jng,1,0
16.09,Xin Zhao,jng,1,0
16.09,Yunara,bot,1,0
16.1,Nautilus,sup,0,2
16.1,Nocturne,jng,0,2
16.1,Varus,bot,1,1
16.1,Akali,mid,0,1
16.1,Anivia,mid,1,0
16.1,Bard,sup,1,0
16.1,Caitlyn,bot,1,0
16.1,Gwen,top,0,1
16.1,Hwei,mid,1,0
16.1,Jarvan IV,jng,1,0
16.1,Jayce,top,0,1
16.1,Lux,sup,1,0
16.1,Olaf,top,0,1
16.1,Pantheon,jng,0,1
16.1,Renekton,top,1,0
16.1,Sion,top,1,0
16.1,Skarner,jng,1,0
