patch,champ,role,picks_by,bans_vs
16.01,Akali,mid,0,6
16.01,LeBlanc,mid,2,4
16.01,Malphite,jng,0,6
16.01,Neeko,sup,2,4
16.01,Jarvan IV,jng,0,5
16.01,Qiyana,jng,3,2
16.01,Rumble,top,3,2
16.01,Syndra,mid,3,2
16.01,Varus,bot,3,2
16.01,Wukong,jng,2,3
16.01,Alistar,sup,3,1
16.01,Ambessa,top,0,4
16.01,Jayce,top,0,4
16.01,Nautilus,sup,3,1
16.01,Pantheon,jng,1,3
16.01,Rell,sup,3,1
16.01,Sylas,mid,0,4
16.01,Ahri,mid,1,2
16.01,Corki,bot,3,0
16.01,Dr. Mundo,jng,2,1
16.01,K'Sante,top,3,0
16.01,Kai'Sa,bot,1,2
16.01,Orianna,mid,1,2
16.01,Renekton,top,3,0
16.01,Sivir,bot,3,0
16.01,Taliyah,mid,3,0
16.01,Vi,jng,2,1
16.01,Xin Zhao,jng,1,2
16.01,Yunara,bot,2,1
16.01,Ambessa,jng,2,0
16.01,Anivia,mid,2,0
16.01,Aurora,mid,1,1
16.01,Leona,sup,1,1
16.01,Lulu,sup,2,0
16.01,Nocturne,jng,1,1
16.01,Poppy,sup,0,2
16.01,Sion,top,2,0
16.01,Zaahen,top,2,0
16.01,Aphelios,bot,1,0
16.01,Cassiopeia,mid,0,1
16.01,Gragas,top,1,0
16.01,Gwen,top,0,1
16.01,Jhin,bot,1,0
16.01,Kennen,top,0,1
16.01,Miss Fortune,bot,0,1
16.01,Rakan,sup,0,1
16.01,Ryze,mid,1,0
16.01,Senna,bot,1,0
16.01,Thresh,sup,1,0
16.01,Trundle,jng,1,0
16.01,Yone,mid,1,0
16.01,Yorick,top,1,0
16.02,Orianna,mid,0,10
16.02,Malphite,jng,0,8
16.02,Yunara,bot,2,6
16.02,Jarvan IV,jng,3,3
16.02,Jayce,top,0,6
16.02,Nautilus,sup,2,4
16.02,Kai'Sa,bot,2,3
16.02,LeBlanc,mid,2,3
16.02,Neeko,sup,2,3
16.02,Syndra,mid,3,2
16.02,Alistar,sup,4,0
16.02,Anivia,mid,2,2
16.02,Galio,mid,1,3
16.02,Gwen,top,2,2
16.02,Sivir,bot,2,2
16.02,Varus,bot,0,4
