patch,champ,role,picks_by,bans_vs,series_presence
16.06,Sion,top,1,4,3
16.06,Nocturne,jng,3,1,3
16.06,Seraphine,sup,1,3,3
16.06,Anivia,mid,1,2,2
16.06,Aurora,mid,1,2,3
16.06,Azir,mid,0,3,2
16.06,Nami,sup,3,0,3
16.06,Orianna,mid,0,3,2
16.06,Ornn,top,2,1,2
16.06,Xin Zhao,jng,1,2,3
16.06,Corki,bot,2,0,2
16.06,Yunara,bot,1,1,2
16.06,Ahri,mid,1,0,1
16.06,Akali,mid,0,1,1
16.06,Annie,mid,1,0,1
16.06,Ashe,bot,1,0,1
16.06,Caitlyn,bot,1,0,1
16.06,Ezreal,bot,1,0,1
16.06,Gragas,top,0,1,1
16.06,Jarvan IV,jng,0,1,1
16.06,K'Sante,top,1,0,1
16.06,Karma,sup,1,0,1
16.06,Mel,mid,0,1,1
16.06,Pantheon,jng,1,0,1
16.06,Rakan,sup,1,0,1
16.06,Ryze,mid,1,0,1
16.06,Singed,top,1,0,1
16.06,Skarner,top,1,0,1
16.06,Sylas,mid,0,1,1
16.06,Taliyah,mid,0,1,1
16.06,Varus,bot,0,1,1
16.06,Viktor,mid,1,0,1
16.06,Wukong,jng,1,0,1
16.06,Yorick,top,0,1,1
16.07,Nocturne,jng,0,4,2
16.07,Karma,sup,2,1,2
16.07,Ryze,mid,1,2,2
16.07,Sion,top,1,2,2
16.07,Wukong,jng,1,2,2
16.07,Anivia,mid,2,0,2
16.07,Corki,bot,1,1,2
16.07,Dr. Mundo,jng,0,2,1
16.07,Nami,sup,2,0,2
16.07,Xin Zhao,jng,0,2,2
16.07,Ambessa,jng,1,0,1
16.07,Annie,mid,1,0,1
16.07,Ezreal,bot,1,0,1
16.07,Lee Sin,jng,0,1,1
16.07,Olaf,jng,1,0,1
16.07,Orianna,mid,0,1,1
16.07,Ornn,top,1,0,1
16.07,Pantheon,jng,0,1,1
16.07,Poppy,jng,1,0,1
16.07,Seraphine,sup,0,1,1
16.07,Singed,top,1,0,1
16.07,Sivir,bot,1,0,1
16.07,Yorick,top,1,0,1
16.07,Yunara,bot,1,0,1
16.08,Nocturne,jng,0,5,2
16.08,Sion,top,0,5,2
16.08,Seraphine,sup,1,3,2
16.08,Nautilus,sup,1,2,2
16.08,Anivia,mid,1,1,1
16.08,Annie,mid,0,2,1
16.08,Azir,mid,2,0,2
16.08,Nami,sup,1,1,2
16.08,Ornn,top,2,0,2
16.08,Poppy,jng,2,0,2
16.08,Wukong,jng,1,1,2
16.08,Yorick,top,1,1,1
16.08,Ahri,mid,0,1,1
16.08,Anivia,sup,1,0,1
16.08,Ashe,bot,1,0,1
16.08,Dr. Mundo,jng,1,0,1
16.08,Gragas,top,1,0,1
16.08,Jarvan IV,jng,1,0,1
16.08,Jhin,bot,1,0,1
16.08,Jinx,bot,1,0,1
16.08,K'Sante,top,1,0,1
16.08,Karma,sup,0,1,1
16.08,Lucian,bot,1,0,1
16.08,Lulu,sup,1,0,1
16.08,Naafiri,jng,0,1,1
16.08,Ryze,mid,1,0,1
16.08,Sivir,bot,1,0,1
16.08,Viktor,mid,1,0,1
16.08,Xin Zhao,jng,0,1,1
16.09,Nocturne,jng,0,3,2
16.09,Orianna,mid,0,3,2
16.09,Ornn,top,0,3,2
16.09,Ezreal,bot,1,1,1
16.09,K'Sante,top,1,1,2
16.09,Nami,sup,0,2,2
16.09,Anivia,mid,1,0,1
16.09,Annie,mid,1,0,1
16.09,Gragas,top,0,1,1
16.09,Jayce,mid,1,0,1
16.09,Karma,sup,1,0,1
16.09,Lucian,bot,1,0,1
16.09,Nautilus,sup,1,0,1
16.09,Neeko,sup,1,0,1
16.09,Nidalee,jng,1,0,1
16.09,Pantheon,jng,1,0,1
16.09,Sion,top,1,0,1
16.09,Skarner,top,1,0,1
16.09,Xin Zhao,jng,1,0,1
16.09,Yorick,top,0,1,1
16.09,Yunara,bot,1,0,1
16.10,Sion,top,2,3,3
16.10,Cassiopeia,mid,2,2,3
16.10,Karma,sup,2,2,3
16.10,Lucian,bot,2,2,3
16.10,Nocturne,jng,0,4,2
16.10,Ornn,top,1,2,3
16.10,Ryze,mid,1,2,2
16.10,Varus,bot,2,1,2
16.10,Annie,mid,0,2,1
16.10,Bard,sup,1,1,2
16.10,Caitlyn,bot,0,2,2
16.10,Galio,mid,2,0,2
16.10,Jarvan IV,jng,2,0,2
16.10,Nasus,jng,2,0,2
16.10,Yorick,top,1,1,2
16.10,Ahri,mid,0,1,1
16.10,Akali,mid,0,1,1
16.10,Ambessa,jng,1,0,1
16.10,Anivia,mid,0,1,1
16.10,Corki,bot,1,0,1
16.10,Ezreal,bot,0,1,1
16.10,Gragas,top,1,0,1
16.10,K'Sante,top,1,0,1
16.10,Kai'Sa,bot,1,0,1
16.10,Leona,sup,1,0,1
16.10,Malphite,jng,0,1,1
16.10,Milio,sup,1,0,1
16.10,Naafiri,jng,0,1,1
16.10,Nami,sup,1,0,1
16.10,Nautilus,sup,1,0,1
16.10,Orianna,mid,0,1,1
16.10,Rek'Sai,jng,1,0,1
16.10,Rumble,top,1,0,1
16.10,Sejuani,jng,1,0,1
16.10,Singed,top,0,1,1
16.10,Smolder,bot,0,1,1
16.10,Taliyah,mid,1,0,1
16.10,Viktor,mid,0,1,1
16.10,Wukong,jng,0,1,1
16.10,Xin Zhao,mid,1,0,1
16.10,Zeri,bot,1,0,1
