patch,champ,role,picks_by,bans_vs
16.04,Pantheon,jng,1,7
16.04,Varus,bot,0,6
16.04,Wukong,jng,3,3
16.04,Taliyah,mid,2,3
16.04,Corki,bot,2,2
16.04,Gnar,top,3,1
16.04,Orianna,mid,2,2
16.04,Ahri,mid,2,1
16.04,Alistar,sup,1,2
16.04,Leona,sup,2,1
16.04,Nautilus,sup,2,1
16.04,Neeko,sup,0,3
16.04,Rumble,top,1,2
16.04,Vi,jng,1,2
16.04,Ambessa,top,1,1
16.04,Ambessa,jng,2,0
16.04,Aurora,mid,1,1
16.04,Bard,sup,2,0
16.04,Ezreal,bot,0,2
16.04,Jarvan IV,jng,1,1
16.04,Lucian,bot,1,1
16.04,Lulu,sup,1,1
16.04,Miss Fortune,bot,2,0
16.04,Naafiri,jng,1,1
16.04,Nami,sup,1,1
16.04,Nocturne,jng,0,2
16.04,Sivir,bot,2,0
16.04,Xayah,bot,1,1
16.04,Yunara,bot,2,0
16.04,Aatrox,top,1,0
16.04,Akali,mid,1,0
16.04,Ashe,bot,1,0
16.04,Braum,sup,0,1
16.04,Camille,top,1,0
16.04,Dr. Mundo,jng,1,0
16.04,Galio,top,1,0
16.04,Galio,sup,1,0
16.04,Gwen,top,1,0
16.04,K'Sante,top,1,0
16.04,Poppy,sup,0,1
16.04,Qiyana,jng,0,1
16.04,Rakan,sup,1,0
16.04,Rell,sup,0,1
16.04,Ryze,mid,1,0
16.04,Seraphine,sup,0,1
16.04,Syndra,mid,1,0
16.04,Viego,jng,1,0
16.04,Viktor,mid,1,0
16.04,Xin Zhao,jng,0,1
16.04,Yorick,top,1,0
16.05,Jarvan IV,jng,0,5
16.05,Ryze,mid,1,4
16.05,Ahri,mid,2,2
16.05,Bard,sup,0,4
16.05,Orianna,mid,1,3
16.05,Seraphine,sup,1,3
16.05,Ezreal,bot,2,1
16.05,Jhin,bot,1,2
16.05,Miss Fortune,bot,1,2
16.05,Nami,sup,2,1
16.05,Vi,jng,0,3
16.05,Yunara,bot,2,1
16.05,Akali,mid,0,2
16.05,Alistar,sup,0,2
16.05,Aurora,mid,1,1
16.05,Camille,top,0,2
16.05,Karma,sup,2,0
16.05,Lee Sin,jng,2,0
16.05,Leona,sup,2,0
16.05,Ornn,top,2,0
16.05,Pantheon,jng,2,0
16.05,Renekton,top,2,0
16.05,Sion,top,1,1
16.05,Sivir,bot,1,1
16.05,Sylas,mid,2,0
16.05,Twisted Fate,mid,2,0
16.05,Viego,jng,2,0
16.05,Xin Zhao,jng,2,0
16.05,Yorick,top,1,1
16.05,Aatrox,top,1,0
16.05,Ambessa,top,1,0
16.05,Ashe,bot,1,0
16.05,Blitzcrank,sup,1,0
16.05,Galio,sup,1,0
16.05,Gwen,top,1,0
16.05,Jayce,top,0,1
16.05,Jayce,jng,1,0
16.05,K'Sante,top,0,1
16.05,Kai'Sa,bot,1,0
16.05,Kennen,top,0,1
16.05,LeBlanc,mid,0,1
16.05,Lucian,bot,1,0
16.05,Lulu,sup,0,1
16.05,Naafiri,jng,1,0
16.05,Nautilus,sup,1,0
16.05,Nocturne,jng,0,1
16.05,Poppy,sup,0,1
16.05,Qiyana,jng,0,1
16.05,Rumble,top,1,0
16.05,Varus,bot,0,1
16.05,Viktor,mid,1,0
16.09,Orianna,mid,1,6
16.09,Ezreal,bot,3,2
16.09,Nautilus,sup,3,2
16.09,Jarvan IV,jng,2,2
16.09,Nocturne,jng,0,4
16.09,Annie,mid,1,2
16.09,Karma,sup,1,2
16.09,Pantheon,jng,0,3
16.09,Ryze,mid,2,1
16.09,Sion,top,3,0
16.09,Akali,mid,0,2
16.09,Ashe,bot,0,2
16.09,Aurora,mid,1,1
16.09,Bard,sup,2,0
16.09,Lee Sin,jng,2,0
16.09,Miss Fortune,bot,1,1
16.09,Naafiri,jng,1,1
16.09,Rumble,top,1,1
16.09,Varus,bot,1,1
16.09,Vi,jng,1,1
16.09,Xin Zhao,jng,1,1
16.09,Ahri,mid,1,0
16.09,Anivia,sup,1,0
16.09,Caitlyn,bot,0,1
16.09,Cassiopeia,mid,1,0
16.09,Corki,bot,0,1
16.09,Gnar,top,1,0
16.09,Jayce,top,0,1
16.09,Jhin,bot,1,0
16.09,K'Sante,top,1,0
16.09,Neeko,sup,0,1
16.09,Renekton,top,1,0
16.09,Senna,bot,1,0
16.09,Seraphine,sup,1,0
16.09,Sivir,bot,1,0
16.09,Trundle,jng,1,0
16.09,Vayne,top,0,1
16.09,Viktor,mid,1,0
16.09,Zaahen,top,1,0
