patch,champ,role,picks_by,bans_vs,series_presence
16.05,Ashe,bot,3,3,4
16.05,Orianna,mid,1,5,3
16.05,Ryze,mid,2,4,4
16.05,Annie,mid,2,3,3
16.05,Aurora,mid,1,4,3
16.05,Nocturne,jng,3,2,4
16.05,Rumble,top,0,5,2
16.05,Ambessa,top,0,4,2
16.05,Ezreal,bot,4,0,4
16.05,Gnar,top,1,3,2
16.05,Bard,sup,0,3,2
16.05,Corki,bot,2,1,2
16.05,Jarvan IV,jng,3,0,3
16.05,Nautilus,sup,2,1,2
16.05,Renekton,top,3,0,3
16.05,Varus,bot,0,3,2
16.05,Aphelios,bot,0,2,2
16.05,Galio,mid,1,1,2
16.05,Gwen,top,2,0,2
16.05,K'Sante,top,2,0,2
16.05,Lulu,sup,2,0,2
16.05,Mel,mid,2,0,2
16.05,Pantheon,jng,0,2,2
16.05,Rakan,sup,2,0,2
16.05,Seraphine,sup,2,0,2
16.05,Syndra,mid,0,2,1
16.05,Vi,jng,2,0,2
16.05,Yunara,bot,2,0,2
16.05,Zaahen,top,1,1,2
16.05,Akali,mid,0,1,1
16.05,Akali,top,1,0,1
16.05,Dr. Mundo,jng,0,1,1
16.05,Jax,top,0,1,1
16.05,Jayce,top,0,1,1
16.05,Karma,sup,1,0,1
16.05,Naafiri,jng,0,1,1
16.05,Nami,sup,1,0,1
16.05,Neeko,sup,1,0,1
16.05,Skarner,jng,1,0,1
16.05,Taliyah,mid,1,0,1
16.05,Trundle,jng,1,0,1
16.05,Vayne,top,1,0,1
16.05,Viktor,mid,1,0,1
16.05,Xin Zhao,jng,1,0,1
16.06,Ambessa,top,2,8,6
16.06,Pantheon,jng,3,6,5
16.06,Orianna,mid,0,7,4
16.06,Ryze,mid,5,2,6
16.06,Varus,bot,3,4,4
16.06,Annie,mid,2,3,3
16.06,Ezreal,bot,3,2,4
16.06,Jarvan IV,jng,0,5,3
16.06,Nami,sup,2,3,3
16.06,Nautilus,sup,4,1,4
16.06,Nocturne,jng,1,4,5
16.06,Seraphine,sup,1,4,4
16.06,Jayce,top,3,1,4
16.06,Lulu,sup,3,1,4
16.06,Rumble,top,1,3,3
16.06,Vi,jng,2,2,4
16.06,Yunara,bot,2,2,4
16.06,Akali,mid,2,1,3
16.06,Ashe,bot,2,1,2
16.06,Bard,sup,0,3,2
16.06,Galio,mid,2,1,3
16.06,Jhin,bot,3,0,3
16.06,Neeko,sup,2,1,3
16.06,Renekton,top,3,0,3
16.06,Wukong,jng,1,2,2
16.06,Xin Zhao,jng,3,0,3
16.06,Ahri,mid,1,1,2
16.06,Alistar,sup,2,0,2
