patch,champ,role,picks_vs,bans_vs
16.03,Fiora,top,0,2
16.03,Akali,mid,1,0
16.03,Braum,sup,0,1
16.03,Caitlyn,bot,0,1
16.03,Ezreal,bot,1,0
16.03,Gnar,top,0,1
16.03,Jayce,jng,1,0
16.03,Jhin,bot,1,0
16.03,K'Sante,top,1,0
16.03,Kai'Sa,bot,0,1
16.03,Karma,sup,1,0
16.03,Kha'Zix,jng,1,0
16.03,Malzahar,mid,0,1
16.03,Nautilus,sup,1,0
16.03,Renekton,top,1,0
16.03,Ryze,mid,1,0
16.03,Syndra,mid,0,1
16.03,Taliyah,mid,0,1
16.03,Vi,jng,0,1
16.04,Fiora,top,0,6
16.04,Malzahar,mid,0,6
16.04,Dr. Mundo,jng,0,5
16.04,K'Sante,top,2,1
16.04,Neeko,sup,1,2
16.04,Varus,bot,0,3
16.04,Aatrox,jng,2,0
16.04,Ezreal,bot,2,0
16.04,Lulu,sup,1,1
16.04,Mel,mid,1,1
16.04,Nautilus,sup,0,2
16.04,Olaf,top,0,2
16.04,Sivir,bot,1,1
16.04,Syndra,mid,1,1
16.04,Wukong,jng,2,0
16.04,Yunara,bot,2,0
16.04,Ahri,mid,0,1
16.04,Akali,mid,1,0
16.04,Alistar,sup,1,0
16.04,Ashe,bot,1,0
16.04,Aurora,mid,1,0
16.04,Azir,mid,1,0
16.04,Bard,sup,1,0
16.04,Blitzcrank,sup,0,1
16.04,Caitlyn,bot,0,1
16.04,Corki,bot,1,0
16.04,Galio,mid,1,0
16.04,Gnar,top,1,0
16.04,Gwen,top,1,0
16.04,Jarvan IV,jng,1,0
16.04,Kai'Sa,bot,0,1
16.04,Karma,sup,1,0
16.04,Malphite,top,1,0
16.04,Malphite,jng,0,1
16.04,Maokai,jng,0,1
16.04,Nami,sup,1,0
16.04,Nocturne,jng,0,1
16.04,Orianna,mid,1,0
16.04,Ornn,top,0,1
16.04,Pantheon,jng,1,0
16.04,Rakan,sup,1,0
16.04,Rumble,top,1,0
16.04,Seraphine,sup,1,0
16.04,Sion,top,1,0
16.04,Sylas,mid,1,0
16.04,Thresh,sup,0,1
16.04,Tristana,bot,1,0
16.04,Vi,jng,1,0
16.04,Xin Zhao,jng,1,0
16.04,Zaahen,top,1,0
16.07,Fiora,top,0,5
16.07,Malzahar,mid,0,5
16.07,Ornn,top,0,3
16.07,Sion,top,0,3
16.07,Ashe,bot,2,0
16.07,Jax,top,1,1
16.07,Nautilus,sup,1,1
16.07,Renekton,top,0,2
16.07,Seraphine,sup,2,0
16.07,Xin Zhao,jng,1,1
16.07,Aatrox,jng,1,0
16.07,Ahri,mid,1,0
16.07,Akali,mid,1,0
16.07,Ambessa,top,1,0
16.07,Aphelios,bot,1,0
16.07,Corki,bot,1,0
16.07,Galio,mid,1,0
16.07,Gnar,top,1,0
16.07,K'Sante,top,1,0
16.07,Kai'Sa,bot,1,0
16.07,Karma,sup,0,1
16.07,Lulu,sup,1,0
16.07,Mel,mid,0,1
16.07,Nami,sup,1,0
16.07,Nocturne,jng,1,0
16.07,Ryze,mid,1,0
16.07,Sejuani,jng,1,0
16.07,Shen,jng,1,0
16.07,Sylas,mid,1,0
16.07,Syndra,mid,0,1
16.07,Wukong,jng,0,1
16.07,Zaahen,top,1,0
16.08,Malzahar,mid,0,6
16.08,Fiora,top,0,3
16.08,Olaf,top,0,3
16.08,Orianna,mid,0,3
16.08,Ezreal,bot,1,1
16.08,Karma,sup,2,0
16.08,Nautilus,sup,0,2
16.08,Ryze,mid,2,0
16.08,Vi,jng,1,1
16.08,Aatrox,top,1,0
16.08,Ahri,mid,1,0
16.08,Ambessa,jng,1,0
16.08,Annie,mid,0,1
16.08,Azir,mid,1,0
16.08,Bard,sup,0,1
16.08,Braum,sup,0,1
16.08,Caitlyn,bot,0,1
16.08,Camille,top,1,0
16.08,Corki,bot,1,0
16.08,Dr. Mundo,jng,0,1
16.08,Jarvan IV,jng,1,0
16.08,Jhin,bot,1,0
16.08,K'Sante,top,1,0
16.08,Kai'Sa,bot,0,1
16.08,Kennen,top,0,1
16.08,Lulu,sup,1,0
16.08,Malphite,top,1,0
16.08,Mel,mid,0,1
16.08,Nami,sup,1,0
16.08,Nocturne,jng,0,1
16.08,Pantheon,jng,1,0
16.08,Rell,sup,1,0
16.08,Renekton,top,1,0
16.08,Rumble,top,1,0
16.08,Sivir,bot,1,0
16.08,Skarner,jng,0,1
16.08,Sylas,mid,1,0
16.08,Varus,bot,0,1
16.08,Viktor,mid,1,0
16.08,Wukong,jng,1,0
16.08,Xayah,bot,1,0
16.08,Xin Zhao,jng,1,0
16.08,Yunara,bot,1,0
16.08,Yuumi,sup,1,0
