patch,champ,role,picks_vs,bans_vs
16.01,Malphite,jng,0,4
16.01,Poppy,sup,1,3
16.01,Wukong,jng,2,2
16.01,Aphelios,bot,2,1
16.01,Gnar,top,1,2
16.01,Jarvan IV,jng,2,1
16.01,Nautilus,sup,1,2
16.01,Nocturne,jng,0,3
16.01,Rumble,top,2,1
16.01,Akali,mid,1,1
16.01,Ambessa,top,0,2
16.01,Azir,mid,1,1
16.01,Dr. Mundo,jng,2,0
16.01,Jax,top,1,1
16.01,Nami,sup,1,1
16.01,Sion,top,1,1
16.01,Sivir,bot,1,1
16.01,Syndra,mid,2,0
16.01,Taliyah,mid,2,0
16.01,Thresh,sup,2,0
16.01,Yunara,bot,2,0
16.01,Zyra,jng,0,2
16.01,Ahri,mid,1,0
16.01,Anivia,mid,0,1
16.01,Bard,sup,1,0
16.01,Braum,sup,0,1
16.01,Corki,bot,1,0
16.01,Gwen,top,1,0
16.01,Hwei,mid,0,1
16.01,Jayce,top,0,1
16.01,Jayce,jng,1,0
16.01,Leona,sup,1,0
16.01,Miss Fortune,bot,1,0
16.01,Neeko,sup,0,1
16.01,Orianna,mid,0,1
16.01,Pantheon,jng,1,0
16.01,Rell,sup,0,1
16.01,Renekton,top,1,0
16.01,Ryze,mid,1,0
16.01,Seraphine,sup,0,1
16.01,Varus,bot,1,0
16.01,Vi,jng,0,1
16.01,Viktor,mid,0,1
16.01,Yorick,top,0,1
16.01,Yuumi,sup,1,0
16.01,Zaahen,top,1,0
16.02,Varus,bot,3,4
16.02,Malphite,jng,0,6
16.02,Jayce,top,0,5
16.02,Rumble,top,4,1
16.02,Ambessa,top,2,2
16.02,Neeko,sup,2,2
16.02,Nocturne,jng,0,4
16.02,Renekton,top,3,1
16.02,Ryze,mid,1,3
16.02,Aphelios,bot,3,0
16.02,Bard,sup,2,1
16.02,Dr. Mundo,jng,2,1
16.02,Kai'Sa,bot,2,1
16.02,Lee Sin,jng,1,2
16.02,Qiyana,jng,0,3
16.02,Xin Zhao,jng,2,1
16.02,Anivia,mid,2,0
16.02,Corki,bot,1,1
16.02,Gwen,top,1,1
16.02,Jarvan IV,jng,2,0
16.02,Nautilus,sup,1,1
16.02,Orianna,mid,0,2
16.02,Rell,sup,2,0
16.02,Sion,top,0,2
16.02,Syndra,mid,1,1
16.02,Taliyah,mid,1,1
16.02,Vi,jng,2,0
16.02,Yone,mid,2,0
16.02,Ahri,mid,1,0
16.02,Akali,mid,1,0
16.02,Alistar,sup,1,0
16.02,Ashe,bot,1,0
16.02,Aurora,mid,1,0
16.02,Blitzcrank,sup,1,0
16.02,Braum,sup,0,1
16.02,Ezreal,bot,0,1
16.02,Jayce,jng,1,0
16.02,Leona,sup,0,1
16.02,Lulu,sup,0,1
16.02,Miss Fortune,bot,0,1
16.02,Rakan,sup,1,0
16.02,Seraphine,sup,1,0
16.02,Swain,mid,1,0
16.02,Sylas,mid,0,1
16.02,Thresh,sup,0,1
16.02,Trundle,jng,0,1
16.02,Viego,jng,1,0
16.02,Volibear,top,1,0
16.02,Yunara,bot,1,0
16.02,Zyra,jng,0,1
16.07,Karma,sup,0,5
16.07,Orianna,mid,1,3
16.07,Jayce,top,1,2
16.07,Vi,jng,0,3
16.07,Azir,mid,1,1
16.07,Bard,sup,2,0
16.07,Nautilus,sup,1,1
16.07,Neeko,sup,2,0
16.07,Nocturne,jng,2,0
16.07,Rumble,top,2,0
16.07,Ryze,mid,2,0
16.07,Seraphine,sup,0,2
16.07,Varus,bot,2,0
16.07,Wukong,jng,0,2
16.07,Xin Zhao,jng,1,1
16.07,Akali,mid,0,1
16.07,Ambessa,top,1,0
16.07,Anivia,mid,0,1
16.07,Corki,bot,1,0
16.07,Galio,mid,0,1
16.07,Jarvan IV,jng,1,0
16.07,Jhin,bot,0,1
16.07,K'Sante,top,0,1
16.07,Kennen,top,1,0
16.07,Lee Sin,jng,1,0
16.07,Leona,sup,0,1
16.07,Lulu,sup,0,1
16.07,Mel,mid,1,0
16.07,Naafiri,jng,0,1
16.07,Nami,sup,0,1
16.07,Ornn,top,1,0
16.07,Shyvana,jng,1,0
16.07,Sion,top,0,1
16.07,Sivir,bot,1,0
16.07,Twisted Fate,mid,1,0
16.07,Yunara,bot,1,0
16.07,Yuumi,sup,1,0
16.07,Zeri,bot,1,0
16.08,Nocturne,jng,0,3
16.08,Ryze,mid,1,2
16.08,Ashe,bot,0,2
16.08,Aurora,mid,2,0
16.08,Ezreal,bot,0,2
16.08,Jhin,bot,1,1
16.08,Pantheon,jng,2,0
16.08,Rumble,top,2,0
16.08,Aatrox,jng,0,1
16.08,Anivia,mid,0,1
16.08,Annie,mid,1,0
16.08,Bard,sup,1,0
16.08,Caitlyn,bot,0,1
16.08,Cassiopeia,mid,0,1
16.08,Galio,mid,0,1
