patch,champ,role,picks_by,bans_vs,series_presence,picks_by_g1,bans_vs_g1,series_presence_g1
16.01,Neeko,sup,1,3,3,1,2,3
16.01,Orianna,mid,1,3,3,1,2,3
16.01,Ambessa,top,0,3,2,0,1,1
16.01,Jarvan IV,jng,1,2,2,0,1,1
16.01,Jayce,top,0,3,2,0,1,1
16.01,Rumble,top,0,3,2,0,2,2
16.01,Ryze,mid,2,1,3,2,1,3
16.01,Yunara,bot,2,1,2,1,1,2
16.01,Alistar,sup,1,1,2,0,0,0
16.01,Gnar,top,1,1,2,1,0,1
16.01,Malphite,jng,1,1,2,0,1,1
16.01,Rakan,sup,2,0,2,0,0,0
16.01,Xin Zhao,jng,2,0,2,2,0,2
16.01,Zaahen,top,2,0,2,0,0,0
16.01,Akali,mid,1,0,1,0,0,0
16.01,Aphelios,bot,1,0,1,1,0,1
16.01,Braum,sup,1,0,1,1,0,1
16.01,Caitlyn,bot,0,1,1,0,1,1
16.01,Corki,bot,1,0,1,0,0,0
16.01,Ezreal,bot,0,1,1,0,1,1
16.01,Jax,top,0,1,1,0,0,0
16.01,Kai'Sa,bot,1,0,1,0,0,0
16.01,Karma,sup,0,1,1,0,0,0
16.01,Kennen,top,1,0,1,1,0,1
16.01,Lulu,sup,0,1,1,0,0,0
16.01,Malphite,top,1,0,1,0,0,0
16.01,Nautilus,sup,1,0,1,1,0,1
16.01,Poppy,jng,1,0,1,1,0,1
16.01,Renekton,top,1,0,1,1,0,1
16.01,Syndra,mid,0,1,1,0,0,0
16.01,Varus,bot,1,0,1,1,0,1
16.01,Vex,mid,1,0,1,0,0,0
16.01,Vi,jng,1,0,1,0,0,0
16.01,Viktor,mid,1,0,1,0,0,0
16.01,Wukong,jng,0,1,1,0,1,1
16.01,Ziggs,bot,0,1,1,0,0,0
16.02,Nautilus,sup,1,1,1,0,1,1
16.02,Qiyana,jng,0,2,1,0,1,1
16.02,Alistar,sup,1,0,1,1,0,1
16.02,Ambessa,top,0,1,1,0,1,1
16.02,Aphelios,bot,1,0,1,0,0,0
16.02,Corki,bot,1,0,1,1,0,1
16.02,Gwen,top,1,0,1,0,0,0
16.02,Jax,top,1,0,1,1,0,1
16.02,Jayce,jng,1,0,1,1,0,1
16.02,K'Sante,top,0,1,1,0,0,0
16.02,Orianna,mid,1,0,1,1,0,1
16.02,Pantheon,jng,1,0,1,0,0,0
16.02,Rell,sup,0,1,1,0,1,1
16.02,Renekton,top,0,1,1,0,0,0
16.02,Rumble,top,0,1,1,0,1,1
16.02,Ryze,mid,1,0,1,0,0,0
16.02,Sion,top,0,1,1,0,0,0
16.02,Xin Zhao,jng,0,1,1,0,0,0
16.03,Neeko,sup,2,2,3,1,1,2
16.03,Vi,jng,2,2,3,2,1,3
16.03,Nautilus,sup,1,2,2,1,1,2
16.03,Pantheon,jng,0,3,2,0,1,1
16.03,Ryze,mid,1,2,2,1,1,2
16.03,Taliyah,mid,1,2,2,0,2,2
16.03,Ambessa,top,0,2,1,0,1,1
16.03,Corki,bot,1,1,2,1,0,1
16.03,Gwen,top,2,0,2,2,0,2
16.03,Jarvan IV,jng,1,1,2,1,1,2
16.03,Rumble,top,1,1,2,0,0,0
16.03,Syndra,mid,1,1,2,1,1,2
16.03,Varus,bot,1,1,2,1,0,1
16.03,Xin Zhao,jng,1,1,2,0,0,0
16.03,Ahri,mid,0,1,1,0,1,1
16.03,Akali,mid,0,1,1,0,1,1
16.03,Aphelios,bot,0,1,1,0,1,1
16.03,Bard,sup,1,0,1,1,0,1
16.03,Braum,sup,1,0,1,0,0,0
16.03,Caitlyn,bot,1,0,1,1,0,1
16.03,Ezreal,bot,1,0,1,0,0,0
16.03,Gnar,top,0,1,1,0,1,1
16.03,Jayce,top,1,0,1,0,0,0
16.03,Kai'Sa,bot,1,0,1,0,0,0
16.03,Karma,sup,0,1,1,0,1,1
16.03,Leona,sup,1,0,1,0,0,0
16.03,Nocturne,jng,0,1,1,0,0,0
16.03,Orianna,mid,1,0,1,0,0,0
16.03,Ornn,top,1,0,1,1,0,1
16.03,Qiyana,jng,1,0,1,0,0,0
16.03,Rakan,sup,0,1,1,0,0,0
