patch,champ,role,picks_vs,bans_vs
16.04,Dr. Mundo,jng,0,2
16.04,Varus,bot,0,2
16.04,Alistar,sup,1,0
16.04,Annie,mid,0,1
16.04,Ashe,bot,1,0
16.04,Azir,mid,1,0
16.04,Braum,sup,1,0
16.04,Caitlyn,bot,0,1
16.04,Corki,bot,1,0
16.04,Ezreal,bot,0,1
16.04,Galio,mid,1,0
16.04,Jayce,top,0,1
16.04,Kai'Sa,bot,0,1
16.04,Sion,top,1,0
16.04,Xin Zhao,jng,1,0
16.04,Yorick,top,1,0
16.04,Yunara,bot,0,1
16.04,Zaahen,jng,1,0
16.05,Ambessa,top,1,4
16.05,Varus,bot,0,4
16.05,Corki,bot,1,2
16.05,Dr. Mundo,jng,0,3
16.05,Renekton,top,1,2
16.05,Sivir,bot,2,1
16.05,Alistar,sup,2,0
16.05,Aurora,mid,2,0
16.05,Azir,mid,1,1
16.05,Braum,sup,0,2
16.05,Ezreal,bot,2,0
16.05,Nami,sup,1,1
16.05,Seraphine,sup,0,2
16.05,Taliyah,mid,1,1
16.05,Aatrox,top,1,0
16.05,Ahri,mid,1,0
16.05,Akali,mid,0,1
16.05,Ashe,bot,0,1
16.05,Caitlyn,bot,0,1
16.05,Gangplank,top,1,0
16.05,Jarvan IV,jng,1,0
16.05,Jhin,bot,1,0
16.05,K'Sante,top,1,0
16.05,Karma,sup,1,0
16.05,Malphite,jng,1,0
16.05,Neeko,sup,1,0
16.05,Nocturne,jng,1,0
16.05,Orianna,mid,0,1
16.05,Pantheon,jng,1,0
16.05,Rell,sup,1,0
16.05,Ryze,mid,0,1
16.05,Smolder,mid,1,0
16.05,Smolder,top,1,0
16.05,Sylas,mid,0,1
16.05,Vi,jng,0,1
16.05,Wukong,jng,1,0
16.05,Xin Zhao,jng,1,0
16.06,Jarvan IV,jng,1,2
16.06,Ambessa,top,0,2
16.06,Aurora,mid,0,2
16.06,Varus,bot,0,2
16.06,Wukong,jng,1,1
16.06,Akali,mid,0,1
16.06,Azir,mid,1,0
16.06,Jinx,bot,1,0
16.06,Karma,sup,0,1
16.06,Lulu,sup,1,0
16.06,Mel,mid,1,0
16.06,Nami,sup,1,0
16.06,Nocturne,jng,0,1
16.06,Orianna,mid,0,1
16.06,Rakan,sup,1,0
16.06,Rumble,top,1,0
16.06,Sion,top,1,0
16.06,Sivir,bot,1,0
16.06,Taliyah,mid,1,0
16.06,Vi,jng,0,1
16.06,Viktor,mid,0,1
16.06,Volibear,top,1,0
16.06,Xin Zhao,jng,1,0
16.06,Yunara,bot,1,0
16.07,Orianna,mid,1,2
16.07,Aurora,mid,0,2
16.07,Corki,bot,1,1
16.07,Dr. Mundo,jng,0,2
16.07,Jarvan IV,jng,0,2
16.07,LeBlanc,mid,2,0
16.07,Nautilus,sup,0,2
16.07,Ryze,mid,0,2
16.07,Aatrox,jng,0,1
16.07,Ahri,mid,1,0
16.07,Ambessa,top,1,0
16.07,Anivia,sup,1,0
16.07,Ashe,bot,1,0
16.07,Aurora,top,1,0
16.07,Caitlyn,bot,1,0
16.07,Ezreal,bot,1,0
16.07,Gnar,top,1,0
16.07,Gwen,top,0,1
16.07,Karma,sup,0,1
16.07,Lulu,sup,1,0
16.07,Naafiri,jng,1,0
16.07,Nami,sup,1,0
16.07,Neeko,sup,1,0
16.07,Nocturne,jng,0,1
16.07,Olaf,jng,1,0
16.07,Rumble,top,1,0
16.07,Varus,bot,0,1
16.07,Wukong,jng,0,1
16.07,Xin Zhao,jng,1,0
16.07,Yunara,bot,0,1
16.07,Zaahen,jng,1,0
