patch,champ,role,picks_by,bans_vs,series_presence
16.05,Varus,bot,1,4,3
16.05,Vi,jng,2,3,2
16.05,Orianna,mid,0,4,3
16.05,Alistar,sup,0,3,3
16.05,Ambessa,top,1,2,2
16.05,Karma,sup,0,3,1
16.05,Lulu,sup,2,1,2
16.05,Neeko,sup,0,3,3
16.05,Yorick,top,3,0,3
16.05,Ahri,mid,1,1,2
16.05,Galio,mid,1,1,2
16.05,Gnar,top,0,2,2
16.05,Jarvan IV,jng,0,2,1
16.05,K'Sante,top,2,0,2
16.05,Lucian,bot,2,0,2
16.05,Nami,sup,2,0,2
16.05,Nautilus,sup,1,1,2
16.05,Nocturne,jng,1,1,1
16.05,Pantheon,jng,2,0,2
16.05,Poppy,sup,1,1,2
16.05,Rell,sup,2,0,2
16.05,Ryze,mid,1,1,2
16.05,Taliyah,mid,2,0,2
16.05,Wukong,jng,2,0,2
16.05,Yunara,bot,1,1,2
16.05,Akali,mid,0,1,1
16.05,Annie,mid,0,1,1
16.05,Aphelios,bot,1,0,1
16.05,Ashe,bot,0,1,1
16.05,Aurora,mid,1,0,1
16.05,Corki,bot,0,1,1
16.05,Ezreal,bot,1,0,1
16.05,Hwei,mid,1,0,1
16.05,Kai'Sa,bot,1,0,1
16.05,Renekton,top,0,1,1
16.05,Rumble,top,1,0,1
16.05,Seraphine,sup,0,1,1
16.05,Sion,top,1,0,1
16.05,Xin Zhao,jng,1,0,1
16.05,Yone,mid,1,0,1
16.05,Zeri,bot,1,0,1
16.06,Nautilus,sup,4,3,6
16.06,Vi,jng,2,5,5
16.06,Jarvan IV,jng,2,4,5
16.06,Orianna,mid,1,5,4
16.06,Rumble,top,0,6,4
16.06,Yorick,top,2,4,4
16.06,Renekton,top,4,1,5
16.06,Yunara,bot,3,2,4
16.06,Ryze,mid,3,1,4
16.06,Seraphine,sup,1,3,3
16.06,Varus,bot,0,4,3
16.06,Xin Zhao,jng,4,0,4
16.06,Ahri,mid,2,1,3
16.06,Galio,mid,3,0,3
16.06,Karma,sup,1,2,2
16.06,Lulu,sup,1,2,2
16.06,Nami,sup,2,1,3
16.06,Pantheon,jng,2,1,3
16.06,Ambessa,top,1,1,2
16.06,Aphelios,bot,0,2,1
16.06,Aurora,mid,1,1,2
16.06,Azir,mid,1,1,2
16.06,Bard,sup,1,1,2
16.06,Corki,bot,2,0,2
16.06,Ezreal,bot,1,1,2
16.06,Kai'Sa,bot,1,1,2
16.06,Lucian,bot,1,1,2
16.06,Mel,mid,0,2,2
16.06,Neeko,sup,1,1,1
16.06,Sion,top,1,1,2
16.06,Sylas,top,2,0,2
16.06,Wukong,jng,2,0,2
16.06,Akali,mid,0,1,1
16.06,Annie,mid,0,1,1
16.06,Ashe,bot,1,0,1
16.06,Dr. Mundo,jng,0,1,1
16.06,Gnar,top,1,0,1
16.06,Jayce,top,1,0,1
16.06,Lee Sin,jng,1,0,1
16.06,Leona,sup,0,1,1
16.06,Lissandra,mid,1,0,1
16.06,Mel,bot,1,0,1
16.06,Milio,sup,1,0,1
16.06,Nocturne,jng,0,1,1
16.06,Rakan,sup,1,0,1
16.06,Senna,bot,1,0,1
16.06,Sivir,bot,1,0,1
16.06,Taliyah,mid,0,1,1
16.06,Viktor,mid,1,0,1
16.06,Xayah,bot,1,0,1
16.06,Zaahen,top,1,0,1
16.06,Ziggs,bot,0,1,1
16.07,Nocturne,jng,3,6,5
16.07,Rumble,top,0,7,5
16.07,Vi,jng,2,5,3
16.07,Ezreal,bot,3,3,4
16.07,Yunara,bot,4,2,4
16.07,Aurora,mid,2,3,4
16.07,Kai'Sa,bot,3,2,5
16.07,Karma,sup,0,5,3
16.07,Nautilus,sup,1,4,4
16.07,Neeko,sup,3,2,4
16.07,Orianna,mid,2,3,4
16.07,Varus,bot,0,5,5
16.07,Xin Zhao,jng,4,1,5
16.07,Ahri,mid,4,0,4
16.07,Ambessa,top,2,2,3
16.07,Bard,sup,2,2,3
16.07,Lulu,sup,1,3,3
16.07,Nami,sup,3,1,4
16.07,Ryze,mid,4,0,4
16.07,Jayce,top,1,2,2
16.07,Renekton,top,2,1,3
16.07,Yorick,top,1,2,2
16.07,Ashe,bot,2,0,2
16.07,Azir,mid,0,2,2
16.07,Galio,mid,1,1,2
16.07,Gnar,top,1,1,2
16.07,Jarvan IV,jng,1,1,2
16.07,K'Sante,top,2,0,2
16.07,Lee Sin,jng,2,0,2
16.07,Lucian,bot,2,0,2
16.07,Pantheon,jng,2,0,2
16.07,Rell,sup,2,0,2
16.07,Sion,top,2,0,2
16.07,Zaahen,top,2,0,2
16.07,Akali,mid,0,1,1
16.07,Annie,mid,0,1,1
16.07,Gwen,top,1,0,1
16.07,Jhin,bot,0,1,1
16.07,Lissandra,mid,1,0,1
16.07,Mel,mid,0,1,1
16.07,Milio,sup,1,0,1
16.07,Miss Fortune,bot,1,0,1
16.07,Olaf,jng,1,0,1
16.07,Rakan,sup,1,0,1
16.07,Seraphine,sup,1,0,1
16.07,Sivir,bot,0,1,1
16.07,Sylas,top,1,0,1
16.07,Taliyah,mid,0,1,1
16.07,Vayne,top,0,1,1
16.07,Viktor,mid,0,1,1
16.07,Yone,mid,1,0,1
16.07,Ziggs,bot,0,1,1
16.08,Bard,sup,1,7,4
16.08,Varus,bot,0,7,5
16.08,Ezreal,bot,3,3,4
16.08,Karma,sup,0,6,5
16.08,Lucian,bot,4,2,5
16.08,Rumble,top,0,6,4
16.08,Annie,mid,1,4,3
16.08,Jarvan IV,jng,2,3,4
16.08,Neeko,sup,3,2,4
16.08,Pantheon,jng,4,1,5
16.08,Ryze,mid,5,0,5
16.08,Wukong,jng,5,0,5
16.08,Xin Zhao,jng,2,3,4
16.08,Galio,mid,2,2,4
16.08,Kai'Sa,bot,2,2,3
16.08,Nami,sup,4,0,4
16.08,Orianna,mid,1,3,4
16.08,Sion,top,4,0,4
16.08,Aurora,mid,3,0,3
16.08,Jayce,top,1,2,3
16.08,Nocturne,jng,0,3,2
16.08,Vi,jng,1,2,2
16.08,Ambessa,top,1,1,2
16.08,Caitlyn,bot,0,2,2
16.08,Jhin,bot,2,0,2
16.08,K'Sante,top,2,0,2
16.08,Milio,sup,2,0,2
16.08,Nautilus,sup,2,0,2
16.08,Rell,sup,2,0,2
16.08,Twisted Fate,mid,2,0,2
16.08,Xayah,bot,0,2,2
16.08,Yorick,top,1,1,2
16.08,Ahri,mid,0,1,1
16.08,Akali,mid,0,1,1
16.08,Anivia,top,1,0,1
16.08,Anivia,mid,0,1,1
16.08,Aphelios,bot,1,0,1
16.08,Ashe,bot,0,1,1
16.08,Azir,mid,1,0,1
16.08,Corki,bot,1,0,1
16.08,Gnar,top,1,0,1
16.08,Kayle,top,1,0,1
16.08,Lulu,sup,1,0,1
16.08,Miss Fortune,bot,1,0,1
16.08,Olaf,jng,1,0,1
16.08,Poppy,sup,0,1,1
16.08,Pyke,sup,0,1,1
16.08,Rakan,sup,0,1,1
16.08,Renekton,top,1,0,1
16.08,Seraphine,sup,0,1,1
16.08,Sivir,bot,0,1,1
16.08,Vayne,top,1,0,1
16.08,Viktor,mid,0,1,1
16.08,Yunara,bot,0,1,1
16.08,Zaahen,top,1,0,1
16.08,Zeri,bot,1,0,1
16.09,Caitlyn,bot,0,3,1
16.09,Karma,sup,0,3,1
16.09,Nautilus,sup,1,2,1
16.09,Bard,sup,1,1,1
16.09,Olaf,top,0,2,1
16.09,Orianna,mid,0,2,1
16.09,Varus,bot,0,2,1
16.09,Ahri,mid,1,0,1
16.09,Akali,mid,1,0,1
16.09,Ambessa,top,1,0,1
16.09,Aurora,mid,1,0,1
16.09,Corki,bot,1,0,1
16.09,Ezreal,bot,0,1,1
16.09,Jayce,top,0,1,1
16.09,Jhin,bot,0,1,1
16.09,K'Sante,top,1,0,1
16.09,Kai'Sa,bot,1,0,1
16.09,Lee Sin,jng,1,0,1
16.09,Nami,sup,1,0,1
16.09,Pantheon,jng,1,0,1
16.09,Rumble,top,1,0,1
16.09,Ryze,mid,1,0,1
16.09,Seraphine,sup,1,0,1
16.09,Sivir,bot,1,0,1
16.09,Smolder,bot,1,0,1
16.09,Twisted Fate,top,1,0,1
16.09,Vayne,top,0,1,1
16.09,Vi,jng,1,0,1
16.09,Xin Zhao,jng,1,0,1
16.09,Yorick,top,0,1,1
