patch,champ,role,picks_vs,bans_vs
16.03,Ambessa,top,1,2
16.03,Nami,sup,1,1
16.03,Ornn,top,1,1
16.03,Rumble,top,0,2
16.03,Ryze,mid,0,2
16.03,Sylas,mid,0,2
16.03,Ahri,mid,1,0
16.03,Akali,mid,0,1
16.03,Corki,bot,1,0
16.03,Janna,sup,0,1
16.03,Jarvan IV,jng,1,0
16.03,Jayce,top,0,1
16.03,K'Sante,top,1,0
16.03,Kai'Sa,bot,1,0
16.03,Karma,sup,1,0
16.03,LeBlanc,mid,1,0
16.03,Milio,sup,0,1
16.03,Neeko,sup,1,0
16.03,Orianna,mid,1,0
16.03,Sion,top,0,1
16.03,Sivir,bot,1,0
16.03,Zaahen,jng,1,0
16.03,Zac,jng,1,0
16.04,Ambessa,top,0,2
16.04,Janna,sup,0,2
16.04,Varus,bot,1,1
16.04,Caitlyn,bot,1,0
16.04,Darius,top,1,0
16.04,Gnar,top,1,0
16.04,Irelia,top,0,1
16.04,Jarvan IV,jng,1,0
16.04,Karma,sup,0,1
16.04,Nautilus,sup,1,0
16.04,Neeko,sup,1,0
16.04,Orianna,mid,1,0
16.04,Ornn,top,0,1
16.04,Sylas,mid,0,1
16.04,Syndra,mid,1,0
16.04,Xin Zhao,jng,1,0
16.04,Yunara,bot,0,1
