patch,champ,role,picks_by,bans_vs
16.03,Varus,bot,0,3
16.03,Gwen,top,1,1
16.03,Jarvan IV,jng,1,1
16.03,Vi,jng,2,0
16.03,Yunara,bot,2,0
16.03,Ahri,mid,1,0
16.03,Ambessa,top,0,1
16.03,Bard,sup,0,1
16.03,Corki,bot,1,0
16.03,Irelia,top,1,0
16.03,Karma,sup,0,1
16.03,Maokai,jng,0,1
16.03,Nautilus,sup,1,0
16.03,Neeko,sup,1,0
16.03,Rek'Sai,top,0,1
16.03,Renekton,top,0,1
16.03,Sion,top,1,0
16.03,Sylas,sup,1,0
16.03,Syndra,mid,0,1
16.03,Taliyah,mid,0,1
16.03,Twisted Fate,mid,0,1
16.03,Xerath,mid,1,0
16.03,Xin Zhao,jng,0,1
16.03,Zoe,mid,1,0
16.04,Akali,mid,0,2
16.04,Jarvan IV,jng,1,1
16.04,Riven,top,1,1
16.04,Zoe,mid,0,2
16.04,Azir,mid,1,0
16.04,Braum,sup,1,0
16.04,Dr. Mundo,jng,1,0
16.04,Ezreal,bot,1,0
16.04,Fiora,top,0,1
16.04,Gwen,top,1,0
16.04,Irelia,top,0,1
16.04,Jhin,bot,0,1
16.04,Kai'Sa,bot,1,0
16.04,LeBlanc,mid,1,0
16.04,Nautilus,sup,1,0
16.04,Neeko,sup,1,0
16.04,Orianna,mid,0,1
16.04,Poppy,sup,0,1
16.04,Rell,sup,0,1
16.04,Renekton,top,0,1
16.04,Ryze,mid,1,0
16.04,Sion,top,1,0
16.04,Sivir,bot,0,1
16.04,Varus,bot,0,1
16.04,Xin Zhao,jng,1,0
16.04,Yunara,bot,1,0
16.08,Irelia,top,0,2
16.08,Aurora,mid,0,1
16.08,Caitlyn,bot,0,1
16.08,Dr. Mundo,jng,0,1
16.08,Galio,mid,1,0
16.08,Hwei,mid,1,0
16.08,Jax,top,1,0
16.08,Kalista,bot,1,0
16.08,Karma,sup,0,1
16.08,Nami,sup,1,0
16.08,Neeko,sup,1,0
16.08,Pantheon,jng,1,0
16.08,Rengar,jng,0,1
16.08,Riven,top,0,1
16.08,Sion,top,1,0
16.08,Syndra,mid,0,1
16.08,Yunara,bot,1,0
16.08,Zaahen,jng,1,0
16.08,Zoe,mid,0,1
16.09,Bard,sup,2,2
16.09,Naafiri,jng,3,0
16.09,Pantheon,jng,1,2
16.09,Caitlyn,bot,1,1
16.09,Ezreal,bot,2,0
16.09,Fiora,top,1,1
16.09,Jarvan IV,jng,0,2
16.09,K'Sante,top,2,0
16.09,Nami,sup,2,0
16.09,Orianna,mid,1,1
16.09,Rengar,jng,0,2
16.09,Twisted Fate,mid,0,2
16.09,Yunara,bot,1,1
16.09,Ahri,mid,0,1
16.09,Akali,mid,0,1
16.09,Annie,mid,1,0
16.09,Ashe,bot,0,1
16.09,Aurora,mid,1,0
16.09,Gnar,top,0,1
16.09,Hwei,mid,1,0
16.09,Irelia,top,0,1
16.09,Jhin,bot,1,0
16.09,Kalista,bot,0,1
16.09,Lee Sin,jng,1,0
16.09,Nautilus,sup,0,1
16.09,Neeko,sup,1,0
16.09,Nocturne,jng,0,1
16.09,Rumble,top,1,0
16.09,Seraphine,sup,0,1
16.09,Sion,top,1,0
16.09,Vayne,top,0,1
16.09,Viktor,mid,1,0
16.09,Zoe,mid,0,1
