patch,champ,role,picks_by,bans_vs
16.01,Orianna,mid,3,3
16.01,Vi,jng,1,5
16.01,Alistar,sup,2,2
16.01,Jayce,top,0,4
16.01,Neeko,sup,1,3
16.01,Rumble,top,0,4
16.01,Gwen,top,1,2
16.01,Lulu,sup,1,2
16.01,Nautilus,sup,2,1
16.01,Poppy,sup,0,3
16.01,Sion,top,3,0
16.01,Taliyah,mid,3,0
16.01,Yunara,bot,3,0
16.01,Ambessa,jng,2,0
16.01,Azir,mid,0,2
16.01,Cassiopeia,mid,2,0
16.01,Gnar,top,0,2
16.01,K'Sante,top,2,0
16.01,Kai'Sa,bot,2,0
16.01,Malphite,jng,1,1
16.01,Pantheon,jng,0,2
16.01,Varus,bot,1,1
16.01,Xin Zhao,jng,2,0
16.01,Ambessa,top,0,1
16.01,Aphelios,bot,1,0
16.01,Blitzcrank,sup,0,1
16.01,Dr. Mundo,jng,0,1
16.01,Ezreal,bot,0,1
16.01,Jarvan IV,jng,1,0
16.01,Jax,top,1,0
16.01,Jayce,jng,1,0
16.01,Jhin,bot,1,0
16.01,Kalista,bot,1,0
16.01,Lee Sin,jng,1,0
16.01,Leona,sup,0,1
16.01,Lucian,bot,0,1
16.01,Ornn,top,1,0
16.01,Qiyana,jng,0,1
16.01,Rakan,sup,1,0
16.01,Rell,sup,1,0
16.01,Renata Glasc,sup,1,0
16.01,Renekton,top,1,0
16.01,Ryze,mid,1,0
16.01,Wukong,jng,0,1
16.02,Vi,jng,0,3
16.02,Akali,mid,1,1
16.02,Lulu,sup,1,1
16.02,Orianna,mid,1,1
16.02,Sion,top,1,1
16.02,Wukong,jng,1,1
16.02,Aphelios,bot,1,0
16.02,Aurora,mid,0,1
16.02,Dr. Mundo,jng,1,0
16.02,Ezreal,bot,0,1
16.02,Jax,top,1,0
16.02,Jayce,top,0,1
16.02,K'Sante,top,1,0
16.02,Kai'Sa,bot,1,0
16.02,Malphite,jng,0,1
16.02,Neeko,sup,1,0
16.02,Nocturne,jng,0,1
16.02,Rakan,sup,1,0
16.02,Renata Glasc,sup,0,1
16.02,Rumble,top,0,1
16.02,Taliyah,mid,1,0
16.02,Xin Zhao,jng,1,0
16.02,Yunara,bot,1,0
16.03,Azir,mid,1,6
16.03,Yunara,bot,1,5
16.03,Rumble,top,0,5
16.03,Akali,mid,0,4
16.03,Wukong,jng,1,3
16.03,Ezreal,bot,2,1
16.03,Orianna,mid,0,3
16.03,Ryze,mid,2,1
16.03,Aurora,mid,2,0
16.03,Jax,top,0,2
16.03,Kai'Sa,bot,2,0
16.03,Kalista,bot,1,1
16.03,Karma,sup,1,1
16.03,Leona,sup,1,1
16.03,Lulu,sup,2,0
16.03,Nautilus,sup,1,1
16.03,Neeko,sup,2,0
16.03,Poppy,sup,0,2
16.03,Sion,top,1,1
16.03,Taliyah,mid,1,1
16.03,Varus,bot,1,1
16.03,Vi,jng,1,1
16.03,Xin Zhao,jng,2,0
16.03,Yorick,top,2,0
16.03,Zaahen,top,2,0
16.03,Aatrox,jng,1,0
16.03,Alistar,sup,1,0
16.03,Ambessa,jng,1,0
16.03,Ambessa,top,1,0
16.03,Aphelios,bot,1,0
