patch,champ,role,picks_by,bans_vs,series_presence
16.01,Bard,sup,1,2,3
16.01,Jarvan IV,jng,2,1,3
16.01,Malphite,jng,0,3,3
16.01,Sion,top,0,3,3
16.01,Braum,sup,1,1,2
16.01,Corki,bot,2,0,2
16.01,Nami,sup,1,1,2
16.01,Ryze,mid,2,0,2
16.01,Dr. Mundo,jng,1,0,1
16.01,Jax,top,0,1,1
16.01,Kled,top,1,0,1
16.01,Neeko,sup,0,1,1
16.01,Nocturne,jng,0,1,1
16.01,Orianna,mid,1,0,1
16.01,Rakan,sup,0,1,1
16.01,Vi,top,1,0,1
16.01,Volibear,top,1,0,1
16.01,Yunara,bot,1,0,1
16.02,Sion,top,0,6,6
16.02,Caitlyn,bot,4,1,5
16.02,Dr. Mundo,jng,3,2,5
16.02,Nami,sup,3,1,4
16.02,Ryze,mid,2,2,4
16.02,Bard,sup,0,3,3
16.02,Braum,sup,2,1,3
16.02,Karma,sup,1,2,3
16.02,Orianna,mid,1,2,3
16.02,Anivia,mid,1,1,2
16.02,Corki,bot,1,1,2
16.02,K'Sante,top,1,1,2
16.02,Kled,top,2,0,2
16.02,Pantheon,jng,2,0,2
16.02,Alistar,sup,0,1,1
16.02,Aurelion Sol,mid,1,0,1
16.02,Azir,mid,1,0,1
16.02,Cho'Gath,top,0,1,1
16.02,Gragas,top,1,0,1
16.02,Jarvan IV,jng,0,1,1
16.02,Jax,top,0,1,1
16.02,Jayce,top,0,1,1
16.02,Poppy,top,1,0,1
16.02,Poppy,sup,0,1,1
16.02,Taliyah,mid,0,1,1
16.02,Volibear,top,1,0,1
16.02,Wukong,jng,1,0,1
16.02,Yunara,bot,1,0,1
16.03,Bard,sup,1,1,2
16.03,Caitlyn,bot,0,2,2
16.03,Corki,bot,2,0,2
16.03,Nami,sup,0,2,2
16.03,Ryze,mid,1,1,2
16.03,Sion,top,1,1,2
16.03,Dr. Mundo,jng,0,1,1
16.03,Gragas,top,1,0,1
16.03,Gwen,top,0,1,1
16.03,Karma,sup,1,0,1
16.03,Lillia,jng,0,1,1
16.03,Sylas,jng,1,0,1
16.03,Vi,jng,1,0,1
16.03,Yone,mid,1,0,1
