patch,champ,role,picks_by,bans_vs,series_presence
16.01,Malphite,jng,0,6,4
16.01,Varus,bot,1,4,4
16.01,Jarvan IV,jng,2,2,3
16.01,Poppy,sup,0,4,3
16.01,Taliyah,mid,4,0,4
16.01,Vi,jng,1,3,3
16.01,Alistar,sup,3,0,3
16.01,Ambessa,top,1,2,2
16.01,Aurora,mid,2,1,3
16.01,Gnar,top,1,2,3
16.01,Leona,sup,3,0,3
16.01,Nocturne,jng,2,1,3
16.01,Pantheon,jng,1,2,2
16.01,Yorick,top,3,0,3
16.01,Bard,sup,0,2,2
16.01,Corki,bot,2,0,2
16.01,Kai'Sa,bot,1,1,2
16.01,Nautilus,sup,1,1,2
16.01,Neeko,sup,0,2,2
16.01,Orianna,mid,1,1,2
16.01,Rumble,top,1,1,2
16.01,Sivir,bot,2,0,2
16.01,Ashe,bot,1,0,1
16.01,Dr. Mundo,jng,1,0,1
16.01,Jayce,top,0,1,1
16.01,K'Sante,top,1,0,1
16.01,LeBlanc,sup,1,0,1
16.01,Nami,sup,0,1,1
16.01,Qiyana,jng,1,0,1
16.01,Renekton,top,0,1,1
16.01,Ryze,mid,1,0,1
16.01,Sion,top,1,0,1
16.01,Smolder,bot,1,0,1
16.01,Sylas,mid,0,1,1
16.01,Wukong,jng,0,1,1
16.02,Pantheon,jng,0,6,3
16.02,Neeko,sup,1,4,2
16.02,Varus,bot,1,4,3
16.02,Jayce,top,0,4,2
16.02,Alistar,sup,1,2,3
16.02,Kai'Sa,bot,2,1,2
16.02,Malphite,jng,0,3,2
16.02,Nautilus,sup,3,0,3
16.02,Qiyana,jng,2,1,3
16.02,Renekton,top,3,0,3
16.02,Azir,mid,1,1,1
16.02,Bard,sup,1,1,2
16.02,Lee Sin,jng,1,1,2
16.02,Leona,sup,1,1,2
16.02,Nocturne,jng,1,1,2
16.02,Orianna,mid,0,2,1
16.02,Poppy,sup,0,2,2
16.02,Rumble,top,2,0,2
16.02,Ryze,mid,2,0,2
16.02,Yone,mid,2,0,2
16.02,Yorick,top,0,2,1
16.02,Ambessa,jng,1,0,1
16.02,Ashe,bot,1,0,1
16.02,Aurora,top,1,0,1
16.02,Corki,bot,1,0,1
16.02,Ezreal,bot,0,1,1
16.02,Galio,mid,1,0,1
16.02,Gnar,top,1,0,1
16.02,Gwen,top,0,1,1
16.02,Jarvan IV,jng,1,0,1
16.02,Jhin,bot,1,0,1
16.02,Kennen,top,1,0,1
16.02,Lucian,bot,0,1,1
16.02,Rakan,sup,1,0,1
16.02,Sejuani,jng,0,1,1
16.02,Sylas,mid,1,0,1
16.02,Taliyah,mid,1,0,1
16.02,Vi,jng,1,0,1
16.02,Wukong,jng,1,0,1
16.02,Yunara,bot,1,0,1
16.02,Ziggs,bot,1,0,1
16.03,Orianna,mid,1,6,4
16.03,Ryze,mid,1,6,3
16.03,Kennen,top,2,4,3
16.03,Qiyana,jng,2,4,3
16.03,Rumble,top,2,4,3
16.03,Ezreal,bot,2,3,3
16.03,Gnar,top,3,2,3
16.03,Jarvan IV,jng,4,1,4
16.03,Nocturne,jng,3,2,3
16.03,Sivir,bot,2,3,4
16.03,Ambessa,top,1,3,2
16.03,Azir,mid,2,2,3
