patch,champ,role,picks_by,bans_vs
16.01,Jayce,top,0,8
16.01,Ambessa,top,1,5
16.01,Azir,mid,4,2
16.01,Rumble,top,1,5
16.01,Varus,bot,3,3
16.01,Gnar,top,2,3
16.01,Nautilus,sup,2,3
16.01,Alistar,sup,2,2
16.01,Rakan,sup,3,1
16.01,Aphelios,bot,1,2
16.01,Aurora,mid,2,1
16.01,Jarvan IV,jng,2,1
16.01,Malphite,jng,0,3
16.01,Rell,sup,0,3
16.01,Ryze,mid,2,1
16.01,Vi,jng,3,0
16.01,Xin Zhao,jng,2,1
16.01,Aatrox,jng,2,0
16.01,Corki,bot,2,0
16.01,Gwen,top,1,1
16.01,Lulu,sup,1,1
16.01,Poppy,sup,1,1
16.01,Sion,top,2,0
16.01,Taliyah,mid,2,0
16.01,Yone,mid,0,2
16.01,Yunara,bot,1,1
16.01,Ziggs,bot,2,0
16.01,Akali,mid,1,0
16.01,Anivia,mid,0,1
16.01,Ashe,bot,0,1
16.01,Aurora,top,1,0
16.01,Bard,sup,1,0
16.01,Braum,sup,1,0
16.01,Galio,mid,0,1
16.01,Jhin,bot,1,0
16.01,Qiyana,jng,0,1
16.01,Rek'Sai,top,1,0
16.01,Renata Glasc,sup,0,1
16.01,Renekton,top,1,0
16.01,Sivir,bot,1,0
16.01,Trundle,jng,1,0
16.01,Wukong,jng,1,0
16.01,Zaahen,top,1,0
16.02,Rumble,top,1,2
16.02,Jayce,top,0,2
16.02,Kalista,bot,0,2
16.02,Sivir,bot,1,1
16.02,Varus,bot,0,2
16.02,Alistar,sup,1,0
16.02,Ambessa,top,0,1
16.02,Ashe,bot,0,1
16.02,Azir,mid,1,0
16.02,Bard,sup,0,1
16.02,Corki,bot,1,0
16.02,Jarvan IV,jng,1,0
16.02,K'Sante,top,1,0
16.02,Malphite,jng,0,1
16.02,Miss Fortune,bot,1,0
16.02,Nami,sup,0,1
16.02,Orianna,mid,1,0
16.02,Poppy,sup,0,1
16.02,Rakan,sup,1,0
16.02,Rell,sup,1,0
16.02,Renekton,top,1,0
16.02,Ryze,mid,1,0
16.02,Trundle,jng,1,0
16.02,Xin Zhao,jng,1,0
16.06,Karma,sup,0,3
16.06,Rumble,top,0,3
16.06,Varus,bot,0,3
16.06,Ashe,bot,1,1
16.06,Kennen,top,0,2
16.06,Pantheon,jng,2,0
16.06,Ryze,mid,1,1
16.06,Seraphine,sup,1,1
16.06,Xin Zhao,jng,1,1
16.06,Akali,mid,0,1
16.06,Ambessa,top,0,1
16.06,Anivia,top,1,0
16.06,Aurora,mid,1,0
16.06,Azir,mid,0,1
16.06,Bard,sup,1,0
16.06,Corki,bot,0,1
16.06,Ezreal,bot,1,0
16.06,Galio,mid,0,1
16.06,Gnar,top,1,0
16.06,Jarvan IV,jng,1,0
16.06,Jayce,top,1,0
16.06,Jhin,bot,1,0
16.06,Lulu,sup,1,0
16.06,Nautilus,sup,1,0
16.06,Taliyah,mid,1,0
16.06,Vayne,top,1,0
16.06,Yunara,bot,1,0
16.06,Ziggs,mid,1,0
16.07,Varus,bot,0,6
16.07,Nautilus,sup,0,5
16.07,Pantheon,jng,1,4
16.07,Nami,sup,1,3
16.07,Orianna,mid,2,2
16.07,Anivia,mid,0,3
16.07,Annie,mid,2,1
16.07,Gnar,top,2,1
16.07,Jayce,top,1,2
16.07,Jhin,bot,3,0
16.07,Karma,sup,0,3
16.07,Akali,mid,0,2
16.07,Ashe,bot,2,0
16.07,Aurora,mid,2,0
16.07,Bard,sup,2,0
16.07,Jarvan IV,jng,2,0
16.07,Lee Sin,jng,0,2
16.07,Nocturne,jng,0,2
16.07,Pyke,sup,1,1
16.07,Ryze,mid,0,2
16.07,Seraphine,sup,2,0
16.07,Vi,jng,2,0
16.07,Xin Zhao,jng,2,0
16.07,Yone,mid,2,0
16.07,Yorick,top,2,0
16.07,Ziggs,bot,1,1
16.07,Ahri,mid,1,0
16.07,Alistar,sup,0,1
16.07,Ambessa,jng,1,0
16.07,Anivia,top,1,0
16.07,Annie,top,1,0
16.07,Azir,mid,0,1
16.07,Corki,bot,1,0
16.07,Kennen,top,1,0
16.07,Kha'Zix,jng,1,0
16.07,Lulu,sup,1,0
16.07,Mel,mid,0,1
16.07,Rakan,sup,1,0
16.07,Rell,sup,1,0
16.07,Rumble,top,1,0
16.07,Vayne,top,0,1
16.07,Wukong,jng,0,1
16.07,Xayah,bot,1,0
16.07,Yunara,bot,1,0
16.08,Ashe,bot,1,7
16.08,Bard,sup,3,3
16.08,Jarvan IV,jng,3,3
16.08,Aurora,mid,2,2
16.08,Azir,mid,1,3
16.08,Orianna,mid,0,4
16.08,Varus,bot,0,4
16.08,Vi,jng,2,2
16.08,Ahri,mid,3,0
16.08,Gnar,top,1,2
16.08,Miss Fortune,bot,3,0
16.08,Rumble,top,0,3
