patch,champ,role,picks_vs,bans_vs
16.1,Sivir,bot,2,0
16.1,Akali,mid,1,0
16.1,Ambessa,top,1,0
16.1,Ashe,bot,1,0
16.1,Bard,sup,1,0
16.1,Cassiopeia,mid,1,0
16.1,Ekko,mid,1,0
16.1,Ezreal,bot,1,0
16.1,Galio,mid,1,0
16.1,Gnar,top,1,0
16.1,Jarvan IV,jng,1,0
16.1,Jax,top,1,0
16.1,Jhin,bot,1,0
16.1,K'Sante,top,1,0
16.1,LeBlanc,mid,1,0
16.1,Lulu,sup,1,0
16.1,Milio,sup,1,0
16.1,Neeko,sup,1,0
16.1,Pantheon,jng,1,0
16.1,Rakan,sup,1,0
16.1,Renekton,top,1,0
16.1,Rumble,top,1,0
16.1,Ryze,mid,1,0
16.1,Seraphine,sup,1,0
16.1,Smolder,bot,1,0
16.1,Vi,jng,1,0
16.1,Wukong,jng,1,0
16.1,Xin Zhao,jng,1,0
16.1,Zaahen,jng,1,0
