patch,champ,role,picks_by,bans_vs,series_presence
16.01,Malphite,jng,1,4,3
16.01,Rumble,top,0,5,4
16.01,Akali,mid,1,3,3
16.01,Azir,mid,2,2,3
16.01,Neeko,sup,1,3,4
16.01,Poppy,sup,0,4,3
16.01,Ahri,mid,2,1,3
16.01,Ambessa,top,3,0,3
16.01,Leona,sup,3,0,3
16.01,Orianna,mid,0,3,2
16.01,Ryze,mid,2,1,2
16.01,Wukong,jng,3,0,3
16.01,Aatrox,top,2,0,2
16.01,Bard,sup,0,2,2
16.01,Ezreal,bot,1,1,2
16.01,Galio,mid,1,1,2
16.01,Jarvan IV,jng,2,0,2
16.01,Nautilus,sup,1,1,2
16.01,Pantheon,jng,0,2,1
16.01,Sion,top,2,0,2
16.01,Syndra,mid,1,1,2
16.01,Varus,bot,2,0,2
16.01,Alistar,sup,1,0,1
16.01,Aurora,mid,0,1,1
16.01,Braum,sup,0,1,1
16.01,Gnar,top,0,1,1
16.01,Jayce,top,0,1,1
16.01,Jhin,bot,1,0,1
16.01,K'Sante,top,1,0,1
16.01,Kai'Sa,bot,1,0,1
16.01,LeBlanc,mid,0,1,1
16.01,Lulu,sup,1,0,1
16.01,Miss Fortune,bot,1,0,1
16.01,Nocturne,jng,1,0,1
16.01,Qiyana,jng,0,1,1
16.01,Rakan,sup,1,0,1
16.01,Rell,sup,1,0,1
16.01,Renata Glasc,sup,0,1,1
16.01,Renekton,top,0,1,1
16.01,Sivir,bot,1,0,1
16.01,Taliyah,mid,0,1,1
16.01,Vi,jng,0,1,1
16.01,Xin Zhao,jng,1,0,1
16.01,Yorick,top,0,1,1
16.01,Yunara,bot,1,0,1
16.01,Zaahen,top,1,0,1
16.01,Zac,jng,1,0,1
16.01,Zeri,bot,1,0,1
16.02,Varus,bot,0,3,1
16.02,Aphelios,bot,1,1,1
16.02,Malphite,jng,0,2,1
16.02,Alistar,sup,1,0,1
16.02,Anivia,mid,0,1,1
16.02,Azir,mid,1,0,1
16.02,Cassiopeia,mid,0,1,1
16.02,Corki,bot,0,1,1
16.02,Ezreal,bot,1,0,1
16.02,Jarvan IV,jng,0,1,1
16.02,Jayce,top,0,1,1
16.02,K'Sante,top,1,0,1
16.02,Kennen,top,1,0,1
16.02,Lee Sin,jng,0,1,1
16.02,Leona,sup,1,0,1
16.02,Nautilus,sup,0,1,1
16.02,Pantheon,sup,1,0,1
16.02,Rumble,top,0,1,1
16.02,Sejuani,jng,1,0,1
16.02,Sion,top,1,0,1
16.02,Sivir,bot,1,0,1
16.02,Taliyah,mid,1,0,1
16.02,Thresh,sup,0,1,1
16.02,Wukong,jng,1,0,1
16.02,Xin Zhao,jng,1,0,1
16.02,Yone,mid,1,0,1
16.06,Ambessa,top,1,3,2
16.06,Seraphine,sup,1,3,2
16.06,Varus,bot,0,3,1
16.06,Gwen,top,2,0,2
16.06,Jarvan IV,jng,2,0,2
16.06,Orianna,mid,0,2,1
16.06,Pantheon,jng,0,2,1
16.06,Rumble,top,0,2,1
16.06,Viktor,mid,2,0,2
16.06,Xin Zhao,jng,1,1,1
16.06,Aatrox,jng,1,0,1
16.06,Ahri,mid,1,0,1
16.06,Akali,mid,1,0,1
16.06,Ashe,bot,1,0,1
16.06,Aurora,mid,0,1,1
16.06,Azir,mid,0,1,1
16.06,Corki,bot,1,0,1
16.06,Ezreal,bot,1,0,1
16.06,Galio,mid,0,1,1
16.06,Jayce,top,1,0,1
